Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINHA381,    1.08778,   -28.67,    1.08777,  -148.67,    1.08777,    91.33,          0,     0.00, 2.92819E-005,   -30.74,    1.08817,   151.29,    1.08816,    31.29,    1.08816,   -88.71,          0,     0.00, 1.4641E-005,   149.26
Line.LINHA382,    1.08817,   -28.71,    1.08816,  -148.71,    1.08816,    91.29,          0,     0.00, 1.46409E-005,   -30.74,    1.08856,   151.25,    1.08856,    31.25,    1.08855,   -88.75,          0,     0.00, 7.49989E-011,   -75.96
Line.LINHA383,    32.2332,   -28.77,     32.232,  -148.77,    32.2321,    91.23,          0,     0.00, 0.00274565,   -30.75,    32.2336,   151.23,    32.2324,    31.23,    32.2325,   -88.78,          0,     0.00, 0.00273101,   149.25
Line.LINHA384,    32.2336,   -28.77,    32.2324,  -148.77,    32.2325,    91.22,          0,     0.00, 0.00273101,   -30.75,     32.234,   151.22,    32.2328,    31.23,    32.2329,   -88.78,          0,     0.00, 0.00271638,   149.25
Line.LINHA385,     1.0872,   -28.59,    1.08718,  -148.59,    1.08718,    91.41,          0,     0.00, 5.85522E-005,   -30.74,    1.08759,   151.37,    1.08757,    31.37,    1.08757,   -88.63,          0,     0.00, 4.39141E-005,   149.26
Line.LINHA386,    1.08759,   -28.63,    1.08757,  -148.63,    1.08757,    91.37,          0,     0.00, 4.39141E-005,   -30.74,    1.08798,   151.33,    1.08797,    31.33,    1.08797,   -88.67,          0,     0.00, 2.9276E-005,   149.26
Line.LINHA387,    1.08798,   -28.67,    1.08797,  -148.67,    1.08797,    91.33,          0,     0.00, 2.9276E-005,   -30.74,    1.08837,   151.29,    1.08836,    31.29,    1.08836,   -88.71,          0,     0.00, 1.4638E-005,   149.26
Line.LINHA388,    1.08837,   -28.71,    1.08836,  -148.71,    1.08836,    91.29,          0,     0.00, 1.46379E-005,   -30.74,    1.08875,   151.25,    1.08875,    31.25,    1.08875,   -88.75,          0,     0.00, 6.54836E-011,     0.00
Line.LINHA389,    31.1468,   -28.78,    31.1456,  -148.78,    31.1457,    91.22,          0,     0.00, 0.00265782,   -30.75,    31.1472,   151.22,     31.146,    31.22,    31.1461,   -88.78,          0,     0.00, 0.00264319,   149.25
Line.LINHA390,    31.1472,   -28.78,     31.146,  -148.78,    31.1461,    91.22,          0,     0.00, 0.00264319,   -30.75,    31.1476,   151.22,    31.1464,    31.22,    31.1465,   -88.79,          0,     0.00, 0.00262855,   149.25
Line.LINHA391,    1.08855,   -28.71,    1.08854,  -148.71,    1.08854,    91.29,          0,     0.00, 1.46352E-005,   -30.74,    1.08893,   151.26,    1.08893,    31.26,    1.08893,   -88.74,          0,     0.00, 8.7991E-011,  -150.26
Line.LINHA392,     30.059,   -28.79,    30.0578,  -148.79,    30.0579,    91.21,          0,     0.00, 0.00261391,   -30.75,    30.0594,   151.21,    30.0582,    31.21,    30.0583,   -88.79,          0,     0.00, 0.00259928,   149.25
Line.LINHA393,    30.0594,   -28.79,    30.0582,  -148.79,    30.0583,    91.21,          0,     0.00, 0.00259928,   -30.75,    30.0598,   151.21,    30.0586,    31.21,    30.0587,   -88.79,          0,     0.00, 0.00258465,   149.25
Line.LINHA394,     1.0879,   -28.62,    1.08788,  -148.62,    1.08788,    91.38,          0,     0.00, 4.63365E-005,   -30.74,    1.08796,   151.37,    1.08794,    31.37,    1.08794,   -88.63,          0,     0.00, 4.38981E-005,   149.26
Line.LINHA395,    1.08796,   -28.63,    1.08794,  -148.63,    1.08794,    91.37,          0,     0.00, 4.38974E-005,   -30.74,    1.08835,   151.33,    1.08834,    31.33,    1.08834,   -88.67,          0,     0.00, 2.92648E-005,   149.26
Line.LINHA396,    1.08835,   -28.67,    1.08834,  -148.67,    1.08834,    91.33,          0,     0.00, 2.92648E-005,   -30.74,    1.08874,   151.29,    1.08873,    31.29,    1.08873,   -88.71,          0,     0.00, 1.46324E-005,   149.26
Line.LINHA397,    1.08874,   -28.71,    1.08873,  -148.71,    1.08873,    91.29,          0,     0.00, 1.46325E-005,   -30.74,    1.08912,   151.26,    1.08912,    31.26,    1.08912,   -88.74,          0,     0.00, 1.23101E-010,  -124.16
Line.LINHA398,    28.9719,   -28.80,    28.9708,  -148.79,    28.9709,    91.20,          0,     0.00, 0.00253831,   -30.75,    28.9723,   151.20,    28.9712,    31.20,    28.9713,   -88.80,          0,     0.00, 0.00252368,   149.25
Line.LINHA399,    27.8831,   -28.80,     27.882,  -148.80,    27.8821,    91.20,          0,     0.00, 0.00252368,   -30.75,    27.8835,   151.20,    27.8824,    31.20,    27.8824,   -88.80,          0,     0.00, 0.00250905,   149.25
Line.LINHA400,    27.8835,   -28.80,    27.8824,  -148.80,    27.8824,    91.20,          0,     0.00, 0.00250905,   -30.75,    27.8839,   151.20,    27.8828,    31.20,    27.8828,   -88.80,          0,     0.00, 0.00249442,   149.25
Line.LINHA401,    27.8839,   -28.80,    27.8828,  -148.80,    27.8828,    91.20,          0,     0.00, 0.00249442,   -30.75,    27.8843,   151.20,    27.8831,    31.20,    27.8832,   -88.81,          0,     0.00, 0.00247979,   149.25
Line.LINHA402,    27.8843,   -28.80,    27.8831,  -148.80,    27.8832,    91.19,          0,     0.00, 0.00247979,   -30.75,    27.8847,   151.19,    27.8835,    31.20,    27.8836,   -88.81,          0,     0.00, 0.00246516,   149.25
Line.LINHA403,    27.8847,   -28.81,    27.8835,  -148.80,    27.8836,    91.19,          0,     0.00, 0.00246516,   -30.75,     27.885,   151.19,    27.8839,    31.19,     27.884,   -88.81,          0,     0.00, 0.00245054,   149.25
Line.LINHA404,     27.885,   -28.81,    27.8839,  -148.81,     27.884,    91.19,          0,     0.00, 0.00245054,   -30.75,    27.8854,   151.19,    27.8843,    31.19,    27.8844,   -88.81,          0,     0.00, 0.00243591,   149.25
Line.LINHA405,    27.8854,   -28.81,    27.8843,  -148.81,    27.8844,    91.19,          0,     0.00, 0.00243591,   -30.75,    27.8858,   151.19,    27.8847,    31.19,    27.8848,   -88.81,          0,     0.00, 0.00242129,   149.25
Line.LINHA406,    22.2719,   -28.87,    22.2711,  -148.87,    22.2711,    91.13,          0,     0.00,  0.0017413,   -30.75,    22.2723,   151.13,    22.2715,    31.13,    22.2715,   -88.87,          0,     0.00, 0.00172668,   149.25
Line.LINHA407,    5.61401,   -28.59,     5.6137,  -148.58,    5.61373,    91.41,          0,     0.00, 0.000679992,   -30.75,     5.6144,   151.41,     5.6141,    31.41,    5.61412,   -88.60,          0,     0.00, 0.00066537,   149.25
Line.LINHA408,     5.6144,   -28.59,     5.6141,  -148.59,    5.61412,    91.40,          0,     0.00, 0.00066537,   -30.75,    5.61478,   151.40,    5.61449,    31.40,    5.61451,   -88.60,          0,     0.00, 0.000650748,   149.25
Line.LINHA409,    5.61478,   -28.60,    5.61449,  -148.60,    5.61451,    91.40,          0,     0.00, 0.000650748,   -30.75,    5.61517,   151.39,    5.61488,    31.39,    5.61491,   -88.61,          0,     0.00, 0.000636127,   149.25
Line.LINHA410,    5.61517,   -28.61,    5.61488,  -148.61,    5.61491,    91.39,          0,     0.00, 0.000636126,   -30.75,    5.61556,   151.38,    5.61528,    31.39,     5.6153,   -88.62,          0,     0.00, 0.000621505,   149.25
Line.LINHA411,    5.61556,   -28.62,    5.61528,  -148.61,     5.6153,    91.38,          0,     0.00, 0.000621505,   -30.75,    5.61594,   151.38,    5.61567,    31.38,    5.61569,   -88.63,          0,     0.00, 0.000606884,   149.25
Line.LINHA412,    1.29974,   -28.07,     1.2996,  -148.06,    1.29961,    91.93,          0,     0.00, 0.00030703,   -30.75,    1.30012,   151.90,    1.29999,    31.90,        1.3,   -88.10,          0,     0.00, 0.000292409,   149.25
Line.LINHA413,    1.30012,   -28.10,    1.29999,  -148.10,        1.3,    91.90,          0,     0.00, 0.000292409,   -30.75,     1.3005,   151.87,    1.30038,    31.87,    1.30039,   -88.14,          0,     0.00, 0.000277788,   149.25
Line.LINHA414,     1.3005,   -28.13,    1.30038,  -148.13,    1.30039,    91.86,          0,     0.00, 0.000277788,   -30.75,    1.30088,   151.84,    1.30076,    31.84,    1.30077,   -88.17,          0,     0.00, 0.000263168,   149.25
Line.LINHA415,    1.30088,   -28.16,    1.30076,  -148.16,    1.30077,    91.83,          0,     0.00, 0.000263168,   -30.75,    1.30126,   151.80,    1.30115,    31.81,    1.30116,   -88.20,          0,     0.00, 0.000248547,   149.25
Line.LINHA416,    1.30126,   -28.20,    1.30115,  -148.19,    1.30116,    91.80,          0,     0.00, 0.000248547,   -30.75,    1.30165,   151.77,    1.30154,    31.78,    1.30155,   -88.23,          0,     0.00, 0.000233926,   149.25
Line.LINHA417,    1.30165,   -28.23,    1.30154,  -148.22,    1.30155,    91.77,          0,     0.00, 0.000233926,   -30.75,    1.30203,   151.74,    1.30193,    31.74,    1.30194,   -88.26,          0,     0.00, 0.000219306,   149.25
Line.LINHA418,   0.648178,   -27.78,   0.648079,  -147.77,   0.648087,    92.21,          0,     0.00, 0.000219306,   -30.75,   0.648555,   152.15,   0.648462,    32.16,   0.648469,   -87.85,          0,     0.00, 0.000204685,   149.25
Line.LINHA419,   0.648555,   -27.85,   0.648462,  -147.84,   0.648469,    92.15,          0,     0.00, 0.000204685,   -30.75,   0.648932,   152.09,   0.648846,    32.10,   0.648853,   -87.91,          0,     0.00, 0.000190065,   149.25
Line.LINHA420,   0.648932,   -27.91,   0.648846,  -147.90,   0.648853,    92.09,          0,     0.00, 0.000190065,   -30.75,    0.64931,   152.03,   0.649231,    32.03,   0.649237,   -87.98,          0,     0.00, 0.000175444,   149.25
Line.LINHA421,    0.64931,   -27.97,   0.649231,  -147.97,   0.649237,    92.02,          0,     0.00, 0.000175444,   -30.75,   0.649689,   151.96,   0.649616,    31.97,   0.649622,   -88.04,          0,     0.00, 0.000160824,   149.25
Line.LINHA422,   0.649689,   -28.04,   0.649616,  -148.03,   0.649622,    91.96,          0,     0.00, 0.000160824,   -30.75,   0.650068,   151.90,   0.650002,    31.90,   0.650008,   -88.10,          0,     0.00, 0.000146203,   149.25
Line.LINHA423,   0.650068,   -28.10,   0.650002,  -148.10,   0.650008,    91.90,          0,     0.00, 0.000146203,   -30.75,   0.650449,   151.84,   0.650389,    31.84,   0.650394,   -88.17,          0,     0.00, 0.000131583,   149.25
Line.LINHA424,   0.650449,   -28.16,   0.650389,  -148.16,   0.650394,    91.83,          0,     0.00, 0.000131583,   -30.75,    0.65083,   151.77,   0.650777,    31.78,   0.650781,   -88.23,          0,     0.00, 0.000116962,   149.25
Line.LINHA425,    0.65083,   -28.23,   0.650777,  -148.22,   0.650781,    91.77,          0,     0.00, 0.000116962,   -30.75,   0.651212,   151.71,   0.651166,    31.71,    0.65117,   -88.29,          0,     0.00, 0.000102342,   149.25
Line.LINHA426,   0.651212,   -28.29,   0.651166,  -148.29,    0.65117,    91.71,          0,     0.00, 0.000102342,   -30.75,   0.651595,   151.64,   0.651555,    31.65,   0.651558,   -88.36,          0,     0.00, 8.77215E-005,   149.25
Line.LINHA427,   0.651595,   -28.36,   0.651555,  -148.35,   0.651558,    91.64,          0,     0.00, 8.77217E-005,   -30.75,   0.651978,   151.58,   0.651945,    31.58,   0.651948,   -88.42,          0,     0.00, 7.31013E-005,   149.25
Line.LINHA428,   0.651978,   -28.42,   0.651945,  -148.42,   0.651948,    91.58,          0,     0.00, 7.31012E-005,   -30.75,   0.652363,   151.52,   0.652337,    31.52,   0.652339,   -88.48,          0,     0.00, 5.84809E-005,   149.25
Line.LINHA429,   0.652363,   -28.48,   0.652337,  -148.48,   0.652339,    91.52,          0,     0.00, 5.84809E-005,   -30.75,   0.652748,   151.45,   0.652728,    31.46,    0.65273,   -88.55,          0,     0.00, 4.38606E-005,   149.25
Line.LINHA430,  0.0024489,    89.64, 0.00247406,   -30.14, 0.00244803,  -149.86,          0,     0.00, 4.38605E-005,   -30.75,  0.0016326,   -90.36, 0.00164937,   149.86, 0.00163202,    30.14,          0,     0.00, 2.92404E-005,   149.25
Line.LINHA431,  0.0016326,    89.64, 0.00164937,   -30.14, 0.00163202,  -149.86,          0,     0.00, 2.92403E-005,   -30.75, 0.000816301,   -90.36, 0.000824687,   149.86, 0.000816008,    30.14,          0,     0.00, 1.462E-005,   149.25
Line.LINHA432, 0.000816301,    89.64, 0.000824687,   -30.14, 0.000816008,  -149.86,          0,     0.00, 1.46202E-005,   -30.75, 4.72937E-011,  -112.62, 4.94819E-011,    36.03, 4.65889E-011,   -38.66,          0,     0.00, 7.27596E-011,   -36.87
Line.LINHA433,    4.31628,   -28.79,    4.31615,  -148.79,    4.31616,    91.21,          0,     0.00, 0.000299854,   -30.75,    4.31667,   151.20,    4.31654,    31.20,    4.31655,   -88.80,          0,     0.00, 0.000285233,   149.25
Line.LINHA434,    4.31667,   -28.80,    4.31654,  -148.80,    4.31655,    91.20,          0,     0.00, 0.000285233,   -30.75,    4.31706,   151.19,    4.31694,    31.19,    4.31694,   -88.81,          0,     0.00, 0.000270612,   149.25
Line.LINHA435,    4.31706,   -28.81,    4.31694,  -148.81,    4.31694,    91.19,          0,     0.00, 0.000270612,   -30.75,    4.31745,   151.18,    4.31733,    31.18,    4.31734,   -88.82,          0,     0.00, 0.000255992,   149.25
Line.LINHA436,    3.66354,   -28.83,    3.66343,  -148.83,    3.66344,    91.16,          0,     0.00, 0.000255992,   -30.75,    3.66393,   151.15,    3.66382,    31.16,    3.66383,   -88.85,          0,     0.00, 0.000241371,   149.25
Line.LINHA437,   0.652754,   -28.55,   0.652734,  -148.54,   0.652735,    91.45,          0,     0.00, 4.38603E-005,   -30.75,    0.65314,   151.39,   0.653127,    31.39,   0.653127,   -88.61,          0,     0.00, 2.92402E-005,   149.25
Line.LINHA438,    0.65314,   -28.61,   0.653127,  -148.61,   0.653127,    91.39,          0,     0.00, 2.92402E-005,   -30.75,   0.653526,   151.33,    0.65352,    31.33,    0.65352,   -88.67,          0,     0.00, 1.46202E-005,   149.25
Line.LINHA439,   0.653526,   -28.67,    0.65352,  -148.67,    0.65352,    91.33,          0,     0.00, 1.46202E-005,   -30.75,   0.653914,   151.27,   0.653914,    31.27,   0.653914,   -88.73,          0,     0.00, 1.39767E-010,   141.34
Line.LINHA440, 0.00326519,    89.64, 0.00329874,   -30.14, 0.00326402,  -149.86,          0,     0.00, 5.84806E-005,   -30.75,  0.0024489,   -90.36, 0.00247405,   149.86, 0.00244802,    30.14,          0,     0.00, 4.38604E-005,   149.25
Line.LINHA441,  0.0024489,    89.64, 0.00247405,   -30.14, 0.00244802,  -149.86,          0,     0.00, 4.38604E-005,   -30.75,  0.0016326,   -90.36, 0.00164937,   149.86, 0.00163201,    30.14,          0,     0.00, 2.92403E-005,   149.25
Line.LINHA442,  0.0016326,    89.64, 0.00164937,   -30.14, 0.00163201,  -149.86,          0,     0.00, 2.92403E-005,   -30.75, 0.000816298,   -90.36, 0.000824685,   149.86, 0.000816006,    30.14,          0,     0.00, 1.46203E-005,   149.25
Line.LINHA443, 0.000816298,    89.64, 0.000824685,   -30.14, 0.000816006,  -149.86,          0,     0.00, 1.46201E-005,   -30.75, 3.63798E-011,   180.00, 3.25391E-011,  -153.43, 4.65889E-011,   -38.66,          0,     0.00, 5.24677E-011,  -123.69
Line.LINHA444,    3.01275,   -28.97,    3.01269,  -148.96,    3.01269,    91.03,          0,     0.00, 0.000139031,   -30.75,    3.01314,   151.02,    3.01309,    31.02,    3.01309,   -88.98,          0,     0.00, 0.000124411,   149.25
Line.LINHA445,    3.01314,   -28.98,    3.01309,  -148.98,    3.01309,    91.02,          0,     0.00, 0.000124411,   -30.75,    3.01353,   151.01,    3.01349,    31.01,    3.01349,   -88.99,          0,     0.00, 0.000109791,   149.25
Line.LINHA446,   0.652765,   -28.55,   0.652745,  -148.54,   0.652746,    91.45,          0,     0.00, 4.38595E-005,   -30.75,   0.653151,   151.39,   0.653138,    31.39,   0.653138,   -88.61,          0,     0.00, 2.92396E-005,   149.25
Line.LINHA447,   0.653151,   -28.61,   0.653138,  -148.61,   0.653138,    91.39,          0,     0.00, 2.92397E-005,   -30.75,   0.653537,   151.33,   0.653531,    31.33,   0.653531,   -88.67,          0,     0.00, 1.46198E-005,   149.25
Line.LINHA448,   0.653537,   -28.67,   0.653531,  -148.67,   0.653531,    91.33,          0,     0.00, 1.46198E-005,   -30.75,   0.653925,   151.27,   0.653926,    31.27,   0.653925,   -88.73,          0,     0.00, 7.27596E-011,   180.00
Line.LINHA449,     2.3608,   -29.12,    2.36077,  -149.12,    2.36077,    90.88,          0,     0.00, 6.5931E-005,   -30.76,    2.36119,   150.87,    2.36117,    30.87,    2.36117,   -89.13,          0,     0.00, 5.13112E-005,   149.24
Line.LINHA450,    2.36119,   -29.13,    2.36117,  -149.13,    2.36117,    90.87,          0,     0.00, 5.13111E-005,   -30.76,    2.36158,   150.85,    2.36157,    30.85,    2.36157,   -89.15,          0,     0.00, 3.66914E-005,   149.24
Line.LINHA451,   0.653544,   -28.67,   0.653537,  -148.67,   0.653537,    91.33,          0,     0.00, 1.46196E-005,   -30.75,   0.653931,   151.27,   0.653932,    31.27,   0.653931,   -88.73,          0,     0.00, 3.63798E-012,   180.00
Line.LINHA452,    5.41992,   151.30,    5.41972,    31.30,    5.41974,   -88.70,          0,     0.00, 0.000437448,   149.25,    5.41953,   -28.69,    5.41933,  -148.69,    5.41934,    91.31,          0,     0.00, 0.000452068,   -30.75
Line.LINHA453,    5.41953,   151.31,    5.41933,    31.31,    5.41934,   -88.69,          0,     0.00, 0.000452068,   149.25,    5.41914,   -28.69,    5.41893,  -148.68,    5.41895,    91.31,          0,     0.00, 0.000466688,   -30.75
Line.LINHA454,    5.41914,   151.31,    5.41893,    31.32,    5.41895,   -88.69,          0,     0.00, 0.000466688,   149.25,    5.41875,   -28.68,    5.41854,  -148.68,    5.41855,    91.32,          0,     0.00, 0.000481308,   -30.75
Line.LINHA455,    5.41875,   151.32,    5.41854,    31.32,    5.41855,   -88.68,          0,     0.00, 0.000481308,   149.25,    5.41837,   -28.67,    5.41814,  -148.67,    5.41816,    91.33,          0,     0.00, 0.000495928,   -30.75
Line.LINHA456,    5.41837,   151.33,    5.41814,    31.33,    5.41816,   -88.67,          0,     0.00, 0.000495929,   149.25,    5.41798,   -28.66,    5.41775,  -148.66,    5.41777,    91.34,          0,     0.00, 0.000510549,   -30.75
Line.LINHA457,   0.653494,   -28.67,   0.653488,  -148.67,   0.653488,    91.33,          0,     0.00, 1.46209E-005,   -30.75,   0.653882,   151.27,   0.653882,    31.27,   0.653881,   -88.73,          0,     0.00, 5.86606E-011,  -150.26
Line.LINHA458, 0.00081634,    89.64, 0.000824727,   -30.14, 0.000816048,  -149.86,          0,     0.00, 1.46209E-005,   -30.75, 3.91822E-011,   -21.80, 2.62338E-011,  -146.31, 7.27596E-012,   180.00,          0,     0.00, 2.99995E-011,   -75.96
Line.LINHA459,    6.07109,   151.34,    6.07084,    31.35,    6.07086,   -88.66,          0,     0.00, 0.000539791,   149.25,     6.0707,   -28.65,    6.07045,  -148.65,    6.07047,    91.35,          0,     0.00, 0.000554412,   -30.75
Line.LINHA460,    16.2016,   -28.95,    16.2011,  -148.95,    16.2011,    91.05,          0,     0.00, 0.00117227,   -30.75,     16.202,   151.05,    16.2015,    31.05,    16.2015,   -88.95,          0,     0.00, 0.00115765,   149.25
Line.LINHA461,    15.1121,   -28.97,    15.1116,  -148.97,    15.1116,    91.03,          0,     0.00, 0.00115764,   -30.75,    15.1125,   151.03,     15.112,    31.03,     15.112,   -88.97,          0,     0.00, 0.00114302,   149.25
Line.LINHA462,    15.1125,   -28.97,     15.112,  -148.97,     15.112,    91.03,          0,     0.00, 0.00114302,   -30.75,    15.1129,   151.03,    15.1124,    31.03,    15.1124,   -88.98,          0,     0.00, 0.00112841,   149.25
Line.LINHA463,    15.1129,   -28.97,    15.1124,  -148.97,    15.1124,    91.02,          0,     0.00, 0.00112841,   -30.75,    15.1133,   151.02,    15.1128,    31.02,    15.1128,   -88.98,          0,     0.00, 0.00111379,   149.25
Line.LINHA464,    15.1133,   -28.98,    15.1128,  -148.98,    15.1128,    91.02,          0,     0.00, 0.00111379,   -30.75,    15.1137,   151.02,    15.1132,    31.02,    15.1132,   -88.98,          0,     0.00, 0.00109917,   149.25
Line.LINHA465,    15.1137,   -28.98,    15.1132,  -148.98,    15.1132,    91.02,          0,     0.00, 0.00109917,   -30.75,    15.1141,   151.02,    15.1136,    31.02,    15.1136,   -88.98,          0,     0.00, 0.00108455,   149.25
Line.LINHA466,    7.12791,   -28.85,     7.1277,  -148.85,    7.12772,    91.15,          0,     0.00, 0.00045952,   -30.75,     7.1283,   151.14,     7.1281,    31.14,    7.12811,   -88.86,          0,     0.00,  0.0004449,   149.25
Line.LINHA467,     7.1283,   -28.86,     7.1281,  -148.86,    7.12811,    91.14,          0,     0.00,  0.0004449,   -30.75,    7.12869,   151.14,    7.12849,    31.14,    7.12851,   -88.86,          0,     0.00, 0.000430281,   149.25
Line.LINHA468,    2.17798,   -28.64,    2.17795,  -148.64,    2.17795,    91.36,          0,     0.00, 7.79669E-005,   -30.75,    2.17837,   151.34,    2.17834,    31.34,    2.17834,   -88.66,          0,     0.00, 6.3348E-005,   149.25
Line.LINHA469,    1.08835,   -28.58,    1.08833,  -148.58,    1.08833,    91.42,          0,     0.00, 6.33481E-005,   -30.75,    1.08874,   151.38,    1.08872,    31.39,    1.08872,   -88.62,          0,     0.00, 4.87291E-005,   149.25
Line.LINHA470,    1.08874,   -28.62,    1.08872,  -148.61,    1.08872,    91.38,          0,     0.00, 4.87289E-005,   -30.75,    1.08913,   151.35,    1.08911,    31.35,    1.08911,   -88.65,          0,     0.00, 3.41102E-005,   149.25
Line.LINHA471,    1.08913,   -28.65,    1.08911,  -148.65,    1.08911,    91.35,          0,     0.00, 3.41102E-005,   -30.75,    1.08951,   151.31,    1.08951,    31.31,    1.08951,   -88.69,          0,     0.00, 1.94916E-005,   149.25
Line.LINHA472,    1.08951,   -28.69,    1.08951,  -148.69,    1.08951,    91.31,          0,     0.00, 1.94915E-005,   -30.75,     1.0899,   151.27,     1.0899,    31.27,     1.0899,   -88.73,          0,     0.00, 4.8728E-006,   149.25
Line.LINHA473,     1.0899,   -28.73,     1.0899,  -148.73,     1.0899,    91.27,          0,     0.00, 4.87272E-006,   -30.75,    1.09003,   151.26,    1.09003,    31.26,    1.09003,   -88.74,          0,     0.00, 2.32033E-010,    48.81
Line.LINHA474,    4.95073,   -28.96,    4.95057,  -148.96,    4.95058,    91.04,          0,     0.00, 0.000352314,   -30.75,    4.95112,   151.03,    4.95097,    31.03,    4.95098,   -88.97,          0,     0.00, 0.000337695,   149.25
Line.LINHA475,    4.95112,   -28.97,    4.95097,  -148.97,    4.95098,    91.03,          0,     0.00, 0.000337695,   -30.75,    4.95151,   151.02,    4.95137,    31.02,    4.95138,   -88.98,          0,     0.00, 0.000323076,   149.25
Line.LINHA476,    4.95151,   -28.98,    4.95137,  -148.98,    4.95138,    91.02,          0,     0.00, 0.000323076,   -30.75,     4.9519,   151.01,    4.95176,    31.01,    4.95177,   -88.99,          0,     0.00, 0.000308458,   149.25
Line.LINHA477,     4.9519,   -28.99,    4.95176,  -148.99,    4.95177,    91.01,          0,     0.00, 0.000308458,   -30.75,    4.95229,   151.00,    4.95216,    31.01,    4.95217,   -89.00,          0,     0.00, 0.00029384,   149.25
Line.LINHA478,    4.95229,   -29.00,    4.95216,  -148.99,    4.95217,    91.00,          0,     0.00, 0.00029384,   -30.75,    4.95268,   151.00,    4.95256,    31.00,    4.95257,   -89.00,          0,     0.00, 0.000279222,   149.25
Line.LINHA479,    3.86261,   -29.08,    3.86249,  -149.08,     3.8625,    90.92,          0,     0.00, 0.000279221,   -30.75,    3.86301,   150.91,    3.86289,    30.91,     3.8629,   -89.09,          0,     0.00, 0.000264604,   149.25
Line.LINHA480,    3.86301,   -29.09,    3.86289,  -149.09,     3.8629,    90.91,          0,     0.00, 0.000264604,   -30.75,     3.8634,   150.90,    3.86329,    30.90,    3.86329,   -89.10,          0,     0.00, 0.000249986,   149.25
Line.LINHA481,     3.8634,   -29.10,    3.86329,  -149.10,    3.86329,    90.90,          0,     0.00, 0.000249986,   -30.75,    3.86379,   150.89,    3.86369,    30.89,    3.86369,   -89.11,          0,     0.00, 0.000235369,   149.25
Line.LINHA482,    1.74185,   -28.60,    1.74182,  -148.60,    1.74182,    91.40,          0,     0.00, 8.77032E-005,   -30.75,    1.74224,   151.38,    1.74221,    31.38,    1.74221,   -88.62,          0,     0.00, 7.30859E-005,   149.25
Line.LINHA483,    1.74224,   -28.62,    1.74221,  -148.62,    1.74221,    91.38,          0,     0.00, 7.30857E-005,   -30.75,    1.74263,   151.36,     1.7426,    31.36,     1.7426,   -88.64,          0,     0.00, 5.84686E-005,   149.25
Line.LINHA484,    1.74263,   -28.64,     1.7426,  -148.64,     1.7426,    91.36,          0,     0.00, 5.84686E-005,   -30.75,    1.74301,   151.33,      1.743,    31.33,      1.743,   -88.67,          0,     0.00, 4.38514E-005,   149.25
Line.LINHA485,   0.653646,   -28.67,    0.65364,  -148.67,    0.65364,    91.33,          0,     0.00, 1.4617E-005,   -30.75,   0.654033,   151.27,   0.654034,    31.27,   0.654033,   -88.73,          0,     0.00, 6.50781E-011,  -116.57
Line.LINHA486,    1.08937,   -28.67,    1.08936,  -148.67,    1.08936,    91.33,          0,     0.00, 2.92341E-005,   -30.75,    1.08976,   151.30,    1.08975,    31.30,    1.08975,   -88.70,          0,     0.00, 1.4617E-005,   149.25
Line.LINHA487,    1.08976,   -28.70,    1.08975,  -148.70,    1.08975,    91.30,          0,     0.00, 1.46169E-005,   -30.75,    1.09014,   151.26,    1.09014,    31.26,    1.09014,   -88.74,          0,     0.00, 8.7991E-011,   -97.13
Line.LINHA488,    2.12206,   -29.53,      2.122,  -149.53,      2.122,    90.47,          0,     0.00, 0.000147666,   -30.75,     2.1222,   150.46,    2.12213,    30.47,    2.12214,   -89.54,          0,     0.00, 0.000142793,   149.25
Line.LINHA489,     2.1222,   -29.54,    2.12213,  -149.53,    2.12214,    90.46,          0,     0.00, 0.000142794,   -30.75,    2.12259,   150.44,    2.12254,    30.45,    2.12254,   -89.56,          0,     0.00, 0.000128176,   149.24
Line.LINHA490,    1.46866,   -29.92,     1.4686,  -149.92,    1.46861,    90.08,          0,     0.00, 0.000128176,   -30.76,    1.46907,   150.05,    1.46901,    30.05,    1.46902,   -89.95,          0,     0.00, 0.000113559,   149.24
Line.LINHA491,    1.46907,   -29.95,    1.46901,  -149.95,    1.46902,    90.05,          0,     0.00, 0.000113559,   -30.76,    1.46947,   150.02,    1.46942,    30.02,    1.46943,   -89.98,          0,     0.00, 9.89416E-005,   149.24
Line.LINHA492,    1.46947,   -29.98,    1.46942,  -149.98,    1.46943,    90.02,          0,     0.00, 9.89417E-005,   -30.76,    1.46987,   150.00,    1.46983,    30.00,    1.46984,   -90.01,          0,     0.00, 8.43247E-005,   149.24
Line.LINHA493,    1.08976,   -28.70,    1.08975,  -148.70,    1.08975,    91.30,          0,     0.00, 1.4617E-005,   -30.75,    1.09015,   151.26,    1.09015,    31.26,    1.09015,   -88.74,          0,     0.00, 3.10829E-011,   -69.44
Line.LINHA494,   0.381198,   -33.72,   0.381165,  -153.72,   0.381171,    86.27,          0,     0.00, 6.97078E-005,   -30.76,   0.381648,   146.17,   0.381622,    26.18,   0.381626,   -93.83,          0,     0.00, 5.50907E-005,   149.24
