Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINHA267,     48.261,   -28.67,     48.259,  -148.67,    48.2592,    91.33,          0,     0.00, 0.00441085,   -30.74,    48.2614,   151.33,    48.2594,    31.33,    48.2596,   -88.67,          0,     0.00, 0.00439613,   149.26
Line.LINHA268,    48.2614,   -28.67,    48.2594,  -148.67,    48.2596,    91.33,          0,     0.00, 0.00439613,   -30.74,    48.2618,   151.33,    48.2598,    31.33,      48.26,   -88.67,          0,     0.00, 0.00438141,   149.26
Line.LINHA269,    48.2618,   -28.67,    48.2598,  -148.67,      48.26,    91.33,          0,     0.00, 0.00438141,   -30.74,    48.2622,   151.33,    48.2602,    31.33,    48.2604,   -88.67,          0,     0.00,  0.0043667,   149.26
Line.LINHA270,    1.29811,   -28.56,    1.29807,  -148.56,    1.29808,    91.44,          0,     0.00, 8.82796E-005,   -30.71,     1.2985,   151.41,    1.29847,    31.41,    1.29847,   -88.59,          0,     0.00, 7.35662E-005,   149.29
Line.LINHA271,   0.648284,   -28.43,   0.648251,  -148.43,   0.648254,    91.57,          0,     0.00, 7.35662E-005,   -30.71,   0.648672,   151.51,   0.648645,    31.51,   0.648647,   -88.50,          0,     0.00, 5.88529E-005,   149.29
Line.LINHA272,   0.648672,   -28.49,   0.648645,  -148.49,   0.648647,    91.50,          0,     0.00, 5.88528E-005,   -30.71,    0.64906,   151.44,    0.64904,    31.44,   0.649042,   -88.56,          0,     0.00, 4.41396E-005,   149.29
Line.LINHA273,    0.64906,   -28.56,    0.64904,  -148.56,   0.649042,    91.44,          0,     0.00, 4.41395E-005,   -30.71,   0.649449,   151.38,   0.649436,    31.38,   0.649437,   -88.62,          0,     0.00, 2.94263E-005,   149.29
Line.LINHA274,   0.649449,   -28.62,   0.649436,  -148.62,   0.649437,    91.38,          0,     0.00, 2.94264E-005,   -30.71,   0.649839,   151.31,   0.649833,    31.31,   0.649833,   -88.69,          0,     0.00, 1.47131E-005,   149.29
Line.LINHA275,   0.649839,   -28.69,   0.649833,  -148.69,   0.649833,    91.31,          0,     0.00, 1.47133E-005,   -30.70,    0.65023,   151.25,    0.65023,    31.25,    0.65023,   -88.75,          0,     0.00, 1.17321E-010,  -172.87
Line.LINHA276,    46.9641,   -28.67,    46.9621,  -148.67,    46.9623,    91.33,          0,     0.00, 0.00427842,   -30.74,    46.9645,   151.33,    46.9625,    31.33,    46.9627,   -88.68,          0,     0.00, 0.00426371,   149.26
Line.LINHA277,    46.9645,   -28.67,    46.9625,  -148.67,    46.9627,    91.32,          0,     0.00, 0.00426371,   -30.74,    46.9648,   151.32,    46.9629,    31.33,    46.9631,   -88.68,          0,     0.00,   0.004249,   149.26
Line.LINHA278,    46.9648,   -28.68,    46.9629,  -148.67,    46.9631,    91.32,          0,     0.00,   0.004249,   -30.74,    46.9652,   151.32,    46.9633,    31.33,    46.9635,   -88.68,          0,     0.00, 0.00423429,   149.26
Line.LINHA279,    1.73044,   -28.49,    1.73037,  -148.49,    1.73037,    91.51,          0,     0.00, 0.000162753,   -30.71,    1.73047,   151.51,    1.73039,    31.51,     1.7304,   -88.49,          0,     0.00, 0.000161773,   149.29
Line.LINHA280,    1.73047,   -28.49,    1.73039,  -148.49,     1.7304,    91.51,          0,     0.00, 0.000161772,   -30.71,    1.73085,   151.49,    1.73079,    31.49,    1.73079,   -88.52,          0,     0.00, 0.000147065,   149.29
Line.LINHA281,    1.73085,   -28.51,    1.73079,  -148.51,    1.73079,    91.48,          0,     0.00, 0.000147065,   -30.71,    1.73124,   151.46,    1.73118,    31.46,    1.73119,   -88.54,          0,     0.00, 0.000132358,   149.29
Line.LINHA282,    1.73124,   -28.54,    1.73118,  -148.54,    1.73119,    91.46,          0,     0.00, 0.000132358,   -30.71,    1.73163,   151.44,    1.73158,    31.44,    1.73158,   -88.56,          0,     0.00, 0.000117652,   149.29
Line.LINHA283,    1.73163,   -28.56,    1.73158,  -148.56,    1.73158,    91.44,          0,     0.00, 0.000117652,   -30.71,    1.73202,   151.41,    1.73197,    31.41,    1.73198,   -88.59,          0,     0.00, 0.000102945,   149.29
Line.LINHA284,    1.73202,   -28.59,    1.73197,  -148.59,    1.73198,    91.41,          0,     0.00, 0.000102945,   -30.71,    1.73241,   151.39,    1.73237,    31.39,    1.73237,   -88.61,          0,     0.00, 8.82384E-005,   149.29
Line.LINHA285,    1.73241,   -28.61,    1.73237,  -148.61,    1.73237,    91.39,          0,     0.00, 8.82384E-005,   -30.71,     1.7328,   151.37,    1.73276,    31.37,    1.73277,   -88.63,          0,     0.00, 7.35319E-005,   149.29
Line.LINHA286,   0.649717,   -28.62,   0.649704,  -148.62,   0.649705,    91.38,          0,     0.00, 2.94127E-005,   -30.71,   0.650107,   151.31,   0.650101,    31.32,   0.650101,   -88.69,          0,     0.00, 1.47063E-005,   149.29
Line.LINHA287,   0.650107,   -28.69,   0.650101,  -148.68,   0.650101,    91.31,          0,     0.00, 1.47064E-005,   -30.71,   0.650498,   151.25,   0.650498,    31.25,   0.650497,   -88.75,          0,     0.00, 4.1159E-011,  -135.00
Line.LINHA288,    1.08308,   -28.64,    1.08306,  -148.64,    1.08306,    91.36,          0,     0.00, 4.4119E-005,   -30.71,    1.08347,   151.32,    1.08346,    31.32,    1.08346,   -88.68,          0,     0.00, 2.94126E-005,   149.29
Line.LINHA289,    1.08347,   -28.68,    1.08346,  -148.68,    1.08346,    91.32,          0,     0.00, 2.94126E-005,   -30.71,    1.08386,   151.28,    1.08385,    31.28,    1.08385,   -88.72,          0,     0.00, 1.47063E-005,   149.29
Line.LINHA290,    1.08386,   -28.72,    1.08385,  -148.72,    1.08385,    91.28,          0,     0.00, 1.47063E-005,   -30.71,    1.08425,   151.24,    1.08425,    31.24,    1.08425,   -88.76,          0,     0.00, 4.36557E-011,     0.00
Line.LINHA291,    45.2348,   -28.68,     45.233,  -148.68,    45.2331,    91.32,          0,     0.00, 0.00407153,   -30.74,    45.2352,   151.32,    45.2334,    31.32,    45.2335,   -88.69,          0,     0.00, 0.00405683,   149.26
Line.LINHA292,    45.2352,   -28.68,    45.2334,  -148.68,    45.2335,    91.31,          0,     0.00, 0.00405683,   -30.74,    45.2356,   151.31,    45.2338,    31.32,    45.2339,   -88.69,          0,     0.00, 0.00404212,   149.26
Line.LINHA293,    45.2356,   -28.69,    45.2338,  -148.68,    45.2339,    91.31,          0,     0.00, 0.00404212,   -30.74,     45.236,   151.31,    45.2342,    31.32,    45.2343,   -88.69,          0,     0.00, 0.00402742,   149.26
Line.LINHA294,   0.649557,   -28.56,   0.649537,  -148.56,   0.649538,    91.44,          0,     0.00, 4.4102E-005,   -30.71,   0.649945,   151.38,   0.649932,    31.38,   0.649933,   -88.62,          0,     0.00, 2.94014E-005,   149.29
Line.LINHA295,   0.649945,   -28.62,   0.649932,  -148.62,   0.649933,    91.38,          0,     0.00, 2.94013E-005,   -30.71,   0.650335,   151.32,   0.650328,    31.32,   0.650329,   -88.68,          0,     0.00, 1.47007E-005,   149.29
Line.LINHA296,   0.650335,   -28.68,   0.650328,  -148.68,   0.650329,    91.32,          0,     0.00, 1.47006E-005,   -30.71,   0.650725,   151.25,   0.650725,    31.25,   0.650725,   -88.75,          0,     0.00, 1.49998E-011,  -104.04
Line.LINHA297,    44.5864,   -28.69,    44.5846,  -148.69,    44.5848,    91.31,          0,     0.00, 0.00398332,   -30.74,    44.5868,   151.31,     44.585,    31.31,    44.5852,   -88.69,          0,     0.00, 0.00396862,   149.26
Line.LINHA298,     43.936,   -28.69,    43.9342,  -148.69,    43.9344,    91.31,          0,     0.00, 0.00396862,   -30.74,    43.9364,   151.31,    43.9346,    31.31,    43.9348,   -88.69,          0,     0.00, 0.00395392,   149.26
Line.LINHA299,   0.648176,   -28.30,   0.648129,  -148.30,   0.648133,    91.70,          0,     0.00, 0.000102876,   -30.71,   0.648561,   151.64,   0.648521,    31.64,   0.648524,   -88.37,          0,     0.00, 8.81789E-005,   149.29
Line.LINHA300,   0.648561,   -28.36,   0.648521,  -148.36,   0.648524,    91.63,          0,     0.00, 8.8179E-005,   -30.71,   0.648947,   151.57,   0.648914,    31.57,   0.648917,   -88.43,          0,     0.00, 7.34825E-005,   149.29
Line.LINHA301,   0.648947,   -28.43,   0.648914,  -148.43,   0.648917,    91.57,          0,     0.00, 7.34823E-005,   -30.71,   0.649334,   151.51,   0.649307,    31.51,    0.64931,   -88.49,          0,     0.00, 5.87858E-005,   149.29
Line.LINHA302,   0.649334,   -28.49,   0.649307,  -148.49,    0.64931,    91.51,          0,     0.00, 5.87858E-005,   -30.71,   0.649722,   151.44,   0.649702,    31.45,   0.649704,   -88.56,          0,     0.00, 4.40893E-005,   149.29
Line.LINHA303,   0.649722,   -28.56,   0.649702,  -148.55,   0.649704,    91.44,          0,     0.00, 4.40894E-005,   -30.71,    0.65011,   151.38,   0.650097,    31.38,   0.650098,   -88.62,          0,     0.00, 2.93929E-005,   149.29
Line.LINHA304,    0.65011,   -28.62,   0.650097,  -148.62,   0.650098,    91.38,          0,     0.00, 2.93928E-005,   -30.71,     0.6505,   151.32,   0.650493,    31.32,   0.650494,   -88.68,          0,     0.00, 1.46964E-005,   149.29
Line.LINHA305,     0.6505,   -28.68,   0.650493,  -148.68,   0.650494,    91.32,          0,     0.00, 1.46964E-005,   -30.71,    0.65089,   151.25,    0.65089,    31.25,    0.65089,   -88.75,          0,     0.00, 2.05795E-011,   135.00
Line.LINHA306,    43.2882,   -28.69,    43.2865,  -148.69,    43.2866,    91.30,          0,     0.00, 0.00385105,   -30.74,    43.2886,   151.30,    43.2869,    31.31,     43.287,   -88.70,          0,     0.00, 0.00383635,   149.26
Line.LINHA307,    43.2886,   -28.70,    43.2869,  -148.69,     43.287,    91.30,          0,     0.00, 0.00383635,   -30.74,     43.289,   151.30,    43.2873,    31.31,    43.2874,   -88.70,          0,     0.00, 0.00382166,   149.26
Line.LINHA308,     43.289,   -28.70,    43.2873,  -148.69,    43.2874,    91.30,          0,     0.00, 0.00382166,   -30.74,    43.2894,   151.30,    43.2877,    31.30,    43.2878,   -88.70,          0,     0.00, 0.00380697,   149.26
Line.LINHA309,   0.649566,   -28.49,    0.64954,  -148.49,   0.649542,    91.51,          0,     0.00, 5.87622E-005,   -30.72,   0.649954,   151.44,   0.649934,    31.45,   0.649936,   -88.56,          0,     0.00, 4.40716E-005,   149.28
Line.LINHA310,   0.649954,   -28.56,   0.649934,  -148.55,   0.649936,    91.44,          0,     0.00, 4.40719E-005,   -30.72,   0.650342,   151.38,   0.650329,    31.38,    0.65033,   -88.62,          0,     0.00, 2.93812E-005,   149.28
Line.LINHA311,   0.650342,   -28.62,   0.650329,  -148.62,    0.65033,    91.38,          0,     0.00, 2.9381E-005,   -30.72,   0.650732,   151.32,   0.650725,    31.32,   0.650725,   -88.68,          0,     0.00, 1.46906E-005,   149.28
Line.LINHA312,   0.650732,   -28.68,   0.650725,  -148.68,   0.650725,    91.32,          0,     0.00, 1.46905E-005,   -30.72,   0.651121,   151.25,   0.651122,    31.25,   0.651121,   -88.75,          0,     0.00, 3.63798E-011,   180.00
Line.LINHA313,    1.73102,   -28.42,    1.73093,  -148.41,    1.73093,    91.58,          0,     0.00, 0.000205664,   -30.72,    1.73141,   151.56,    1.73132,    31.56,    1.73133,   -88.44,          0,     0.00, 0.000190973,   149.28
Line.LINHA314,    1.73141,   -28.44,    1.73132,  -148.44,    1.73133,    91.56,          0,     0.00, 0.000190973,   -30.72,    1.73179,   151.54,    1.73171,    31.54,    1.73172,   -88.47,          0,     0.00, 0.000176283,   149.28
Line.LINHA315,    1.73179,   -28.46,    1.73171,  -148.46,    1.73172,    91.53,          0,     0.00, 0.000176283,   -30.72,    1.73218,   151.51,    1.73211,    31.51,    1.73211,   -88.49,          0,     0.00, 0.000161592,   149.28
Line.LINHA316,    1.73218,   -28.49,    1.73211,  -148.49,    1.73211,    91.51,          0,     0.00, 0.000161592,   -30.72,    1.73257,   151.49,     1.7325,    31.49,    1.73251,   -88.51,          0,     0.00, 0.000146902,   149.28
Line.LINHA317,    1.08222,   -28.45,    1.08216,  -148.45,    1.08217,    91.55,          0,     0.00, 0.000117521,   -30.72,     1.0826,   151.51,    1.08256,    31.52,    1.08256,   -88.49,          0,     0.00, 0.000102831,   149.28
Line.LINHA318,     1.0826,   -28.49,    1.08256,  -148.48,    1.08256,    91.51,          0,     0.00, 0.000102831,   -30.72,    1.08299,   151.48,    1.08295,    31.48,    1.08295,   -88.53,          0,     0.00, 8.81406E-005,   149.28
Line.LINHA319,    1.08299,   -28.52,    1.08295,  -148.52,    1.08295,    91.47,          0,     0.00, 8.81406E-005,   -30.72,    1.08338,   151.44,    1.08334,    31.44,    1.08335,   -88.56,          0,     0.00, 7.34504E-005,   149.28
Line.LINHA320,    1.08338,   -28.56,    1.08334,  -148.56,    1.08335,    91.44,          0,     0.00, 7.34504E-005,   -30.72,    1.08377,   151.40,    1.08374,    31.40,    1.08374,   -88.60,          0,     0.00, 5.87602E-005,   149.28
Line.LINHA321,    1.08377,   -28.60,    1.08374,  -148.60,    1.08374,    91.40,          0,     0.00, 5.87602E-005,   -30.72,    1.08415,   151.36,    1.08414,    31.36,    1.08414,   -88.64,          0,     0.00, 4.40702E-005,   149.28
Line.LINHA322,    1.08415,   -28.64,    1.08414,  -148.64,    1.08414,    91.36,          0,     0.00, 4.407E-005,   -30.72,    1.08454,   151.32,    1.08453,    31.32,    1.08453,   -88.68,          0,     0.00, 2.93799E-005,   149.28
Line.LINHA323,    1.08454,   -28.68,    1.08453,  -148.68,    1.08453,    91.32,          0,     0.00, 2.938E-005,   -30.72,    1.08493,   151.28,    1.08493,    31.28,    1.08493,   -88.72,          0,     0.00, 1.469E-005,   149.28
Line.LINHA324,    1.08493,   -28.72,    1.08493,  -148.72,    1.08493,    91.28,          0,     0.00, 1.469E-005,   -30.72,    1.08532,   151.25,    1.08532,    31.25,    1.08532,   -88.75,          0,     0.00, 9.7888E-011,  -131.99
Line.LINHA325,   0.650353,   -28.62,   0.650339,  -148.62,    0.65034,    91.38,          0,     0.00, 2.93807E-005,   -30.72,   0.650742,   151.32,   0.650735,    31.32,   0.650736,   -88.68,          0,     0.00, 1.46903E-005,   149.28
Line.LINHA326,   0.650742,   -28.68,   0.650735,  -148.68,   0.650736,    91.32,          0,     0.00, 1.46902E-005,   -30.72,   0.651132,   151.25,   0.651132,    31.25,   0.651132,   -88.75,          0,     0.00, 2.05795E-011,  -135.00
Line.LINHA327,    40.9089,   -28.71,    40.9073,  -148.71,    40.9074,    91.29,          0,     0.00, 0.00354254,   -30.74,    40.9092,   151.29,    40.9077,    31.29,    40.9078,   -88.72,          0,     0.00, 0.00352785,   149.26
Line.LINHA328,    40.9092,   -28.71,    40.9077,  -148.71,    40.9078,    91.28,          0,     0.00, 0.00352785,   -30.74,    40.9096,   151.29,     40.908,    31.29,    40.9082,   -88.72,          0,     0.00, 0.00351316,   149.26
Line.LINHA329,    40.9096,   -28.71,     40.908,  -148.71,    40.9082,    91.28,          0,     0.00, 0.00351316,   -30.74,      40.91,   151.28,    40.9084,    31.29,    40.9086,   -88.72,          0,     0.00, 0.00349848,   149.26
Line.LINHA330,      40.91,   -28.72,    40.9084,  -148.71,    40.9086,    91.28,          0,     0.00, 0.00349848,   -30.74,    40.9104,   151.28,    40.9088,    31.29,     40.909,   -88.72,          0,     0.00, 0.00348379,   149.26
Line.LINHA331,    1.29897,   -28.43,    1.29891,  -148.42,    1.29891,    91.57,          0,     0.00, 0.000146829,   -30.72,    1.29936,   151.54,     1.2993,    31.54,     1.2993,   -88.46,          0,     0.00, 0.000132146,   149.28
Line.LINHA332,    1.29936,   -28.46,     1.2993,  -148.46,     1.2993,    91.54,          0,     0.00, 0.000132146,   -30.72,    1.29974,   151.51,    1.29969,    31.51,     1.2997,   -88.49,          0,     0.00, 0.000117463,   149.28
Line.LINHA333,    1.29974,   -28.49,    1.29969,  -148.49,     1.2997,    91.51,          0,     0.00, 0.000117463,   -30.72,    1.30013,   151.48,    1.30009,    31.48,    1.30009,   -88.52,          0,     0.00, 0.00010278,   149.28
Line.LINHA334,    1.30013,   -28.52,    1.30009,  -148.52,    1.30009,    91.48,          0,     0.00, 0.00010278,   -30.72,    1.30052,   151.45,    1.30048,    31.45,    1.30048,   -88.56,          0,     0.00, 8.80971E-005,   149.28
Line.LINHA335,   0.650647,   -28.62,   0.650633,  -148.62,   0.650634,    91.38,          0,     0.00, 2.93657E-005,   -30.72,   0.651035,   151.32,   0.651029,    31.32,   0.651029,   -88.68,          0,     0.00, 1.46829E-005,   149.28
Line.LINHA336,   0.651035,   -28.68,   0.651029,  -148.68,   0.651029,    91.32,          0,     0.00, 1.46829E-005,   -30.72,   0.651425,   151.26,   0.651426,    31.26,   0.651425,   -88.74,          0,     0.00, 1.63709E-010,  -126.87
Line.LINHA337,   0.649874,   -28.49,   0.649847,  -148.49,   0.649849,    91.51,          0,     0.00, 5.87313E-005,   -30.72,   0.650261,   151.45,   0.650241,    31.45,   0.650243,   -88.56,          0,     0.00, 4.40484E-005,   149.28
Line.LINHA338,   0.650261,   -28.55,   0.650241,  -148.55,   0.650243,    91.44,          0,     0.00, 4.40484E-005,   -30.72,   0.650649,   151.38,   0.650636,    31.38,   0.650637,   -88.62,          0,     0.00, 2.93655E-005,   149.28
Line.LINHA339,   0.650649,   -28.62,   0.650636,  -148.62,   0.650637,    91.38,          0,     0.00, 2.93655E-005,   -30.72,   0.651038,   151.32,   0.651031,    31.32,   0.651032,   -88.68,          0,     0.00, 1.46828E-005,   149.28
Line.LINHA340,   0.651038,   -28.68,   0.651031,  -148.68,   0.651032,    91.32,          0,     0.00, 1.46828E-005,   -30.72,   0.651428,   151.26,   0.651428,    31.26,   0.651427,   -88.74,          0,     0.00, 4.94819E-011,   162.90
Line.LINHA341,    39.6115,   -28.73,      39.61,  -148.72,    39.6101,    91.27,          0,     0.00, 0.00333696,   -30.75,    39.6118,   151.27,    39.6103,    31.27,    39.6105,   -88.73,          0,     0.00, 0.00332228,   149.25
Line.LINHA342,    38.9604,   -28.73,    38.9589,  -148.73,     38.959,    91.27,          0,     0.00, 0.00332228,   -30.75,    38.9608,   151.27,    38.9593,    31.27,    38.9594,   -88.73,          0,     0.00,  0.0033076,   149.25
Line.LINHA343,    38.9608,   -28.73,    38.9593,  -148.73,    38.9594,    91.27,          0,     0.00,  0.0033076,   -30.75,    38.9611,   151.27,    38.9597,    31.27,    38.9598,   -88.73,          0,     0.00, 0.00329292,   149.25
Line.LINHA344,    38.9611,   -28.73,    38.9597,  -148.73,    38.9598,    91.27,          0,     0.00, 0.00329292,   -30.75,    38.9615,   151.27,    38.9601,    31.27,    38.9602,   -88.73,          0,     0.00, 0.00327825,   149.25
Line.LINHA345,    38.9615,   -28.73,    38.9601,  -148.73,    38.9602,    91.27,          0,     0.00, 0.00327825,   -30.75,    38.9619,   151.27,    38.9605,    31.27,    38.9606,   -88.73,          0,     0.00, 0.00326357,   149.25
Line.LINHA346,   0.650992,   -28.62,   0.650979,  -148.62,    0.65098,    91.38,          0,     0.00, 2.93482E-005,   -30.72,   0.651381,   151.32,   0.651375,    31.32,   0.651375,   -88.68,          0,     0.00, 1.46741E-005,   149.28
Line.LINHA347,   0.651381,   -28.68,   0.651375,  -148.68,   0.651375,    91.32,          0,     0.00, 1.46741E-005,   -30.72,    0.65177,   151.26,   0.651771,    31.26,    0.65177,   -88.74,          0,     0.00, 7.83645E-011,   111.80
Line.LINHA348,    38.3109,   -28.73,    38.3095,  -148.73,    38.3096,    91.27,          0,     0.00, 0.00323422,   -30.75,    38.3113,   151.27,    38.3099,    31.27,      38.31,   -88.74,          0,     0.00, 0.00321955,   149.25
Line.LINHA349,    38.3113,   -28.73,    38.3099,  -148.73,      38.31,    91.26,          0,     0.00, 0.00321955,   -30.75,    38.3117,   151.26,    38.3103,    31.27,    38.3104,   -88.74,          0,     0.00, 0.00320488,   149.25
Line.LINHA350,    38.3117,   -28.74,    38.3103,  -148.73,    38.3104,    91.26,          0,     0.00, 0.00320488,   -30.75,    38.3121,   151.26,    38.3107,    31.27,    38.3108,   -88.74,          0,     0.00, 0.00319021,   149.25
Line.LINHA351,    38.3121,   -28.74,    38.3107,  -148.73,    38.3108,    91.26,          0,     0.00, 0.00319021,   -30.75,    38.3125,   151.26,    38.3111,    31.26,    38.3112,   -88.74,          0,     0.00, 0.00317554,   149.25
Line.LINHA352,    37.6604,   -28.74,     37.659,  -148.74,    37.6591,    91.26,          0,     0.00, 0.00317554,   -30.75,    37.6608,   151.26,    37.6594,    31.26,    37.6595,   -88.74,          0,     0.00, 0.00316087,   149.25
Line.LINHA353,    37.6608,   -28.74,    37.6594,  -148.74,    37.6595,    91.26,          0,     0.00, 0.00316087,   -30.75,    37.6612,   151.26,    37.6598,    31.26,    37.6599,   -88.74,          0,     0.00, 0.00314621,   149.25
Line.LINHA354,    1.08513,   -28.56,     1.0851,  -148.56,     1.0851,    91.44,          0,     0.00, 7.33177E-005,   -30.73,    1.08552,   151.40,    1.08549,    31.40,    1.08549,   -88.60,          0,     0.00, 5.86542E-005,   149.27
Line.LINHA355,    1.08552,   -28.60,    1.08549,  -148.60,    1.08549,    91.40,          0,     0.00, 5.86541E-005,   -30.73,     1.0859,   151.36,    1.08589,    31.37,    1.08589,   -88.64,          0,     0.00, 4.39905E-005,   149.27
Line.LINHA356,     1.0859,   -28.64,    1.08589,  -148.63,    1.08589,    91.36,          0,     0.00, 4.39905E-005,   -30.73,    1.08629,   151.33,    1.08628,    31.33,    1.08628,   -88.67,          0,     0.00, 2.93271E-005,   149.27
Line.LINHA357,    1.08629,   -28.67,    1.08628,  -148.67,    1.08628,    91.33,          0,     0.00, 2.93268E-005,   -30.73,    1.08668,   151.29,    1.08668,    31.29,    1.08668,   -88.71,          0,     0.00, 1.46634E-005,   149.27
Line.LINHA358,    1.08668,   -28.71,    1.08668,  -148.71,    1.08668,    91.29,          0,     0.00, 1.46634E-005,   -30.73,    1.08707,   151.25,    1.08707,    31.25,    1.08707,   -88.75,          0,     0.00, 8.51629E-011,  -160.02
Line.LINHA359,    36.5761,   -28.75,    36.5747,  -148.74,    36.5748,    91.25,          0,     0.00, 0.00307289,   -30.75,    36.5765,   151.25,    36.5751,    31.26,    36.5752,   -88.75,          0,     0.00, 0.00305823,   149.25
Line.LINHA360,    36.5765,   -28.75,    36.5751,  -148.74,    36.5752,    91.25,          0,     0.00, 0.00305823,   -30.75,    36.5769,   151.25,    36.5755,    31.25,    36.5756,   -88.75,          0,     0.00, 0.00304357,   149.25
Line.LINHA361,    1.08535,   -28.56,    1.08532,  -148.56,    1.08532,    91.44,          0,     0.00, 7.33009E-005,   -30.73,    1.08574,   151.40,    1.08571,    31.40,    1.08571,   -88.60,          0,     0.00, 5.86407E-005,   149.27
Line.LINHA362,    1.08574,   -28.60,    1.08571,  -148.60,    1.08571,    91.40,          0,     0.00, 5.86406E-005,   -30.73,    1.08613,   151.37,    1.08611,    31.37,    1.08611,   -88.64,          0,     0.00, 4.39804E-005,   149.27
Line.LINHA363,    1.08613,   -28.63,    1.08611,  -148.63,    1.08611,    91.36,          0,     0.00, 4.39804E-005,   -30.73,    1.08652,   151.33,     1.0865,    31.33,     1.0865,   -88.67,          0,     0.00, 2.93202E-005,   149.27
Line.LINHA364,    1.08652,   -28.67,     1.0865,  -148.67,     1.0865,    91.33,          0,     0.00, 2.93202E-005,   -30.73,     1.0869,   151.29,     1.0869,    31.29,     1.0869,   -88.71,          0,     0.00, 1.46601E-005,   149.27
Line.LINHA365,     1.0869,   -28.71,     1.0869,  -148.71,     1.0869,    91.29,          0,     0.00, 1.466E-005,   -30.73,    1.08729,   151.25,    1.08729,    31.25,    1.08729,   -88.75,          0,     0.00, 1.13654E-010,  -129.81
Line.LINHA366,    35.4915,   -28.75,    35.4902,  -148.75,    35.4903,    91.25,          0,     0.00, 0.00297027,   -30.75,    35.4919,   151.25,    35.4906,    31.25,    35.4907,   -88.76,          0,     0.00, 0.00295561,   149.25
Line.LINHA367,    35.4919,   -28.75,    35.4906,  -148.75,    35.4907,    91.24,          0,     0.00, 0.00295561,   -30.75,    35.4923,   151.24,     35.491,    31.25,    35.4911,   -88.76,          0,     0.00, 0.00294095,   149.25
Line.LINHA368,    34.4048,   -28.76,    34.4035,  -148.75,    34.4036,    91.24,          0,     0.00, 0.00294095,   -30.75,    34.4052,   151.24,    34.4039,    31.25,     34.404,   -88.76,          0,     0.00, 0.00292629,   149.25
Line.LINHA369,    34.4052,   -28.76,    34.4039,  -148.75,     34.404,    91.24,          0,     0.00, 0.00292629,   -30.75,    34.4056,   151.24,    34.4043,    31.24,    34.4044,   -88.76,          0,     0.00, 0.00291164,   149.25
Line.LINHA370,    34.4056,   -28.76,    34.4043,  -148.76,    34.4044,    91.24,          0,     0.00, 0.00291164,   -30.75,     34.406,   151.24,    34.4047,    31.24,    34.4048,   -88.76,          0,     0.00, 0.00289699,   149.25
Line.LINHA371,     34.406,   -28.76,    34.4047,  -148.76,    34.4048,    91.24,          0,     0.00, 0.00289699,   -30.75,    34.4064,   151.24,    34.4051,    31.24,    34.4052,   -88.76,          0,     0.00, 0.00288233,   149.25
Line.LINHA372,    34.4064,   -28.76,    34.4051,  -148.76,    34.4052,    91.24,          0,     0.00, 0.00288233,   -30.75,    34.4064,   151.24,    34.4051,    31.24,    34.4052,   -88.76,          0,     0.00, 0.00287989,   149.25
Line.LINHA373,    34.4064,   -28.76,    34.4051,  -148.76,    34.4052,    91.24,          0,     0.00, 0.00287989,   -30.75,    34.4068,   151.24,    34.4055,    31.24,    34.4056,   -88.76,          0,     0.00, 0.00286524,   149.25
Line.LINHA374,    34.4068,   -28.76,    34.4055,  -148.76,    34.4056,    91.24,          0,     0.00, 0.00286524,   -30.75,    34.4072,   151.24,    34.4059,    31.24,     34.406,   -88.76,          0,     0.00,  0.0028506,   149.25
Line.LINHA375,    34.4072,   -28.76,    34.4059,  -148.76,     34.406,    91.24,          0,     0.00,  0.0028506,   -30.75,    34.4076,   151.24,    34.4063,    31.24,    34.4064,   -88.77,          0,     0.00, 0.00283595,   149.25
Line.LINHA376,    33.3194,   -28.76,    33.3181,  -148.76,    33.3182,    91.23,          0,     0.00, 0.00283595,   -30.75,    33.3198,   151.23,    33.3185,    31.24,    33.3186,   -88.77,          0,     0.00,  0.0028213,   149.25
Line.LINHA377,    33.3198,   -28.77,    33.3185,  -148.76,    33.3186,    91.23,          0,     0.00,  0.0028213,   -30.75,    33.3201,   151.23,    33.3189,    31.23,     33.319,   -88.77,          0,     0.00, 0.00280666,   149.25
Line.LINHA378,    33.3201,   -28.77,    33.3189,  -148.77,     33.319,    91.23,          0,     0.00, 0.00280666,   -30.75,    33.3205,   151.23,    33.3193,    31.23,    33.3194,   -88.77,          0,     0.00, 0.00279202,   149.25
Line.LINHA379,    1.08733,   -28.63,    1.08731,  -148.62,    1.08731,    91.37,          0,     0.00, 4.63633E-005,   -30.74,    1.08739,   151.37,    1.08737,    31.37,    1.08737,   -88.63,          0,     0.00, 4.39226E-005,   149.26
Line.LINHA380,    1.08739,   -28.63,    1.08737,  -148.63,    1.08737,    91.37,          0,     0.00, 4.3923E-005,   -30.74,    1.08778,   151.33,    1.08777,    31.33,    1.08777,   -88.67,          0,     0.00, 2.92821E-005,   149.26
