Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"2031", 13.8, 1,    7900.91,   -0.1,   0.99165, 2,    7900.96, -120.1,   0.99166, 3,    7900.95,  119.9,   0.99166
"2032", 13.8, 1,    7900.91,   -0.1,   0.99165, 2,    7900.96, -120.1,   0.99166, 3,    7900.95,  119.9,   0.99166
"2033", 13.8, 1,    7900.91,   -0.1,   0.99165, 2,    7900.96, -120.1,   0.99166, 3,    7900.95,  119.9,   0.99166
"2034", 13.8, 1,    7900.91,   -0.1,   0.99165, 2,    7900.96, -120.1,   0.99166, 3,    7900.95,  119.9,   0.99166
"2035", 13.8, 1,    7900.91,   -0.1,   0.99165, 2,    7900.96, -120.1,   0.99166, 3,    7900.95,  119.9,   0.99166
"2036", 13.8, 1,    7900.91,   -0.1,   0.99165, 2,    7900.96, -120.1,   0.99166, 3,    7900.95,  119.9,   0.99166
"2037", 13.8, 1,    7900.91,   -0.1,   0.99165, 2,    7900.96, -120.1,   0.99166, 3,    7900.95,  119.9,   0.99166
"2038", 13.8, 1,    7921.63,   -0.1,   0.99425, 2,    7921.66, -120.1,   0.99426, 3,    7921.66,  119.9,   0.99425
"2039", 13.8, 1,    7920.36,   -0.1,   0.99409, 2,     7920.4, -120.1,    0.9941, 3,    7920.39,  119.9,    0.9941
"2040", 13.8, 1,     7919.1,   -0.1,   0.99393, 2,    7919.14, -120.1,   0.99394, 3,    7919.13,  119.9,   0.99394
"2041", 13.8, 1,    7917.84,   -0.1,   0.99377, 2,    7917.87, -120.1,   0.99378, 3,    7917.87,  119.9,   0.99378
"2042", 13.8, 1,    7916.57,   -0.1,   0.99362, 2,    7916.61, -120.1,   0.99362, 3,     7916.6,  119.9,   0.99362
"2043", 13.8, 1,    7915.31,   -0.1,   0.99346, 2,    7915.35, -120.1,   0.99346, 3,    7915.34,  119.9,   0.99346
"2045", 13.8, 1,     7912.8,   -0.1,   0.99314, 2,    7912.84, -120.1,   0.99315, 3,    7912.83,  119.9,   0.99315
"2046", 13.8, 1,    7912.38,   -0.1,   0.99309, 2,    7912.42, -120.1,    0.9931, 3,    7912.42,  119.9,   0.99309
"2047", 13.8, 1,    7911.96,   -0.1,   0.99304, 2,    7912.01, -120.1,   0.99304, 3,       7912,  119.9,   0.99304
"2048", 13.8, 1,    7910.72,   -0.1,   0.99288, 2,    7910.76, -120.1,   0.99289, 3,    7910.75,  119.9,   0.99289
"2049", 13.8, 1,    7909.47,   -0.1,   0.99272, 2,    7909.51, -120.1,   0.99273, 3,    7909.51,  119.9,   0.99273
"2050", 13.8, 1,    7909.45,   -0.1,   0.99272, 2,     7909.5, -120.1,   0.99273, 3,    7909.49,  119.9,   0.99273
"2051", 13.8, 1,    7909.44,   -0.1,   0.99272, 2,    7909.49, -120.1,   0.99273, 3,    7909.48,  119.9,   0.99273
"2052", 13.8, 1,    7909.41,   -0.1,   0.99272, 2,    7909.45, -120.1,   0.99272, 3,    7909.45,  119.9,   0.99272
"2053", 13.8, 1,    7909.38,   -0.1,   0.99271, 2,    7909.42, -120.1,   0.99272, 3,    7909.42,  119.9,   0.99272
"2054", 13.8, 1,    7909.36,   -0.1,   0.99271, 2,    7909.41, -120.1,   0.99272, 3,     7909.4,  119.9,   0.99272
"2055", 13.8, 1,    7909.35,   -0.1,   0.99271, 2,    7909.39, -120.1,   0.99271, 3,    7909.38,  119.9,   0.99271
"2056", 13.8, 1,    7909.33,   -0.1,   0.99271, 2,    7909.37, -120.1,   0.99271, 3,    7909.37,  119.9,   0.99271
"2058", 13.8, 1,    7909.36,   -0.1,   0.99271, 2,    7909.41, -120.1,   0.99272, 3,     7909.4,  119.9,   0.99272
"2059", 13.8, 1,    7909.35,   -0.1,   0.99271, 2,    7909.39, -120.1,   0.99271, 3,    7909.38,  119.9,   0.99271
"2060", 13.8, 1,    7909.33,   -0.1,   0.99271, 2,    7909.37, -120.1,   0.99271, 3,    7909.37,  119.9,   0.99271
"2062", 13.8, 1,    7908.25,   -0.1,   0.99257, 2,     7908.3, -120.1,   0.99258, 3,    7908.29,  119.9,   0.99258
"2063", 13.8, 1,    7907.04,   -0.1,   0.99242, 2,    7907.08, -120.1,   0.99243, 3,    7907.08,  119.9,   0.99242
"2064", 13.8, 1,    7905.82,   -0.1,   0.99227, 2,    7905.87, -120.1,   0.99227, 3,    7905.86,  119.9,   0.99227
"2066", 13.8, 1,    7903.41,   -0.1,   0.99196, 2,    7903.46, -120.1,   0.99197, 3,    7903.46,  119.9,   0.99197
"2067", 13.8, 1,    7902.22,   -0.1,   0.99182, 2,    7902.28, -120.1,   0.99182, 3,    7902.27,  119.9,   0.99182
"2068", 13.8, 1,    7901.03,   -0.1,   0.99167, 2,    7901.09, -120.1,   0.99167, 3,    7901.08,  119.9,   0.99167
"2069", 13.8, 1,    7899.84,   -0.1,   0.99152, 2,     7899.9, -120.1,   0.99152, 3,    7899.89,  119.9,   0.99152
"2070", 13.8, 1,    7898.66,   -0.1,   0.99137, 2,    7898.71, -120.1,   0.99137, 3,     7898.7,  119.9,   0.99137
"2072", 13.8, 1,    7898.61,   -0.1,   0.99136, 2,    7898.66, -120.1,   0.99137, 3,    7898.65,  119.9,   0.99137
"2073", 13.8, 1,    7898.59,   -0.1,   0.99136, 2,    7898.65, -120.1,   0.99137, 3,    7898.64,  119.9,   0.99137
"2074", 13.8, 1,    7898.58,   -0.1,   0.99136, 2,    7898.63, -120.1,   0.99136, 3,    7898.62,  119.9,   0.99136
"2075", 13.8, 1,    7898.56,   -0.1,   0.99136, 2,    7898.61, -120.1,   0.99136, 3,    7898.61,  119.9,   0.99136
"2077", 13.8, 1,     7897.5,   -0.1,   0.99122, 2,    7897.55, -120.1,   0.99123, 3,    7897.55,  119.9,   0.99123
"2078", 13.8, 1,    7896.34,   -0.1,   0.99108, 2,     7896.4, -120.1,   0.99108, 3,    7896.39,  119.9,   0.99108
"2079", 13.8, 1,    7895.18,   -0.1,   0.99093, 2,    7895.24, -120.1,   0.99094, 3,    7895.23,  119.9,   0.99094
"2080", 13.8, 1,    7895.18,   -0.1,   0.99093, 2,    7895.24, -120.1,   0.99094, 3,    7895.23,  119.9,   0.99094
"2081", 13.8, 1,    7895.14,   -0.1,   0.99093, 2,     7895.2, -120.1,   0.99093, 3,    7895.19,  119.9,   0.99093
"2082", 13.8, 1,    7895.09,   -0.1,   0.99092, 2,    7895.15, -120.1,   0.99093, 3,    7895.14,  119.9,   0.99093
"2083", 13.8, 1,    7895.05,   -0.1,   0.99092, 2,    7895.11, -120.1,   0.99092, 3,     7895.1,  119.9,   0.99092
"2084", 13.8, 1,    7895.01,   -0.1,   0.99091, 2,    7895.07, -120.1,   0.99092, 3,    7895.06,  119.9,   0.99092
"2085", 13.8, 1,    7894.97,   -0.1,    0.9909, 2,    7895.02, -120.1,   0.99091, 3,    7895.02,  119.9,   0.99091
"2086", 13.8, 1,    7894.92,   -0.1,    0.9909, 2,    7894.98, -120.1,   0.99091, 3,    7894.97,  119.9,   0.99091
"2087", 13.8, 1,    7894.91,   -0.1,    0.9909, 2,    7894.97, -120.1,    0.9909, 3,    7894.96,  119.9,    0.9909
"2089", 13.8, 1,     7894.9,   -0.1,    0.9909, 2,    7894.96, -120.1,    0.9909, 3,    7894.95,  119.9,    0.9909
"2090", 13.8, 1,    7894.87,   -0.1,   0.99089, 2,    7894.93, -120.1,    0.9909, 3,    7894.92,  119.9,    0.9909
"2092", 13.8, 1,    7894.07,   -0.1,   0.99079, 2,    7894.13, -120.1,    0.9908, 3,    7894.12,  119.9,    0.9908
"2093", 13.8, 1,    7892.95,   -0.1,   0.99065, 2,    7893.01, -120.1,   0.99066, 3,       7893,  119.9,   0.99066
"2094", 13.8, 1,    7891.84,   -0.1,   0.99051, 2,     7891.9, -120.1,   0.99052, 3,    7891.89,  119.9,   0.99052
"2095", 13.8, 1,    7891.82,   -0.1,   0.99051, 2,    7891.88, -120.1,   0.99052, 3,    7891.87,  119.9,   0.99052
"2096", 13.8, 1,    7891.81,   -0.1,   0.99051, 2,    7891.87, -120.1,   0.99052, 3,    7891.86,  119.9,   0.99051
"2099", 13.8, 1,    7889.66,   -0.1,   0.99024, 2,    7889.72, -120.1,   0.99025, 3,    7889.71,  119.9,   0.99024
"2100", 13.8, 1,    7889.64,   -0.1,   0.99024, 2,     7889.7, -120.1,   0.99024, 3,    7889.69,  119.9,   0.99024
"2101", 13.8, 1,    7889.62,   -0.1,   0.99023, 2,    7889.69, -120.1,   0.99024, 3,    7889.68,  119.9,   0.99024
"2102", 13.8, 1,    7889.61,   -0.1,   0.99023, 2,    7889.67, -120.1,   0.99024, 3,    7889.66,  119.9,   0.99024
"2103", 13.8, 1,    7889.59,   -0.1,   0.99023, 2,    7889.66, -120.1,   0.99024, 3,    7889.65,  119.9,   0.99024
"2104", 13.8, 1,    7889.58,   -0.1,   0.99023, 2,    7889.64, -120.1,   0.99024, 3,    7889.63,  119.9,   0.99023
"2105", 13.8, 1,    7889.56,   -0.1,   0.99023, 2,    7889.62, -120.1,   0.99023, 3,    7889.61,  119.9,   0.99023
"2107", 13.8, 1,    7888.59,   -0.1,    0.9901, 2,    7888.65, -120.1,   0.99011, 3,    7888.64,  119.9,   0.99011
"2108", 13.8, 1,    7887.52,   -0.1,   0.98997, 2,    7887.59, -120.1,   0.98998, 3,    7887.58,  119.9,   0.98998
"2109", 13.8, 1,    7886.45,   -0.1,   0.98984, 2,    7886.52, -120.1,   0.98984, 3,    7886.51,  119.9,   0.98984
"2110", 13.8, 1,    7886.44,   -0.1,   0.98983, 2,    7886.51, -120.1,   0.98984, 3,     7886.5,  119.9,   0.98984
"2111", 13.8, 1,    7886.42,   -0.1,   0.98983, 2,    7886.49, -120.1,   0.98984, 3,    7886.48,  119.9,   0.98984
"2112", 13.8, 1,    7886.41,   -0.1,   0.98983, 2,    7886.47, -120.1,   0.98984, 3,    7886.46,  119.9,   0.98984
"2114", 13.8, 1,    7886.41,   -0.1,   0.98983, 2,    7886.48, -120.1,   0.98984, 3,    7886.47,  119.9,   0.98984
"2115", 13.8, 1,    7886.37,   -0.1,   0.98983, 2,    7886.44, -120.1,   0.98983, 3,    7886.43,  119.9,   0.98983
"2116", 13.8, 1,    7886.33,   -0.1,   0.98982, 2,    7886.39, -120.1,   0.98983, 3,    7886.38,  119.9,   0.98983
"2117", 13.8, 1,    7886.28,   -0.1,   0.98981, 2,    7886.35, -120.1,   0.98982, 3,    7886.34,  119.9,   0.98982
"2118", 13.8, 1,    7886.26,   -0.1,   0.98981, 2,    7886.32, -120.1,   0.98982, 3,    7886.32,  119.9,   0.98982
"2119", 13.8, 1,    7886.23,   -0.1,   0.98981, 2,     7886.3, -120.1,   0.98982, 3,    7886.29,  119.9,   0.98982
"2120", 13.8, 1,     7886.2,   -0.1,    0.9898, 2,    7886.27, -120.1,   0.98981, 3,    7886.26,  119.9,   0.98981
"2121", 13.8, 1,    7886.18,   -0.1,    0.9898, 2,    7886.24, -120.1,   0.98981, 3,    7886.24,  119.9,   0.98981
"2122", 13.8, 1,    7886.15,   -0.1,    0.9898, 2,    7886.22, -120.1,   0.98981, 3,    7886.21,  119.9,   0.98981
"2123", 13.8, 1,    7886.12,   -0.1,   0.98979, 2,    7886.19, -120.1,    0.9898, 3,    7886.18,  119.9,    0.9898
"2124", 13.8, 1,     7886.1,   -0.1,   0.98979, 2,    7886.16, -120.1,    0.9898, 3,    7886.16,  119.9,    0.9898
"2126", 13.8, 1,    7886.27,   -0.1,   0.98981, 2,    7886.33, -120.1,   0.98982, 3,    7886.33,  119.9,   0.98982
"2128", 13.8, 1,    7885.45,   -0.1,   0.98971, 2,    7885.51, -120.1,   0.98972, 3,     7885.5,  119.9,   0.98972
"2129", 13.8, 1,    7884.44,   -0.1,   0.98958, 2,    7884.51, -120.1,   0.98959, 3,     7884.5,  119.9,   0.98959
"2130", 13.8, 1,    7883.43,   -0.1,   0.98946, 2,     7883.5, -120.1,   0.98947, 3,    7883.49,  119.9,   0.98946
"2131", 13.8, 1,    7882.42,   -0.1,   0.98933, 2,    7882.49, -120.1,   0.98934, 3,    7882.48,  119.9,   0.98934
"2132", 13.8, 1,    7882.39,   -0.1,   0.98933, 2,    7882.46, -120.1,   0.98933, 3,    7882.45,  119.9,   0.98933
"2133", 13.8, 1,    7882.36,   -0.1,   0.98932, 2,    7882.43, -120.1,   0.98933, 3,    7882.42,  119.9,   0.98933
"2134", 13.8, 1,    7882.33,   -0.1,   0.98932, 2,     7882.4, -120.1,   0.98933, 3,    7882.39,  119.9,   0.98933
"2135", 13.8, 1,    7882.29,   -0.1,   0.98931, 2,    7882.36, -120.1,   0.98932, 3,    7882.35,  119.9,   0.98932
"2136", 13.8, 1,    7882.28,   -0.1,   0.98931, 2,    7882.35, -120.1,   0.98932, 3,    7882.34,  119.9,   0.98932
"2138", 13.8, 1,    7882.28,   -0.1,   0.98931, 2,    7882.35, -120.1,   0.98932, 3,    7882.34,  119.9,   0.98932
"2139", 13.8, 1,    7882.26,   -0.1,   0.98931, 2,    7882.33, -120.1,   0.98932, 3,    7882.32,  119.9,   0.98932
"2140", 13.8, 1,    7882.25,   -0.1,   0.98931, 2,    7882.32, -120.1,   0.98932, 3,    7882.31,  119.9,   0.98932
"2143", 13.8, 1,    7880.48,   -0.1,   0.98909, 2,    7880.56, -120.1,    0.9891, 3,    7880.55,  119.9,   0.98909
"2144", 13.8, 1,    7879.52,   -0.1,   0.98897, 2,     7879.6, -120.1,   0.98898, 3,    7879.59,  119.9,   0.98897
"2145", 13.8, 1,    7878.56,   -0.1,   0.98885, 2,    7878.64, -120.1,   0.98886, 3,    7878.63,  119.9,   0.98885
"2146", 13.8, 1,     7877.6,   -0.1,   0.98873, 2,    7877.68, -120.1,   0.98873, 3,    7877.67,  119.9,   0.98873
"2147", 13.8, 1,    7877.59,   -0.1,   0.98872, 2,    7877.66, -120.1,   0.98873, 3,    7877.65,  119.9,   0.98873
"2149", 13.8, 1,    7876.66,   -0.1,   0.98861, 2,    7876.73, -120.1,   0.98862, 3,    7876.72,  119.9,   0.98862
"2150", 13.8, 1,    7875.71,   -0.1,   0.98849, 2,    7875.79, -120.1,    0.9885, 3,    7875.78,  119.9,    0.9885
"2151", 13.8, 1,    7874.77,   -0.1,   0.98837, 2,    7874.85, -120.1,   0.98838, 3,    7874.84,  119.9,   0.98838
"2153", 13.8, 1,     7872.9,   -0.1,   0.98813, 2,    7872.98, -120.1,   0.98814, 3,    7872.97,  119.9,   0.98814
"2154", 13.8, 1,    7871.97,   -0.1,   0.98802, 2,    7872.05, -120.1,   0.98803, 3,    7872.04,  119.9,   0.98803
"2155", 13.8, 1,    7871.94,   -0.1,   0.98801, 2,    7872.02, -120.1,   0.98802, 3,    7872.01,  119.9,   0.98802
"2156", 13.8, 1,    7871.92,   -0.1,   0.98801, 2,       7872, -120.1,   0.98802, 3,    7871.99,  119.9,   0.98802
"2157", 13.8, 1,    7871.89,   -0.1,   0.98801, 2,    7871.97, -120.1,   0.98802, 3,    7871.96,  119.9,   0.98802
"2158", 13.8, 1,    7871.86,   -0.1,     0.988, 2,    7871.94, -120.1,   0.98801, 3,    7871.93,  119.9,   0.98801
"2160", 13.8, 1,    7871.07,   -0.1,   0.98791, 2,    7871.15, -120.1,   0.98792, 3,    7871.14,  119.9,   0.98791
"2161", 13.8, 1,    7870.17,   -0.1,   0.98779, 2,    7870.25, -120.1,    0.9878, 3,    7870.24,  119.9,    0.9878
"2162", 13.8, 1,    7870.14,   -0.1,   0.98779, 2,    7870.22, -120.1,    0.9878, 3,    7870.21,  119.9,    0.9878
"2163", 13.8, 1,    7870.11,   -0.1,   0.98779, 2,    7870.19, -120.1,    0.9878, 3,    7870.18,  119.9,   0.98779
"2164", 13.8, 1,    7870.09,   -0.1,   0.98778, 2,    7870.17, -120.1,   0.98779, 3,    7870.16,  119.9,   0.98779
"2165", 13.8, 1,    7870.06,   -0.1,   0.98778, 2,    7870.14, -120.1,   0.98779, 3,    7870.13,  119.9,   0.98779
"2167", 13.8, 1,    7869.29,   -0.1,   0.98768, 2,    7869.37, -120.1,   0.98769, 3,    7869.36,  119.9,   0.98769
"2169", 13.8, 1,    7867.57,   -0.1,   0.98747, 2,    7867.65, -120.1,   0.98748, 3,    7867.64,  119.9,   0.98747
"2170", 13.8, 1,    7866.72,   -0.1,   0.98736, 2,     7866.8, -120.1,   0.98737, 3,    7866.79,  119.9,   0.98737
"2171", 13.8, 1,    7865.87,   -0.1,   0.98725, 2,    7865.96, -120.1,   0.98726, 3,    7865.95,  119.9,   0.98726
"2172", 13.8, 1,    7865.02,   -0.1,   0.98715, 2,    7865.11, -120.1,   0.98716, 3,     7865.1,  119.9,   0.98716
"2173", 13.8, 1,    7864.88,   -0.1,   0.98713, 2,    7864.97, -120.1,   0.98714, 3,    7864.96,  119.9,   0.98714
"2174", 13.8, 1,    7864.03,   -0.1,   0.98702, 2,    7864.12, -120.1,   0.98703, 3,    7864.11,  119.9,   0.98703
"2175", 13.8, 1,    7863.19,   -0.1,   0.98692, 2,    7863.27, -120.1,   0.98693, 3,    7863.26,  119.9,   0.98693
"2178", 13.8, 1,    7861.52,   -0.1,   0.98671, 2,    7861.61, -120.1,   0.98672, 3,    7861.59,  119.9,   0.98672
"2179", 13.8, 1,     7860.7,   -0.1,    0.9866, 2,    7860.79, -120.1,   0.98661, 3,    7860.77,  119.9,   0.98661
"2180", 13.8, 1,    7859.87,   -0.1,    0.9865, 2,    7859.97, -120.1,   0.98651, 3,    7859.95,  119.9,   0.98651
"2181", 13.8, 1,    7859.87,   -0.1,    0.9865, 2,    7859.96, -120.1,   0.98651, 3,    7859.95,  119.9,   0.98651
"2182", 13.8, 1,    7859.84,   -0.1,    0.9865, 2,    7859.93, -120.1,   0.98651, 3,    7859.92,  119.9,   0.98651
"2183", 13.8, 1,    7859.82,   -0.1,   0.98649, 2,    7859.91, -120.1,    0.9865, 3,     7859.9,  119.9,    0.9865
"2185", 13.8, 1,    7859.08,   -0.1,    0.9864, 2,    7859.17, -120.1,   0.98641, 3,    7859.16,  119.9,   0.98641
"2186", 13.8, 1,    7858.29,   -0.1,    0.9863, 2,    7858.38, -120.1,   0.98631, 3,    7858.37,  119.9,   0.98631
"2187", 13.8, 1,    7858.26,   -0.1,    0.9863, 2,    7858.35, -120.1,   0.98631, 3,    7858.34,  119.9,   0.98631
"2188", 13.8, 1,    7858.23,   -0.1,   0.98629, 2,    7858.32, -120.1,   0.98631, 3,    7858.31,  119.9,    0.9863
"2189", 13.8, 1,     7858.2,   -0.1,   0.98629, 2,     7858.3, -120.1,    0.9863, 3,    7858.29,  119.9,    0.9863
"2191", 13.8, 1,    7857.52,   -0.1,    0.9862, 2,    7857.61, -120.1,   0.98622, 3,     7857.6,  119.9,   0.98621
"2192", 13.8, 1,    7856.75,   -0.1,   0.98611, 2,    7856.84, -120.1,   0.98612, 3,    7856.83,  119.9,   0.98612
"2194", 13.8, 1,    7856.01,   -0.1,   0.98601, 2,     7856.1, -120.1,   0.98603, 3,    7856.09,  119.9,   0.98603
"2195", 13.8, 1,    7855.27,   -0.1,   0.98592, 2,    7855.36, -120.1,   0.98593, 3,    7855.35,  119.9,   0.98593
"2196", 13.8, 1,    7855.26,   -0.1,   0.98592, 2,    7855.36, -120.1,   0.98593, 3,    7855.35,  119.9,   0.98593
"2197", 13.8, 1,    7855.24,   -0.1,   0.98592, 2,    7855.33, -120.1,   0.98593, 3,    7855.32,  119.9,   0.98593
"2198", 13.8, 1,    7855.21,   -0.1,   0.98591, 2,     7855.3, -120.1,   0.98593, 3,    7855.29,  119.9,   0.98593
"2201", 13.8, 1,    7853.87,   -0.1,   0.98575, 2,    7853.96, -120.1,   0.98576, 3,    7853.95,  119.9,   0.98576
"2202", 13.8, 1,    7853.18,   -0.1,   0.98566, 2,    7853.28, -120.1,   0.98567, 3,    7853.26,  119.9,   0.98567
"2203", 13.8, 1,    7852.49,   -0.1,   0.98557, 2,    7852.59, -120.1,   0.98559, 3,    7852.58,  119.9,   0.98558
"2204", 13.8, 1,     7851.8,   -0.1,   0.98549, 2,     7851.9, -120.1,    0.9855, 3,    7851.89,  119.9,    0.9855
"2205", 13.8, 1,    7851.12,   -0.1,    0.9854, 2,    7851.22, -120.1,   0.98541, 3,     7851.2,  119.9,   0.98541
"2206", 13.8, 1,    7850.43,   -0.1,   0.98531, 2,    7850.53, -120.1,   0.98533, 3,    7850.52,  119.9,   0.98533
"2207", 13.8, 1,    7849.74,   -0.1,   0.98523, 2,    7849.84, -120.1,   0.98524, 3,    7849.83,  119.9,   0.98524
"2208", 13.8, 1,    7849.19,   -0.1,   0.98516, 2,    7849.29, -120.1,   0.98517, 3,    7849.28,  119.9,   0.98517
"2209", 13.8, 1,     7849.6,   -0.1,   0.98521, 2,     7849.7, -120.1,   0.98522, 3,    7849.69,  119.9,   0.98522
"2210", 13.8, 1,    7849.47,   -0.1,   0.98519, 2,    7849.57, -120.1,   0.98521, 3,    7849.55,  119.9,    0.9852
"2211", 13.8, 1,    7849.33,   -0.1,   0.98518, 2,    7849.43, -120.1,   0.98519, 3,    7849.41,  119.9,   0.98519
"2212", 13.8, 1,    7849.19,   -0.1,   0.98516, 2,    7849.29, -120.1,   0.98517, 3,    7849.28,  119.9,   0.98517
"2213", 13.8, 1,    7849.05,   -0.1,   0.98514, 2,    7849.15, -120.1,   0.98515, 3,    7849.14,  119.9,   0.98515
"2214", 13.8, 1,    7849.02,   -0.1,   0.98514, 2,    7849.12, -120.1,   0.98515, 3,    7849.11,  119.9,   0.98515
"2215", 13.8, 1,    7848.99,   -0.1,   0.98513, 2,    7849.09, -120.1,   0.98515, 3,    7849.07,  119.9,   0.98514
"2216", 13.8, 1,    7848.95,   -0.1,   0.98513, 2,    7849.05, -120.1,   0.98514, 3,    7849.04,  119.9,   0.98514
"2217", 13.8, 1,    7848.92,   -0.1,   0.98513, 2,    7849.02, -120.1,   0.98514, 3,    7849.01,  119.9,   0.98514
"2218", 13.8, 1,    7848.89,   -0.1,   0.98512, 2,    7848.99, -120.1,   0.98513, 3,    7848.98,  119.9,   0.98513
"2220", 13.8, 1,    7848.84,   -0.1,   0.98512, 2,    7848.94, -120.1,   0.98513, 3,    7848.93,  119.9,   0.98513
"2221", 13.8, 1,    7848.83,   -0.1,   0.98511, 2,    7848.93, -120.1,   0.98513, 3,    7848.91,  119.9,   0.98512
"2222", 13.8, 1,    7848.81,   -0.1,   0.98511, 2,    7848.91, -120.1,   0.98512, 3,     7848.9,  119.9,   0.98512
"2223", 13.8, 1,    7848.79,   -0.1,   0.98511, 2,    7848.89, -120.1,   0.98512, 3,    7848.88,  119.9,   0.98512
"2224", 13.8, 1,    7848.78,   -0.1,   0.98511, 2,    7848.88, -120.1,   0.98512, 3,    7848.87,  119.9,   0.98512
"2225", 13.8, 1,    7848.76,   -0.1,   0.98511, 2,    7848.86, -120.1,   0.98512, 3,    7848.85,  119.9,   0.98512
"2226", 13.8, 1,    7848.75,   -0.1,    0.9851, 2,    7848.85, -120.1,   0.98512, 3,    7848.83,  119.9,   0.98511
"2227", 13.8, 1,    7848.73,   -0.1,    0.9851, 2,    7848.83, -120.1,   0.98511, 3,    7848.82,  119.9,   0.98511
"2228", 13.8, 1,    7848.71,   -0.1,    0.9851, 2,    7848.81, -120.1,   0.98511, 3,     7848.8,  119.9,   0.98511
"2229", 13.8, 1,     7848.7,   -0.1,    0.9851, 2,     7848.8, -120.1,   0.98511, 3,    7848.79,  119.9,   0.98511
"2230", 13.8, 1,    7848.68,   -0.1,    0.9851, 2,    7848.78, -120.1,   0.98511, 3,    7848.77,  119.9,   0.98511
"2232", 13.8, 1,    7848.67,   -0.1,   0.98509, 2,    7848.77, -120.1,   0.98511, 3,    7848.75,  119.9,    0.9851
"2233", 13.8, 1,    7848.67,   -0.1,   0.98509, 2,    7848.77, -120.1,   0.98511, 3,    7848.75,  119.9,    0.9851
"2234", 13.8, 1,    7848.67,   -0.1,   0.98509, 2,    7848.77, -120.1,   0.98511, 3,    7848.75,  119.9,    0.9851
"2235", 13.8, 1,    7848.94,   -0.1,   0.98513, 2,    7849.04, -120.1,   0.98514, 3,    7849.03,  119.9,   0.98514
"2236", 13.8, 1,    7848.84,   -0.1,   0.98511, 2,    7848.94, -120.1,   0.98513, 3,    7848.92,  119.9,   0.98513
"2238", 13.8, 1,    7848.64,   -0.1,   0.98509, 2,    7848.74, -120.1,    0.9851, 3,    7848.73,  119.9,    0.9851
"2239", 13.8, 1,    7848.62,   -0.1,   0.98509, 2,    7848.73, -120.1,    0.9851, 3,    7848.71,  119.9,    0.9851
"2240", 13.8, 1,    7848.61,   -0.1,   0.98509, 2,    7848.71, -120.1,    0.9851, 3,     7848.7,  119.9,    0.9851
"2242", 13.8, 1,    7848.64,   -0.1,   0.98509, 2,    7848.74, -120.1,    0.9851, 3,    7848.73,  119.9,    0.9851
"2243", 13.8, 1,    7848.64,   -0.1,   0.98509, 2,    7848.74, -120.1,    0.9851, 3,    7848.73,  119.9,    0.9851
"2244", 13.8, 1,    7848.64,   -0.1,   0.98509, 2,    7848.74, -120.1,    0.9851, 3,    7848.73,  119.9,    0.9851
"2245", 13.8, 1,    7848.64,   -0.1,   0.98509, 2,    7848.74, -120.1,    0.9851, 3,    7848.73,  119.9,    0.9851
"2246", 13.8, 1,    7848.57,   -0.1,   0.98508, 2,    7848.67, -120.1,   0.98509, 3,    7848.65,  119.9,   0.98509
"2247", 13.8, 1,    7848.49,   -0.1,   0.98507, 2,    7848.59, -120.1,   0.98508, 3,    7848.58,  119.9,   0.98508
"2248", 13.8, 1,    7848.48,   -0.1,   0.98507, 2,    7848.58, -120.1,   0.98508, 3,    7848.56,  119.9,   0.98508
"2249", 13.8, 1,    7848.46,   -0.1,   0.98507, 2,    7848.56, -120.1,   0.98508, 3,    7848.55,  119.9,   0.98508
"2251", 13.8, 1,    7848.43,   -0.1,   0.98506, 2,    7848.53, -120.1,   0.98508, 3,    7848.52,  119.9,   0.98508
"2252", 13.8, 1,    7848.38,   -0.1,   0.98506, 2,    7848.48, -120.1,   0.98507, 3,    7848.46,  119.9,   0.98507
"2254", 13.8, 1,    7848.51,   -0.1,   0.98507, 2,    7848.61, -120.1,   0.98509, 3,     7848.6,  119.9,   0.98508
"2255", 13.8, 1,    7848.64,   -0.1,   0.98509, 2,    7848.74, -120.1,    0.9851, 3,    7848.73,  119.9,    0.9851
"2256", 13.8, 1,    7848.78,   -0.1,   0.98511, 2,    7848.88, -120.1,   0.98512, 3,    7848.86,  119.9,   0.98512
"2257", 13.8, 1,    7848.91,   -0.1,   0.98512, 2,    7849.01, -120.1,   0.98514, 3,       7849,  119.9,   0.98513
"2258", 13.8, 1,    7849.04,   -0.1,   0.98514, 2,    7849.14, -120.1,   0.98515, 3,    7849.13,  119.9,   0.98515
"2260", 13.8, 1,    7849.04,   -0.1,   0.98514, 2,    7849.14, -120.1,   0.98515, 3,    7849.13,  119.9,   0.98515
"2262", 13.8, 1,    7848.42,   -0.1,   0.98506, 2,    7848.52, -120.1,   0.98508, 3,    7848.51,  119.9,   0.98507
"2263", 13.8, 1,    7848.05,   -0.1,   0.98502, 2,    7848.15, -120.1,   0.98503, 3,    7848.14,  119.9,   0.98503
"2264", 13.8, 1,    7847.68,   -0.1,   0.98497, 2,    7847.78, -120.1,   0.98498, 3,    7847.76,  119.9,   0.98498
"2265", 13.8, 1,     7847.3,   -0.1,   0.98492, 2,     7847.4, -120.1,   0.98494, 3,    7847.39,  119.9,   0.98493
"2266", 13.8, 1,    7846.93,   -0.1,   0.98488, 2,    7847.03, -120.1,   0.98489, 3,    7847.02,  119.9,   0.98489
