Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"2276", 13.8, 1,    7727.69,   -0.3,   0.96991, 2,    7727.88, -120.3,   0.96993, 3,    7727.88,  119.7,   0.96993
"2277", 13.8, 1,    7727.39,   -0.3,   0.96987, 2,    7727.58, -120.3,    0.9699, 3,    7727.58,  119.7,    0.9699
"2278", 13.8, 1,    7727.09,   -0.3,   0.96983, 2,    7727.28, -120.3,   0.96986, 3,    7727.28,  119.7,   0.96986
"2280", 13.8, 1,    7726.56,   -0.3,   0.96977, 2,    7726.75, -120.3,   0.96979, 3,    7726.74,  119.7,   0.96979
"2281", 13.8, 1,    7726.32,   -0.3,   0.96974, 2,    7726.52, -120.3,   0.96976, 3,    7726.51,  119.7,   0.96976
"2282", 13.8, 1,    7726.09,   -0.3,   0.96971, 2,    7726.29, -120.3,   0.96973, 3,    7726.28,  119.7,   0.96973
"2283", 13.8, 1,    7725.99,   -0.3,    0.9697, 2,    7726.18, -120.3,   0.96972, 3,    7726.17,  119.7,   0.96972
"2284", 13.8, 1,    7725.88,   -0.3,   0.96968, 2,    7726.08, -120.3,   0.96971, 3,    7726.07,  119.7,   0.96971
"2285", 13.8, 1,    7725.77,   -0.3,   0.96967, 2,    7725.97, -120.3,   0.96969, 3,    7725.96,  119.7,   0.96969
"2287", 13.8, 1,    7725.71,   -0.3,   0.96966, 2,     7725.9, -120.3,   0.96969, 3,     7725.9,  119.7,   0.96968
"2289", 13.8, 1,    7726.05,   -0.3,    0.9697, 2,    7726.24, -120.3,   0.96973, 3,    7726.24,  119.7,   0.96973
"2291", 13.8, 1,    7725.83,   -0.3,   0.96968, 2,    7726.03, -120.3,    0.9697, 3,    7726.02,  119.7,    0.9697
"2292", 13.8, 1,    7725.75,   -0.3,   0.96967, 2,    7725.94, -120.3,   0.96969, 3,    7725.93,  119.7,   0.96969
"2293", 13.8, 1,    7725.66,   -0.3,   0.96965, 2,    7725.85, -120.3,   0.96968, 3,    7725.85,  119.7,   0.96968
"2295", 13.8, 1,    7725.64,   -0.3,   0.96965, 2,    7725.83, -120.3,   0.96968, 3,    7725.82,  119.7,   0.96968
"2297", 13.8, 1,    7724.72,   -0.3,   0.96954, 2,    7724.92, -120.3,   0.96956, 3,    7724.91,  119.7,   0.96956
"2298", 13.8, 1,    7723.82,   -0.3,   0.96942, 2,    7724.02, -120.3,   0.96945, 3,    7724.01,  119.7,   0.96945
"2299", 13.8, 1,    7722.93,   -0.3,   0.96931, 2,    7723.13, -120.3,   0.96934, 3,    7723.12,  119.7,   0.96934
"2300", 13.8, 1,    7722.03,   -0.3,    0.9692, 2,    7722.23, -120.3,   0.96922, 3,    7722.22,  119.7,   0.96922
"2301", 13.8, 1,    7721.92,   -0.3,   0.96919, 2,    7722.12, -120.3,   0.96921, 3,    7722.11,  119.7,   0.96921
"2302", 13.8, 1,    7721.81,   -0.3,   0.96917, 2,    7722.01, -120.3,    0.9692, 3,       7722,  119.7,    0.9692
"2303", 13.8, 1,     7721.7,   -0.3,   0.96916, 2,     7721.9, -120.3,   0.96918, 3,    7721.89,  119.7,   0.96918
"2305", 13.8, 1,    7721.86,   -0.3,   0.96918, 2,    7722.05, -120.3,    0.9692, 3,    7722.05,  119.7,    0.9692
"2307", 13.8, 1,    7721.57,   -0.3,   0.96914, 2,    7721.77, -120.3,   0.96917, 3,    7721.76,  119.7,   0.96917
"2308", 13.8, 1,    7721.46,   -0.3,   0.96913, 2,    7721.66, -120.3,   0.96915, 3,    7721.65,  119.7,   0.96915
"2309", 13.8, 1,    7721.35,   -0.3,   0.96911, 2,    7721.55, -120.3,   0.96914, 3,    7721.54,  119.7,   0.96914
"2310", 13.8, 1,    7721.24,   -0.3,    0.9691, 2,    7721.44, -120.3,   0.96912, 3,    7721.43,  119.7,   0.96912
"2311", 13.8, 1,    7721.13,   -0.3,   0.96909, 2,    7721.33, -120.3,   0.96911, 3,    7721.32,  119.7,   0.96911
"2312", 13.8, 1,    7721.02,   -0.3,   0.96907, 2,    7721.22, -120.3,    0.9691, 3,    7721.21,  119.7,    0.9691
"2313", 13.8, 1,    7720.91,   -0.3,   0.96906, 2,    7721.11, -120.3,   0.96908, 3,     7721.1,  119.7,   0.96908
"2315", 13.8, 1,    7721.49,   -0.3,   0.96913, 2,    7721.69, -120.3,   0.96916, 3,    7721.68,  119.7,   0.96916
"2316", 13.8, 1,    7720.94,   -0.3,   0.96906, 2,    7721.14, -120.3,   0.96909, 3,    7721.14,  119.7,   0.96909
"2317", 13.8, 1,     7720.4,   -0.3,   0.96899, 2,     7720.6, -120.3,   0.96902, 3,    7720.59,  119.7,   0.96902
"2319", 13.8, 1,    7719.92,   -0.3,   0.96893, 2,    7720.12, -120.3,   0.96896, 3,    7720.12,  119.7,   0.96896
"2320", 13.8, 1,    7719.45,   -0.3,   0.96887, 2,    7719.65, -120.3,    0.9689, 3,    7719.64,  119.7,    0.9689
"2321", 13.8, 1,    7719.45,   -0.3,   0.96887, 2,    7719.65, -120.3,    0.9689, 3,    7719.64,  119.7,    0.9689
"2322", 13.8, 1,    7719.45,   -0.3,   0.96887, 2,    7719.65, -120.3,    0.9689, 3,    7719.64,  119.7,    0.9689
"2324", 13.8, 1,    7718.97,   -0.3,   0.96881, 2,    7719.17, -120.3,   0.96884, 3,    7719.16,  119.7,   0.96884
"2325", 13.8, 1,    7718.49,   -0.3,   0.96876, 2,    7718.69, -120.3,   0.96878, 3,    7718.69,  119.7,   0.96878
"2326", 13.8, 1,    7718.01,   -0.3,    0.9687, 2,    7718.22, -120.3,   0.96872, 3,    7718.21,  119.7,   0.96872
"2328", 13.8, 1,    7717.13,   -0.3,   0.96858, 2,    7717.33, -120.3,   0.96861, 3,    7717.32,  119.7,   0.96861
"2329", 13.8, 1,    7716.71,   -0.3,   0.96853, 2,    7716.92, -120.3,   0.96856, 3,    7716.91,  119.7,   0.96856
"2330", 13.8, 1,     7716.3,   -0.3,   0.96848, 2,    7716.51, -120.3,   0.96851, 3,     7716.5,  119.7,    0.9685
"2331", 13.8, 1,    7715.89,   -0.3,   0.96843, 2,    7716.09, -120.3,   0.96845, 3,    7716.09,  119.7,   0.96845
"2333", 13.8, 1,    7715.13,   -0.3,   0.96833, 2,    7715.34, -120.3,   0.96836, 3,    7715.33,  119.7,   0.96836
"2334", 13.8, 1,    7714.79,   -0.3,   0.96829, 2,    7714.99, -120.3,   0.96832, 3,    7714.99,  119.7,   0.96831
"2335", 13.8, 1,    7714.72,   -0.3,   0.96828, 2,    7714.93, -120.3,   0.96831, 3,    7714.92,  119.7,   0.96831
"2336", 13.8, 1,    7714.65,   -0.3,   0.96827, 2,    7714.86, -120.3,    0.9683, 3,    7714.85,  119.7,    0.9683
"2338", 13.8, 1,    7714.66,   -0.3,   0.96827, 2,    7714.86, -120.3,    0.9683, 3,    7714.85,  119.7,    0.9683
"2339", 13.8, 1,    7714.52,   -0.3,   0.96826, 2,    7714.73, -120.3,   0.96828, 3,    7714.72,  119.7,   0.96828
"2340", 13.8, 1,    7714.39,   -0.3,   0.96824, 2,     7714.6, -120.3,   0.96827, 3,    7714.59,  119.7,   0.96827
"2341", 13.8, 1,    7714.33,   -0.3,   0.96823, 2,    7714.53, -120.3,   0.96826, 3,    7714.52,  119.7,   0.96826
"2343", 13.8, 1,    7714.33,   -0.3,   0.96823, 2,    7714.53, -120.3,   0.96826, 3,    7714.52,  119.7,   0.96826
"2344", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.47, -120.3,   0.96825, 3,    7714.46,  119.7,   0.96825
"2346", 13.8, 1,    7714.19,   -0.3,   0.96822, 2,     7714.4, -120.3,   0.96824, 3,    7714.39,  119.7,   0.96824
"2348", 13.8, 1,    7714.64,   -0.3,   0.96827, 2,    7714.85, -120.3,    0.9683, 3,    7714.84,  119.7,    0.9683
"2349", 13.8, 1,     7714.5,   -0.3,   0.96825, 2,     7714.7, -120.3,   0.96828, 3,    7714.69,  119.7,   0.96828
"2350", 13.8, 1,     7714.5,   -0.3,   0.96825, 2,     7714.7, -120.3,   0.96828, 3,    7714.69,  119.7,   0.96828
"2351", 13.8, 1,     7714.5,   -0.3,   0.96825, 2,     7714.7, -120.3,   0.96828, 3,    7714.69,  119.7,   0.96828
"2352", 13.8, 1,     7714.5,   -0.3,   0.96825, 2,     7714.7, -120.3,   0.96828, 3,    7714.69,  119.7,   0.96828
"2355", 13.8, 1,    7714.46,   -0.3,   0.96825, 2,    7714.66, -120.3,   0.96827, 3,    7714.65,  119.7,   0.96827
"2356", 13.8, 1,    7714.42,   -0.3,   0.96824, 2,    7714.62, -120.3,   0.96827, 3,    7714.61,  119.7,   0.96827
"2357", 13.8, 1,    7714.38,   -0.3,   0.96824, 2,    7714.58, -120.3,   0.96826, 3,    7714.57,  119.7,   0.96826
"2358", 13.8, 1,    7714.34,   -0.3,   0.96823, 2,    7714.54, -120.3,   0.96826, 3,    7714.53,  119.7,   0.96826
"2359", 13.8, 1,     7714.3,   -0.3,   0.96823, 2,     7714.5, -120.3,   0.96825, 3,    7714.49,  119.7,   0.96825
"2361", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2362", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2363", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2364", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2365", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2366", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2367", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2368", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2369", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2370", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2371", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2372", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
"2373", 13.8, 1,    7714.26,   -0.3,   0.96822, 2,    7714.46, -120.3,   0.96825, 3,    7714.45,  119.7,   0.96825
