Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINHA364,    2.68245,   -26.67,    2.68244,  -146.67,    2.68244,    93.33,          0,     0.00, 2.89921E-005,   -30.89,    2.68281,   153.32,     2.6828,    33.32,     2.6828,   -86.68,          0,     0.00, 1.44959E-005,   149.11
Line.LINHA365,    2.68281,   -26.68,     2.6828,  -146.68,     2.6828,    93.32,          0,     0.00, 1.4496E-005,   -30.89,    2.68317,   153.30,    2.68317,    33.30,    2.68317,   -86.70,          0,     0.00, 1.18444E-010,   -79.38
Line.LINHA366,    87.6699,   -26.72,    87.6702,  -146.72,    87.6699,    93.28,          0,     0.00, 0.00292499,   -30.95,    87.6702,   153.28,    87.6706,    33.28,    87.6702,   -86.72,          0,     0.00, 0.00291049,   149.05
Line.LINHA367,    87.6702,   -26.72,    87.6706,  -146.72,    87.6702,    93.28,          0,     0.00, 0.00291049,   -30.95,    87.6706,   153.28,     87.671,    33.28,    87.6706,   -86.72,          0,     0.00,   0.002896,   149.05
Line.LINHA368,    84.9861,   -26.72,    84.9864,  -146.72,    84.9861,    93.28,          0,     0.00,   0.002896,   -30.95,    84.9864,   153.28,    84.9868,    33.28,    84.9864,   -86.72,          0,     0.00, 0.00288151,   149.05
Line.LINHA369,    84.9864,   -26.72,    84.9868,  -146.72,    84.9864,    93.28,          0,     0.00, 0.00288151,   -30.95,    84.9868,   153.28,    84.9872,    33.28,    84.9868,   -86.72,          0,     0.00, 0.00286703,   149.05
Line.LINHA370,    84.9868,   -26.72,    84.9872,  -146.72,    84.9868,    93.28,          0,     0.00, 0.00286703,   -30.95,    84.9871,   153.28,    84.9875,    33.28,    84.9871,   -86.72,          0,     0.00, 0.00285255,   149.05
Line.LINHA371,    84.9871,   -26.72,    84.9875,  -146.72,    84.9871,    93.28,          0,     0.00, 0.00285255,   -30.95,    84.9875,   153.28,    84.9879,    33.28,    84.9875,   -86.72,          0,     0.00, 0.00283808,   149.05
Line.LINHA372,    84.9875,   -26.72,    84.9879,  -146.72,    84.9875,    93.28,          0,     0.00, 0.00283808,   -30.95,    84.9876,   153.28,    84.9879,    33.28,    84.9876,   -86.72,          0,     0.00, 0.00283566,   149.05
Line.LINHA373,    84.9876,   -26.72,    84.9879,  -146.72,    84.9876,    93.28,          0,     0.00, 0.00283566,   -30.95,    84.9879,   153.28,    84.9883,    33.28,    84.9879,   -86.72,          0,     0.00, 0.00282119,   149.05
Line.LINHA374,    84.9879,   -26.72,    84.9883,  -146.72,    84.9879,    93.28,          0,     0.00, 0.00282119,   -30.95,    84.9883,   153.28,    84.9887,    33.28,    84.9883,   -86.72,          0,     0.00, 0.00280673,   149.05
Line.LINHA375,    84.9883,   -26.72,    84.9887,  -146.72,    84.9883,    93.28,          0,     0.00, 0.00280673,   -30.95,    84.9886,   153.28,     84.989,    33.28,    84.9887,   -86.72,          0,     0.00, 0.00279227,   149.05
Line.LINHA376,     82.299,   -26.72,    82.2994,  -146.72,     82.299,    93.28,          0,     0.00, 0.00279226,   -30.95,    82.2993,   153.28,    82.2997,    33.28,    82.2993,   -86.73,          0,     0.00, 0.00277781,   149.05
Line.LINHA377,    82.2993,   -26.72,    82.2997,  -146.72,    82.2993,    93.27,          0,     0.00, 0.00277781,   -30.95,    82.2997,   153.28,    82.3001,    33.28,    82.2997,   -86.73,          0,     0.00, 0.00276335,   149.05
Line.LINHA378,    82.2997,   -26.72,    82.3001,  -146.72,    82.2997,    93.27,          0,     0.00, 0.00276335,   -30.95,       82.3,   153.28,    82.3005,    33.28,    82.3001,   -86.73,          0,     0.00,  0.0027489,   149.05
Line.LINHA379,    2.69071,   -26.67,    2.69069,  -146.67,    2.69069,    93.33,          0,     0.00, 4.57556E-005,   -30.92,    2.69077,   153.32,    2.69075,    33.32,    2.69075,   -86.68,          0,     0.00, 4.33477E-005,   149.08
Line.LINHA380,    2.69077,   -26.68,    2.69075,  -146.68,    2.69075,    93.32,          0,     0.00, 4.33472E-005,   -30.92,    2.69112,   153.31,    2.69111,    33.31,    2.69111,   -86.69,          0,     0.00, 2.8898E-005,   149.08
Line.LINHA381,    2.69112,   -26.69,    2.69111,  -146.69,    2.69111,    93.31,          0,     0.00, 2.88979E-005,   -30.92,    2.69148,   153.29,    2.69147,    33.29,    2.69147,   -86.71,          0,     0.00, 1.44489E-005,   149.08
Line.LINHA382,    2.69148,   -26.71,    2.69147,  -146.71,    2.69147,    93.29,          0,     0.00, 1.4449E-005,   -30.92,    2.69184,   153.28,    2.69184,    33.28,    2.69184,   -86.72,          0,     0.00, 1.27329E-010,  -126.87
Line.LINHA383,    79.6093,   -26.73,    79.6098,  -146.73,    79.6094,    93.27,          0,     0.00, 0.00270315,   -30.95,    79.6097,   153.27,    79.6101,    33.27,    79.6097,   -86.73,          0,     0.00,  0.0026887,   149.05
Line.LINHA384,    79.6097,   -26.73,    79.6101,  -146.73,    79.6097,    93.27,          0,     0.00,  0.0026887,   -30.95,      79.61,   153.27,    79.6105,    33.27,    79.6101,   -86.73,          0,     0.00, 0.00267425,   149.05
Line.LINHA385,    2.69178,   -26.66,    2.69176,  -146.66,    2.69176,    93.34,          0,     0.00, 5.7767E-005,   -30.92,    2.69214,   153.32,    2.69212,    33.32,    2.69212,   -86.68,          0,     0.00, 4.33251E-005,   149.08
Line.LINHA386,    2.69214,   -26.68,    2.69212,  -146.68,    2.69212,    93.32,          0,     0.00, 4.3325E-005,   -30.92,    2.69249,   153.31,    2.69248,    33.31,    2.69248,   -86.69,          0,     0.00, 2.88832E-005,   149.08
Line.LINHA387,    2.69249,   -26.69,    2.69248,  -146.69,    2.69248,    93.31,          0,     0.00, 2.88831E-005,   -30.92,    2.69285,   153.29,    2.69284,    33.29,    2.69284,   -86.71,          0,     0.00, 1.44414E-005,   149.08
Line.LINHA388,    2.69285,   -26.71,    2.69284,  -146.71,    2.69284,    93.29,          0,     0.00, 1.44416E-005,   -30.92,    2.69321,   153.27,    2.69321,    33.27,    2.69321,   -86.73,          0,     0.00, 1.59574E-010,  -114.23
Line.LINHA389,    76.9182,   -26.73,    76.9187,  -146.73,    76.9183,    93.27,          0,     0.00, 0.00261649,   -30.95,    76.9186,   153.27,    76.9191,    33.27,    76.9187,   -86.73,          0,     0.00, 0.00260205,   149.05
Line.LINHA390,    76.9186,   -26.73,    76.9191,  -146.73,    76.9187,    93.27,          0,     0.00, 0.00260205,   -30.95,     76.919,   153.27,    76.9195,    33.27,    76.9191,   -86.73,          0,     0.00, 0.00258761,   149.05
Line.LINHA391,    2.69409,   -26.71,    2.69408,  -146.71,    2.69408,    93.29,          0,     0.00, 1.44348E-005,   -30.92,    2.69444,   153.27,    2.69444,    33.27,    2.69444,   -86.73,          0,     0.00, 3.63798E-011,   180.00
Line.LINHA392,    74.2249,   -26.73,    74.2254,  -146.73,     74.225,    93.27,          0,     0.00, 0.00257317,   -30.95,    74.2252,   153.27,    74.2257,    33.27,    74.2254,   -86.73,          0,     0.00, 0.00255874,   149.05
Line.LINHA393,    74.2252,   -26.73,    74.2257,  -146.73,    74.2254,    93.27,          0,     0.00, 0.00255874,   -30.95,    74.2256,   153.27,    74.2261,    33.27,    74.2257,   -86.73,          0,     0.00, 0.00254431,   149.05
Line.LINHA394,    2.69463,   -26.68,    2.69461,  -146.68,    2.69461,    93.32,          0,     0.00, 4.56882E-005,   -30.93,    2.69469,   153.31,    2.69467,    33.31,    2.69467,   -86.69,          0,     0.00, 4.32839E-005,   149.07
Line.LINHA395,    2.69469,   -26.69,    2.69467,  -146.69,    2.69467,    93.31,          0,     0.00, 4.32837E-005,   -30.93,    2.69504,   153.30,    2.69503,    33.30,    2.69503,   -86.70,          0,     0.00, 2.88557E-005,   149.07
Line.LINHA396,    2.69504,   -26.70,    2.69503,  -146.70,    2.69503,    93.30,          0,     0.00, 2.88556E-005,   -30.93,     2.6954,   153.28,    2.69539,    33.28,    2.69539,   -86.72,          0,     0.00, 1.44277E-005,   149.07
Line.LINHA397,     2.6954,   -26.72,    2.69539,  -146.72,    2.69539,    93.28,          0,     0.00, 1.44279E-005,   -30.93,    2.69575,   153.27,    2.69575,    33.27,    2.69575,   -86.73,          0,     0.00, 4.42579E-011,   -99.46
Line.LINHA398,     71.531,   -26.73,    71.5315,  -146.73,    71.5311,    93.26,          0,     0.00, 0.00249862,   -30.95,    71.5313,   153.26,    71.5319,    33.27,    71.5315,   -86.74,          0,     0.00,  0.0024842,   149.05
Line.LINHA399,     68.835,   -26.74,    68.8356,  -146.73,    68.8352,    93.26,          0,     0.00,  0.0024842,   -30.95,    68.8354,   153.26,    68.8359,    33.27,    68.8355,   -86.74,          0,     0.00, 0.00246977,   149.05
Line.LINHA400,    68.8354,   -26.74,    68.8359,  -146.73,    68.8355,    93.26,          0,     0.00, 0.00246977,   -30.95,    68.8357,   153.26,    68.8363,    33.26,    68.8359,   -86.74,          0,     0.00, 0.00245535,   149.05
Line.LINHA401,    68.8357,   -26.74,    68.8363,  -146.74,    68.8359,    93.26,          0,     0.00, 0.00245535,   -30.95,    68.8361,   153.26,    68.8367,    33.26,    68.8363,   -86.74,          0,     0.00, 0.00244094,   149.05
Line.LINHA402,    68.8361,   -26.74,    68.8367,  -146.74,    68.8363,    93.26,          0,     0.00, 0.00244094,   -30.95,    68.8364,   153.26,     68.837,    33.26,    68.8366,   -86.74,          0,     0.00, 0.00242652,   149.05
Line.LINHA403,    68.8364,   -26.74,     68.837,  -146.74,    68.8366,    93.26,          0,     0.00, 0.00242652,   -30.95,    68.8368,   153.26,    68.8374,    33.26,     68.837,   -86.74,          0,     0.00, 0.00241211,   149.05
Line.LINHA404,    68.8368,   -26.74,    68.8374,  -146.74,     68.837,    93.26,          0,     0.00, 0.00241211,   -30.95,    68.8372,   153.26,    68.8377,    33.26,    68.8373,   -86.74,          0,     0.00, 0.00239771,   149.05
Line.LINHA405,    68.8372,   -26.74,    68.8377,  -146.74,    68.8373,    93.26,          0,     0.00, 0.00239771,   -30.95,    68.8375,   153.26,    68.8381,    33.26,    68.8377,   -86.74,          0,     0.00,  0.0023833,   149.05
Line.LINHA406,    54.9494,   -26.76,    54.9499,  -146.76,    54.9496,    93.24,          0,     0.00, 0.00171379,   -30.96,    54.9497,   153.24,    54.9503,    33.24,      54.95,   -86.76,          0,     0.00, 0.00169939,   149.04
Line.LINHA407,    13.8882,   -26.66,    13.8882,  -146.66,    13.8881,    93.34,          0,     0.00, 0.000669512,   -30.95,    13.8885,   153.34,    13.8886,    33.34,    13.8885,   -86.67,          0,     0.00, 0.000655109,   149.05
Line.LINHA408,    13.8885,   -26.66,    13.8886,  -146.66,    13.8885,    93.33,          0,     0.00, 0.000655109,   -30.95,    13.8889,   153.33,    13.8889,    33.33,    13.8889,   -86.67,          0,     0.00, 0.000640707,   149.05
Line.LINHA409,    13.8889,   -26.67,    13.8889,  -146.67,    13.8889,    93.33,          0,     0.00, 0.000640707,   -30.95,    13.8892,   153.33,    13.8893,    33.33,    13.8892,   -86.67,          0,     0.00, 0.000626306,   149.05
Line.LINHA410,    13.8892,   -26.67,    13.8893,  -146.67,    13.8892,    93.33,          0,     0.00, 0.000626306,   -30.95,    13.8896,   153.33,    13.8897,    33.33,    13.8896,   -86.68,          0,     0.00, 0.000611905,   149.05
Line.LINHA411,    13.8896,   -26.67,    13.8897,  -146.67,    13.8896,    93.32,          0,     0.00, 0.000611905,   -30.95,    13.8899,   153.32,      13.89,    33.32,    13.8899,   -86.68,          0,     0.00, 0.000597506,   149.05
Line.LINHA412,    3.22965,   -26.47,     3.2296,  -146.47,    3.22958,    93.53,          0,     0.00, 0.000302367,   -30.95,       3.23,   153.52,    3.22995,    33.52,    3.22994,   -86.49,          0,     0.00, 0.000287968,   149.05
Line.LINHA413,       3.23,   -26.48,    3.22995,  -146.48,    3.22994,    93.51,          0,     0.00, 0.000287968,   -30.95,    3.23035,   153.50,    3.23031,    33.51,     3.2303,   -86.50,          0,     0.00, 0.000273568,   149.05
Line.LINHA414,    3.23035,   -26.50,    3.23031,  -146.49,     3.2303,    93.50,          0,     0.00, 0.000273568,   -30.95,     3.2307,   153.49,    3.23067,    33.49,    3.23065,   -86.51,          0,     0.00, 0.000259169,   149.05
Line.LINHA415,     3.2307,   -26.51,    3.23067,  -146.51,    3.23065,    93.49,          0,     0.00, 0.000259169,   -30.95,    3.23105,   153.48,    3.23103,    33.48,    3.23101,   -86.52,          0,     0.00, 0.00024477,   149.05
Line.LINHA416,    3.23105,   -26.52,    3.23103,  -146.52,    3.23101,    93.48,          0,     0.00, 0.00024477,   -30.95,    3.23141,   153.47,    3.23139,    33.47,    3.23137,   -86.54,          0,     0.00, 0.000230371,   149.05
Line.LINHA417,    3.23141,   -26.53,    3.23139,  -146.53,    3.23137,    93.46,          0,     0.00, 0.000230371,   -30.95,    3.23176,   153.45,    3.23175,    33.45,    3.23173,   -86.55,          0,     0.00, 0.000215973,   149.05
Line.LINHA418,    1.61319,   -26.36,    1.61314,  -146.35,    1.61313,    93.64,          0,     0.00, 0.000215973,   -30.95,    1.61354,   153.62,    1.61349,    33.62,    1.61349,   -86.38,          0,     0.00, 0.000201574,   149.05
Line.LINHA419,    1.61354,   -26.38,    1.61349,  -146.38,    1.61349,    93.62,          0,     0.00, 0.000201574,   -30.95,    1.61389,   153.59,    1.61385,    33.60,    1.61384,   -86.41,          0,     0.00, 0.000187175,   149.05
Line.LINHA420,    1.61389,   -26.41,    1.61385,  -146.40,    1.61384,    93.59,          0,     0.00, 0.000187175,   -30.95,    1.61424,   153.57,    1.61421,    33.57,     1.6142,   -86.43,          0,     0.00, 0.000172777,   149.05
Line.LINHA421,    1.61424,   -26.43,    1.61421,  -146.43,     1.6142,    93.57,          0,     0.00, 0.000172777,   -30.95,    1.61459,   153.54,    1.61456,    33.54,    1.61456,   -86.46,          0,     0.00, 0.000158378,   149.05
Line.LINHA422,    1.61459,   -26.46,    1.61456,  -146.46,    1.61456,    93.54,          0,     0.00, 0.000158378,   -30.95,    1.61494,   153.52,    1.61492,    33.52,    1.61491,   -86.49,          0,     0.00, 0.00014398,   149.05
Line.LINHA423,    1.61494,   -26.48,    1.61492,  -146.48,    1.61491,    93.51,          0,     0.00, 0.00014398,   -30.95,     1.6153,   153.49,    1.61528,    33.49,    1.61527,   -86.51,          0,     0.00, 0.000129582,   149.05
Line.LINHA424,     1.6153,   -26.51,    1.61528,  -146.51,    1.61527,    93.49,          0,     0.00, 0.000129582,   -30.95,    1.61565,   153.47,    1.61564,    33.47,    1.61563,   -86.54,          0,     0.00, 0.000115183,   149.05
Line.LINHA425,    1.61565,   -26.53,    1.61564,  -146.53,    1.61563,    93.46,          0,     0.00, 0.000115183,   -30.95,      1.616,   153.44,      1.616,    33.44,    1.61599,   -86.56,          0,     0.00, 0.000100785,   149.05
Line.LINHA426,      1.616,   -26.56,      1.616,  -146.56,    1.61599,    93.44,          0,     0.00, 0.000100785,   -30.95,    1.61635,   153.41,    1.61636,    33.42,    1.61635,   -86.59,          0,     0.00, 8.63871E-005,   149.05
Line.LINHA427,    1.61635,   -26.59,    1.61636,  -146.58,    1.61635,    93.41,          0,     0.00, 8.63871E-005,   -30.95,    1.61671,   153.39,    1.61672,    33.39,    1.61671,   -86.61,          0,     0.00, 7.19892E-005,   149.05
Line.LINHA428,    1.61671,   -26.61,    1.61672,  -146.61,    1.61671,    93.39,          0,     0.00, 7.19891E-005,   -30.95,    1.61706,   153.36,    1.61708,    33.36,    1.61707,   -86.64,          0,     0.00, 5.75913E-005,   149.05
Line.LINHA429,    1.61706,   -26.64,    1.61708,  -146.64,    1.61707,    93.36,          0,     0.00, 5.75912E-005,   -30.95,    1.61741,   153.34,    1.61744,    33.34,    1.61743,   -86.66,          0,     0.00, 4.31934E-005,   149.05
Line.LINHA430, 0.00241183,    89.45, 0.00243664,   -30.33,   0.002411,  -150.06,          0,     0.00, 4.31935E-005,   -30.95, 0.00160789,   -90.55, 0.00162443,   149.67, 0.00160733,    29.94,          0,     0.00, 2.87955E-005,   149.05
Line.LINHA431, 0.00160789,    89.45, 0.00162443,   -30.33, 0.00160733,  -150.06,          0,     0.00, 2.87956E-005,   -30.95, 0.000803945,   -90.55, 0.000812214,   149.67, 0.000803665,    29.94,          0,     0.00, 1.43977E-005,   149.05
Line.LINHA432, 0.000803945,    89.45, 0.000812214,   -30.33, 0.000803665,  -150.06,          0,     0.00, 1.43977E-005,   -30.95, 2.93303E-011,   -97.13, 2.18279E-011,   180.00, 6.21658E-011,   -69.44,          0,     0.00, 8.73872E-011,   -92.39
Line.LINHA433,    10.6603,   -26.74,    10.6604,  -146.74,    10.6604,    93.26,          0,     0.00, 0.000295138,   -30.95,    10.6607,   153.26,    10.6608,    33.26,    10.6607,   -86.74,          0,     0.00, 0.000280739,   149.04
Line.LINHA434,    10.6607,   -26.74,    10.6608,  -146.74,    10.6607,    93.26,          0,     0.00, 0.000280739,   -30.96,     10.661,   153.25,    10.6612,    33.25,    10.6611,   -86.75,          0,     0.00, 0.00026634,   149.04
Line.LINHA435,     10.661,   -26.75,    10.6612,  -146.75,    10.6611,    93.25,          0,     0.00, 0.00026634,   -30.96,    10.6614,   153.25,    10.6615,    33.25,    10.6615,   -86.75,          0,     0.00, 0.000251942,   149.04
Line.LINHA436,    9.04286,   -26.75,    9.04297,  -146.75,    9.04292,    93.25,          0,     0.00, 0.000251942,   -30.96,    9.04322,   153.24,    9.04333,    33.24,    9.04328,   -86.76,          0,     0.00, 0.000237544,   149.04
Line.LINHA437,    1.61737,   -26.66,     1.6174,  -146.66,    1.61739,    93.34,          0,     0.00, 4.31927E-005,   -30.95,    1.61773,   153.31,    1.61776,    33.31,    1.61775,   -86.69,          0,     0.00, 2.87951E-005,   149.05
Line.LINHA438,    1.61773,   -26.69,    1.61776,  -146.69,    1.61775,    93.31,          0,     0.00, 2.87951E-005,   -30.95,    1.61808,   153.29,    1.61812,    33.29,    1.61811,   -86.72,          0,     0.00, 1.43976E-005,   149.05
Line.LINHA439,    1.61808,   -26.71,    1.61812,  -146.71,    1.61811,    93.28,          0,     0.00, 1.43976E-005,   -30.95,    1.61844,   153.26,    1.61848,    33.26,    1.61847,   -86.74,          0,     0.00, 1.065E-010,   172.15
Line.LINHA440, 0.00321575,    89.45, 0.00324883,   -30.33, 0.00321464,  -150.06,          0,     0.00, 5.75906E-005,   -30.95, 0.00241182,   -90.55, 0.00243662,   149.67, 0.00241098,    29.94,          0,     0.00, 4.3193E-005,   149.05
Line.LINHA441, 0.00241182,    89.45, 0.00243662,   -30.33, 0.00241098,  -150.06,          0,     0.00, 4.3193E-005,   -30.95, 0.00160788,   -90.55, 0.00162442,   149.67, 0.00160732,    29.94,          0,     0.00, 2.87953E-005,   149.05
Line.LINHA442, 0.00160788,    89.45, 0.00162442,   -30.33, 0.00160732,  -150.06,          0,     0.00, 2.87953E-005,   -30.95, 0.000803939,   -90.55, 0.000812208,   149.67, 0.000803659,    29.94,          0,     0.00, 1.43976E-005,   149.05
Line.LINHA443, 0.000803939,    89.45, 0.000812208,   -30.33, 0.000803659,  -150.06,          0,     0.00, 1.43977E-005,   -30.95, 5.64766E-011,  -165.07, 2.62338E-011,    33.69, 4.1159E-011,    45.00,          0,     0.00, 2.93303E-011,    97.13
Line.LINHA444,    7.42727,   -26.80,    7.42739,  -146.80,    7.42734,    93.20,          0,     0.00, 0.00013676,   -30.96,    7.42763,   153.19,    7.42775,    33.19,     7.4277,   -86.81,          0,     0.00, 0.000122363,   149.03
Line.LINHA445,    7.42763,   -26.81,    7.42775,  -146.81,     7.4277,    93.19,          0,     0.00, 0.000122363,   -30.97,    7.42798,   153.19,    7.42811,    33.19,    7.42807,   -86.81,          0,     0.00, 0.000107965,   149.03
Line.LINHA446,    1.61729,   -26.66,    1.61731,  -146.66,     1.6173,    93.34,          0,     0.00, 4.31907E-005,   -30.95,    1.61764,   153.31,    1.61767,    33.31,    1.61766,   -86.69,          0,     0.00, 2.87939E-005,   149.05
Line.LINHA447,    1.61764,   -26.69,    1.61767,  -146.69,    1.61766,    93.31,          0,     0.00, 2.87938E-005,   -30.95,      1.618,   153.29,    1.61803,    33.29,    1.61802,   -86.72,          0,     0.00, 1.4397E-005,   149.05
Line.LINHA448,      1.618,   -26.71,    1.61803,  -146.71,    1.61802,    93.28,          0,     0.00, 1.43969E-005,   -30.95,    1.61835,   153.26,    1.61839,    33.26,    1.61838,   -86.74,          0,     0.00, 5.45697E-011,    53.13
Line.LINHA449,     5.8107,   -26.85,    5.81081,  -146.85,    5.81077,    93.15,          0,     0.00, 6.47746E-005,   -30.98,    5.81105,   153.14,    5.81117,    33.14,    5.81113,   -86.86,          0,     0.00, 5.03778E-005,   149.01
Line.LINHA450,    5.81105,   -26.86,    5.81117,  -146.86,    5.81113,    93.14,          0,     0.00, 5.03777E-005,   -30.99,    5.81141,   153.13,    5.81153,    33.13,     5.8115,   -86.87,          0,     0.00, 3.5981E-005,   148.99
Line.LINHA451,    1.61795,   -26.71,    1.61799,  -146.71,    1.61797,    93.28,          0,     0.00, 1.43966E-005,   -30.95,     1.6183,   153.26,    1.61835,    33.26,    1.61834,   -86.74,          0,     0.00, 1.71719E-010,   143.62
Line.LINHA452,    13.3978,   153.29,     13.398,    33.29,    13.3979,   -86.71,          0,     0.00, 0.000430639,   149.05,    13.3975,   -26.71,    13.3976,  -146.71,    13.3975,    93.29,          0,     0.00, 0.000445035,   -30.95
Line.LINHA453,    13.3975,   153.29,    13.3976,    33.29,    13.3975,   -86.71,          0,     0.00, 0.000445035,   149.05,    13.3971,   -26.70,    13.3972,  -146.70,    13.3972,    93.30,          0,     0.00, 0.000459433,   -30.95
Line.LINHA454,    13.3971,   153.30,    13.3972,    33.30,    13.3972,   -86.70,          0,     0.00, 0.000459433,   149.05,    13.3968,   -26.70,    13.3969,  -146.70,    13.3968,    93.30,          0,     0.00, 0.000473831,   -30.95
Line.LINHA455,    13.3968,   153.30,    13.3969,    33.30,    13.3968,   -86.70,          0,     0.00, 0.000473831,   149.05,    13.3964,   -26.70,    13.3965,  -146.70,    13.3965,    93.30,          0,     0.00, 0.000488229,   -30.95
Line.LINHA456,    13.3964,   153.30,    13.3965,    33.30,    13.3965,   -86.70,          0,     0.00, 0.00048823,   149.05,    13.3961,   -26.69,    13.3962,  -146.69,    13.3961,    93.30,          0,     0.00, 0.000502629,   -30.95
Line.LINHA457,    1.61833,   -26.71,    1.61836,  -146.71,    1.61835,    93.29,          0,     0.00, 1.43996E-005,   -30.95,    1.61868,   153.26,    1.61873,    33.26,    1.61871,   -86.74,          0,     0.00, 5.9222E-011,   100.62
Line.LINHA458, 0.000804042,    89.45, 0.000812312,   -30.33, 0.000803763,  -150.05,          0,     0.00, 1.43995E-005,   -30.95, 3.63798E-012,     0.00, 1.14177E-010,    22.48, 2.91038E-011,     0.00,          0,     0.00, 1.44972E-010,    17.53
Line.LINHA459,     15.014,   153.31,    15.0142,    33.31,    15.0141,   -86.69,          0,     0.00, 0.000531428,   149.05,    15.0137,   -26.69,    15.0138,  -146.69,    15.0137,    93.31,          0,     0.00, 0.000545828,   -30.95
Line.LINHA460,     39.936,   -26.79,    39.9365,  -146.78,    39.9362,    93.21,          0,     0.00, 0.00115356,   -30.96,    39.9364,   153.21,    39.9368,    33.21,    39.9366,   -86.79,          0,     0.00, 0.00113916,   149.04
Line.LINHA461,    37.2386,   -26.79,     37.239,  -146.79,    37.2388,    93.21,          0,     0.00, 0.00113916,   -30.96,     37.239,   153.21,    37.2394,    33.21,    37.2392,   -86.79,          0,     0.00, 0.00112476,   149.04
Line.LINHA462,     37.239,   -26.79,    37.2394,  -146.79,    37.2392,    93.21,          0,     0.00, 0.00112476,   -30.96,    37.2394,   153.21,    37.2397,    33.21,    37.2395,   -86.79,          0,     0.00, 0.00111037,   149.04
Line.LINHA463,    37.2394,   -26.79,    37.2397,  -146.79,    37.2395,    93.21,          0,     0.00, 0.00111037,   -30.96,    37.2397,   153.21,    37.2401,    33.21,    37.2399,   -86.79,          0,     0.00, 0.00109597,   149.04
Line.LINHA464,    37.2397,   -26.79,    37.2401,  -146.79,    37.2399,    93.21,          0,     0.00, 0.00109597,   -30.96,    37.2401,   153.21,    37.2405,    33.21,    37.2402,   -86.80,          0,     0.00, 0.00108158,   149.04
Line.LINHA465,    37.2401,   -26.79,    37.2405,  -146.79,    37.2402,    93.20,          0,     0.00, 0.00108158,   -30.96,    37.2404,   153.20,    37.2408,    33.21,    37.2406,   -86.80,          0,     0.00, 0.00106719,   149.04
Line.LINHA466,    17.5913,   -26.76,    17.5915,  -146.76,    17.5914,    93.24,          0,     0.00, 0.000452223,   -30.96,    17.5916,   153.24,    17.5919,    33.24,    17.5918,   -86.76,          0,     0.00, 0.000437827,   149.04
Line.LINHA467,    17.5916,   -26.76,    17.5919,  -146.76,    17.5918,    93.24,          0,     0.00, 0.000437827,   -30.96,     17.592,   153.23,    17.5922,    33.24,    17.5921,   -86.77,          0,     0.00, 0.000423432,   149.04
Line.LINHA468,    5.39195,   -26.71,    5.39206,  -146.71,    5.39202,    93.29,          0,     0.00, 7.67708E-005,   -30.95,    5.39231,   153.28,    5.39242,    33.28,    5.39238,   -86.72,          0,     0.00, 6.2376E-005,   149.05
Line.LINHA469,    2.69533,   -26.68,    2.69537,  -146.68,    2.69536,    93.31,          0,     0.00, 6.2376E-005,   -30.95,    2.69569,   153.30,    2.69573,    33.30,    2.69572,   -86.70,          0,     0.00, 4.79815E-005,   149.05
Line.LINHA470,    2.69569,   -26.70,    2.69573,  -146.70,    2.69572,    93.30,          0,     0.00, 4.79812E-005,   -30.95,    2.69604,   153.29,    2.69609,    33.29,    2.69608,   -86.72,          0,     0.00, 3.35868E-005,   149.05
Line.LINHA471,    2.69604,   -26.71,    2.69609,  -146.71,    2.69608,    93.28,          0,     0.00, 3.35869E-005,   -30.95,    2.69639,   153.27,    2.69646,    33.27,    2.69644,   -86.73,          0,     0.00, 1.91924E-005,   149.05
Line.LINHA472,    2.69639,   -26.73,    2.69646,  -146.73,    2.69644,    93.27,          0,     0.00, 1.91926E-005,   -30.95,    2.69675,   153.26,    2.69682,    33.26,     2.6968,   -86.75,          0,     0.00, 4.79829E-006,   149.05
Line.LINHA473,    2.69675,   -26.74,    2.69682,  -146.74,     2.6968,    93.25,          0,     0.00, 4.79791E-006,   -30.95,    2.69687,   153.25,    2.69694,    33.25,    2.69692,   -86.75,          0,     0.00, 1.36703E-010,    25.20
Line.LINHA474,       12.2,   -26.79,    12.2002,  -146.79,    12.2001,    93.21,          0,     0.00, 0.000346661,   -30.96,    12.2004,   153.21,    12.2005,    33.21,    12.2005,   -86.80,          0,     0.00, 0.000332266,   149.04
Line.LINHA475,    12.2004,   -26.79,    12.2005,  -146.79,    12.2005,    93.20,          0,     0.00, 0.000332266,   -30.96,    12.2007,   153.20,    12.2009,    33.20,    12.2008,   -86.80,          0,     0.00, 0.000317872,   149.04
Line.LINHA476,    12.2007,   -26.80,    12.2009,  -146.80,    12.2008,    93.20,          0,     0.00, 0.000317872,   -30.96,    12.2011,   153.20,    12.2013,    33.20,    12.2012,   -86.80,          0,     0.00, 0.000303479,   149.04
Line.LINHA477,    12.2011,   -26.80,    12.2013,  -146.80,    12.2012,    93.20,          0,     0.00, 0.000303479,   -30.96,    12.2015,   153.20,    12.2016,    33.20,    12.2015,   -86.81,          0,     0.00, 0.000289086,   149.04
