Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINHA249,    3.17644,   -26.46,    3.17637,  -146.46,    3.17637,    93.54,          0,     0.00, 0.000158997,   -30.78,    3.17662,   153.53,    3.17655,    33.53,    3.17656,   -86.47,          0,     0.00, 0.000151658,   149.22
Line.LINHA250,    3.17662,   -26.47,    3.17655,  -146.47,    3.17656,    93.53,          0,     0.00, 0.000151659,   -30.78,    3.17674,   153.53,    3.17668,    33.53,    3.17668,   -86.47,          0,     0.00, 0.000146766,   149.22
Line.LINHA251,    3.17674,   -26.47,    3.17668,  -146.47,    3.17668,    93.53,          0,     0.00, 0.000146766,   -30.78,     3.1771,   153.51,    3.17704,    33.52,    3.17704,   -86.49,          0,     0.00, 0.000132089,   149.22
Line.LINHA252,     3.1771,   -26.49,    3.17704,  -146.48,    3.17704,    93.51,          0,     0.00, 0.000132089,   -30.78,    3.17746,   153.50,    3.17741,    33.50,    3.17741,   -86.50,          0,     0.00, 0.000117412,   149.22
Line.LINHA253,    1.58873,   -26.50,     1.5887,  -146.50,    1.58871,    93.50,          0,     0.00, 5.87062E-005,   -30.78,    1.58909,   153.48,    1.58907,    33.48,    1.58907,   -86.53,          0,     0.00, 4.40297E-005,   149.22
Line.LINHA254,    1.58909,   -26.52,    1.58907,  -146.52,    1.58907,    93.47,          0,     0.00, 4.40295E-005,   -30.78,    1.58945,   153.45,    1.58944,    33.45,    1.58944,   -86.55,          0,     0.00, 2.9353E-005,   149.22
Line.LINHA255,    1.58945,   -26.55,    1.58944,  -146.55,    1.58944,    93.45,          0,     0.00, 2.9353E-005,   -30.78,    1.58981,   153.42,    1.58981,    33.42,    1.58981,   -86.58,          0,     0.00, 1.46765E-005,   149.22
Line.LINHA256,    1.58981,   -26.58,    1.58981,  -146.58,    1.58981,    93.42,          0,     0.00, 1.46765E-005,   -30.78,    1.59018,   153.40,    1.59018,    33.40,    1.59018,   -86.60,          0,     0.00, 1.24332E-010,   110.56
Line.LINHA257,    1.58873,   -26.50,     1.5887,  -146.50,    1.58871,    93.50,          0,     0.00, 5.87062E-005,   -30.78,    1.58909,   153.48,    1.58907,    33.48,    1.58907,   -86.53,          0,     0.00, 4.40297E-005,   149.22
Line.LINHA258,    1.58909,   -26.52,    1.58907,  -146.52,    1.58907,    93.47,          0,     0.00, 4.40295E-005,   -30.78,    1.58945,   153.45,    1.58944,    33.45,    1.58944,   -86.55,          0,     0.00, 2.9353E-005,   149.22
Line.LINHA259,    1.58945,   -26.55,    1.58944,  -146.55,    1.58944,    93.45,          0,     0.00, 2.9353E-005,   -30.78,    1.58981,   153.42,    1.58981,    33.42,    1.58981,   -86.58,          0,     0.00, 1.46765E-005,   149.22
Line.LINHA260,    1.58981,   -26.58,    1.58981,  -146.58,    1.58981,    93.42,          0,     0.00, 1.46765E-005,   -30.78,    1.59018,   153.40,    1.59018,    33.40,    1.59018,   -86.60,          0,     0.00, 1.24332E-010,   110.56
Line.LINHA261,    121.799,   -26.67,    121.798,  -146.66,    121.798,    93.33,          0,     0.00, 0.00444171,   -30.91,    121.799,   153.33,    121.799,    33.34,    121.798,   -86.67,          0,     0.00, 0.00442704,   149.09
Line.LINHA262,    121.799,   -26.67,    121.799,  -146.66,    121.798,    93.33,          0,     0.00, 0.00442704,   -30.91,    121.799,   153.33,    121.799,    33.34,    121.799,   -86.67,          0,     0.00, 0.00441237,   149.09
Line.LINHA263,    121.799,   -26.67,    121.799,  -146.66,    121.799,    93.33,          0,     0.00, 0.00441237,   -30.91,      121.8,   153.33,    121.799,    33.33,    121.799,   -86.67,          0,     0.00, 0.00439771,   149.09
Line.LINHA264,      121.8,   -26.67,    121.799,  -146.67,    121.799,    93.33,          0,     0.00, 0.00439771,   -30.91,      121.8,   153.33,      121.8,    33.33,    121.799,   -86.67,          0,     0.00, 0.00438305,   149.09
Line.LINHA265,    119.146,   -26.67,    119.145,  -146.67,    119.145,    93.33,          0,     0.00, 0.00438305,   -30.91,    119.146,   153.33,    119.146,    33.33,    119.145,   -86.67,          0,     0.00,  0.0043684,   149.09
Line.LINHA266,    119.146,   -26.67,    119.146,  -146.67,    119.145,    93.33,          0,     0.00,  0.0043684,   -30.91,    119.146,   153.33,    119.146,    33.33,    119.146,   -86.67,          0,     0.00, 0.00435375,   149.09
Line.LINHA267,    119.146,   -26.67,    119.146,  -146.67,    119.146,    93.33,          0,     0.00, 0.00435375,   -30.91,    119.147,   153.33,    119.146,    33.33,    119.146,   -86.67,          0,     0.00, 0.00433911,   149.09
Line.LINHA268,    119.147,   -26.67,    119.146,  -146.67,    119.146,    93.33,          0,     0.00, 0.00433911,   -30.91,    119.147,   153.33,    119.147,    33.33,    119.146,   -86.67,          0,     0.00, 0.00432447,   149.09
Line.LINHA269,    119.147,   -26.67,    119.147,  -146.67,    119.146,    93.33,          0,     0.00, 0.00432447,   -30.91,    119.147,   153.33,    119.147,    33.33,    119.147,   -86.67,          0,     0.00, 0.00430984,   149.09
Line.LINHA270,    3.18879,   -26.55,    3.18876,  -146.55,    3.18876,    93.45,          0,     0.00, 8.77631E-005,   -30.81,    3.18915,   153.44,    3.18912,    33.44,    3.18912,   -86.56,          0,     0.00, 7.31357E-005,   149.19
Line.LINHA271,     1.5937,   -26.50,    1.59367,  -146.49,    1.59367,    93.50,          0,     0.00, 7.31357E-005,   -30.81,    1.59406,   153.48,    1.59403,    33.48,    1.59403,   -86.52,          0,     0.00, 5.85084E-005,   149.19
Line.LINHA272,    1.59406,   -26.52,    1.59403,  -146.52,    1.59403,    93.48,          0,     0.00, 5.85083E-005,   -30.81,    1.59442,   153.45,     1.5944,    33.45,     1.5944,   -86.55,          0,     0.00, 4.38812E-005,   149.19
Line.LINHA273,    1.59442,   -26.55,     1.5944,  -146.55,     1.5944,    93.45,          0,     0.00, 4.38811E-005,   -30.81,    1.59478,   153.43,    1.59476,    33.43,    1.59476,   -86.58,          0,     0.00, 2.9254E-005,   149.19
Line.LINHA274,    1.59478,   -26.57,    1.59476,  -146.57,    1.59476,    93.42,          0,     0.00, 2.92541E-005,   -30.81,    1.59514,   153.40,    1.59513,    33.40,    1.59513,   -86.60,          0,     0.00, 1.46271E-005,   149.19
Line.LINHA275,    1.59514,   -26.60,    1.59513,  -146.60,    1.59513,    93.40,          0,     0.00, 1.4627E-005,   -30.81,     1.5955,   153.37,     1.5955,    33.37,     1.5955,   -86.63,          0,     0.00, 1.28158E-010,   145.41
Line.LINHA276,    115.959,   -26.67,    115.958,  -146.67,    115.958,    93.33,          0,     0.00, 0.00422208,   -30.92,    115.959,   153.33,    115.959,    33.33,    115.958,   -86.67,          0,     0.00, 0.00420745,   149.08
Line.LINHA277,    115.959,   -26.67,    115.959,  -146.67,    115.958,    93.33,          0,     0.00, 0.00420745,   -30.92,    115.959,   153.33,    115.959,    33.33,    115.959,   -86.67,          0,     0.00, 0.00419284,   149.08
Line.LINHA278,    115.959,   -26.67,    115.959,  -146.67,    115.959,    93.33,          0,     0.00, 0.00419284,   -30.92,     115.96,   153.33,     115.96,    33.33,    115.959,   -86.67,          0,     0.00, 0.00417822,   149.08
Line.LINHA279,    4.25575,   -26.53,    4.25568,  -146.53,    4.25568,    93.47,          0,     0.00, 0.000161692,   -30.82,    4.25578,   153.47,     4.2557,    33.47,    4.25571,   -86.53,          0,     0.00, 0.000160717,   149.18
Line.LINHA280,    4.25578,   -26.53,     4.2557,  -146.53,    4.25571,    93.47,          0,     0.00, 0.000160717,   -30.82,    4.25613,   153.46,    4.25607,    33.46,    4.25607,   -86.54,          0,     0.00, 0.000146105,   149.18
Line.LINHA281,    4.25613,   -26.54,    4.25607,  -146.54,    4.25607,    93.46,          0,     0.00, 0.000146105,   -30.82,    4.25649,   153.45,    4.25644,    33.45,    4.25644,   -86.55,          0,     0.00, 0.000131494,   149.18
Line.LINHA282,    4.25649,   -26.55,    4.25644,  -146.55,    4.25644,    93.45,          0,     0.00, 0.000131494,   -30.82,    4.25685,   153.44,     4.2568,    33.44,     4.2568,   -86.56,          0,     0.00, 0.000116883,   149.18
Line.LINHA283,    4.25685,   -26.56,     4.2568,  -146.56,     4.2568,    93.44,          0,     0.00, 0.000116883,   -30.82,    4.25721,   153.43,    4.25717,    33.43,    4.25717,   -86.57,          0,     0.00, 0.000102272,   149.18
Line.LINHA284,    4.25721,   -26.57,    4.25717,  -146.57,    4.25717,    93.43,          0,     0.00, 0.000102272,   -30.82,    4.25757,   153.42,    4.25753,    33.42,    4.25753,   -86.58,          0,     0.00, 8.76613E-005,   149.18
Line.LINHA285,    4.25757,   -26.58,    4.25753,  -146.58,    4.25753,    93.42,          0,     0.00, 8.76612E-005,   -30.82,    4.25793,   153.41,     4.2579,    33.41,     4.2579,   -86.59,          0,     0.00, 7.30509E-005,   149.18
Line.LINHA286,    1.59659,   -26.58,    1.59658,  -146.58,    1.59658,    93.42,          0,     0.00, 2.92205E-005,   -30.82,    1.59695,   153.39,    1.59694,    33.39,    1.59694,   -86.61,          0,     0.00, 1.46103E-005,   149.18
Line.LINHA287,    1.59695,   -26.61,    1.59694,  -146.61,    1.59694,    93.39,          0,     0.00, 1.46103E-005,   -30.82,    1.59731,   153.36,    1.59731,    33.36,    1.59731,   -86.64,          0,     0.00, 7.59632E-011,    73.30
Line.LINHA288,    2.66134,   -26.60,    2.66132,  -146.60,    2.66132,    93.40,          0,     0.00, 4.38304E-005,   -30.82,     2.6617,   153.39,    2.66169,    33.39,    2.66169,   -86.61,          0,     0.00, 2.92202E-005,   149.18
Line.LINHA289,     2.6617,   -26.61,    2.66169,  -146.61,    2.66169,    93.39,          0,     0.00, 2.922E-005,   -30.82,    2.66206,   153.37,    2.66205,    33.37,    2.66205,   -86.63,          0,     0.00, 1.46099E-005,   149.18
Line.LINHA290,    2.66206,   -26.63,    2.66205,  -146.63,    2.66205,    93.37,          0,     0.00, 1.46099E-005,   -30.82,    2.66242,   153.36,    2.66242,    33.36,    2.66242,   -86.64,          0,     0.00, 4.88086E-011,   116.57
Line.LINHA291,    111.704,   -26.68,    111.704,  -146.68,    111.703,    93.32,          0,     0.00, 0.00401653,   -30.92,    111.704,   153.32,    111.704,    33.32,    111.704,   -86.68,          0,     0.00, 0.00400192,   149.08
Line.LINHA292,    111.704,   -26.68,    111.704,  -146.68,    111.704,    93.32,          0,     0.00, 0.00400192,   -30.92,    111.705,   153.32,    111.705,    33.32,    111.704,   -86.68,          0,     0.00, 0.00398732,   149.08
Line.LINHA293,    111.705,   -26.68,    111.705,  -146.68,    111.704,    93.32,          0,     0.00, 0.00398732,   -30.92,    111.705,   153.32,    111.705,    33.32,    111.705,   -86.68,          0,     0.00, 0.00397272,   149.08
Line.LINHA294,    1.59778,   -26.56,    1.59776,  -146.56,    1.59776,    93.44,          0,     0.00, 4.37882E-005,   -30.83,    1.59814,   153.41,    1.59812,    33.41,    1.59812,   -86.59,          0,     0.00, 2.91921E-005,   149.17
Line.LINHA295,    1.59814,   -26.59,    1.59812,  -146.59,    1.59812,    93.41,          0,     0.00, 2.9192E-005,   -30.83,     1.5985,   153.38,    1.59849,    33.38,    1.59849,   -86.62,          0,     0.00, 1.4596E-005,   149.17
Line.LINHA296,     1.5985,   -26.62,    1.59849,  -146.62,    1.59849,    93.38,          0,     0.00, 1.4596E-005,   -30.83,    1.59886,   153.36,    1.59886,    33.36,    1.59886,   -86.64,          0,     0.00, 4.94819E-011,   162.90
Line.LINHA297,    110.107,   -26.68,    110.107,  -146.68,    110.107,    93.32,          0,     0.00, 0.00392893,   -30.92,    110.108,   153.32,    110.108,    33.32,    110.107,   -86.68,          0,     0.00, 0.00391434,   149.08
Line.LINHA298,    108.508,   -26.68,    108.508,  -146.68,    108.508,    93.32,          0,     0.00, 0.00391434,   -30.92,    108.509,   153.32,    108.509,    33.32,    108.508,   -86.68,          0,     0.00, 0.00389975,   149.08
Line.LINHA299,    1.59747,   -26.46,    1.59742,  -146.46,    1.59742,    93.54,          0,     0.00, 0.000102101,   -30.83,    1.59782,   153.51,    1.59778,    33.51,    1.59779,   -86.49,          0,     0.00, 8.7515E-005,   149.17
Line.LINHA300,    1.59782,   -26.49,    1.59778,  -146.49,    1.59779,    93.51,          0,     0.00, 8.7515E-005,   -30.83,    1.59818,   153.48,    1.59815,    33.48,    1.59815,   -86.52,          0,     0.00, 7.2929E-005,   149.17
Line.LINHA301,    1.59818,   -26.52,    1.59815,  -146.52,    1.59815,    93.48,          0,     0.00, 7.2929E-005,   -30.83,    1.59854,   153.46,    1.59851,    33.46,    1.59851,   -86.54,          0,     0.00, 5.83431E-005,   149.17
Line.LINHA302,    1.59854,   -26.54,    1.59851,  -146.54,    1.59851,    93.46,          0,     0.00, 5.83431E-005,   -30.83,     1.5989,   153.43,    1.59888,    33.43,    1.59888,   -86.57,          0,     0.00, 4.37572E-005,   149.17
Line.LINHA303,     1.5989,   -26.57,    1.59888,  -146.57,    1.59888,    93.43,          0,     0.00, 4.37572E-005,   -30.83,    1.59926,   153.41,    1.59924,    33.41,    1.59924,   -86.60,          0,     0.00, 2.91714E-005,   149.17
Line.LINHA304,    1.59926,   -26.59,    1.59924,  -146.59,    1.59924,    93.40,          0,     0.00, 2.91715E-005,   -30.83,    1.59962,   153.38,    1.59961,    33.38,    1.59961,   -86.62,          0,     0.00, 1.45858E-005,   149.17
Line.LINHA305,    1.59962,   -26.62,    1.59961,  -146.62,    1.59961,    93.38,          0,     0.00, 1.45856E-005,   -30.83,    1.59998,   153.35,    1.59998,    33.35,    1.59998,   -86.65,          0,     0.00, 8.7991E-011,    97.13
Line.LINHA306,    106.911,   -26.69,    106.911,  -146.69,    106.911,    93.31,          0,     0.00, 0.00379765,   -30.93,    106.912,   153.31,    106.912,    33.31,    106.911,   -86.69,          0,     0.00, 0.00378306,   149.07
Line.LINHA307,    106.912,   -26.69,    106.912,  -146.69,    106.911,    93.31,          0,     0.00, 0.00378306,   -30.93,    106.912,   153.31,    106.912,    33.31,    106.912,   -86.69,          0,     0.00, 0.00376848,   149.07
Line.LINHA308,    106.912,   -26.69,    106.912,  -146.69,    106.912,    93.31,          0,     0.00, 0.00376848,   -30.93,    106.912,   153.31,    106.912,    33.31,    106.912,   -86.69,          0,     0.00, 0.00375391,   149.07
Line.LINHA309,    1.60012,   -26.55,    1.60009,  -146.55,    1.60009,    93.45,          0,     0.00, 5.8285E-005,   -30.84,    1.60047,   153.42,    1.60046,    33.42,    1.60046,   -86.58,          0,     0.00, 4.37137E-005,   149.16
Line.LINHA310,    1.60047,   -26.58,    1.60046,  -146.58,    1.60046,    93.42,          0,     0.00, 4.37137E-005,   -30.84,    1.60083,   153.40,    1.60082,    33.40,    1.60082,   -86.60,          0,     0.00, 2.91425E-005,   149.16
Line.LINHA311,    1.60083,   -26.60,    1.60082,  -146.60,    1.60082,    93.40,          0,     0.00, 2.91424E-005,   -30.84,    1.60119,   153.37,    1.60119,    33.37,    1.60119,   -86.63,          0,     0.00, 1.45712E-005,   149.16
Line.LINHA312,    1.60119,   -26.63,    1.60119,  -146.63,    1.60119,    93.37,          0,     0.00, 1.45712E-005,   -30.84,    1.60155,   153.35,    1.60155,    33.35,    1.60155,   -86.65,          0,     0.00, 9.09495E-011,    73.74
Line.LINHA313,    4.26632,   -26.52,    4.26623,  -146.52,    4.26623,    93.48,          0,     0.00, 0.000203986,   -30.84,    4.26668,   153.47,    4.26659,    33.47,     4.2666,   -86.53,          0,     0.00, 0.000189415,   149.16
Line.LINHA314,    4.26668,   -26.53,    4.26659,  -146.53,     4.2666,    93.47,          0,     0.00, 0.000189415,   -30.84,    4.26703,   153.46,    4.26696,    33.46,    4.26696,   -86.54,          0,     0.00, 0.000174844,   149.16
Line.LINHA315,    4.26703,   -26.54,    4.26696,  -146.54,    4.26696,    93.46,          0,     0.00, 0.000174844,   -30.84,    4.26739,   153.45,    4.26732,    33.45,    4.26732,   -86.55,          0,     0.00, 0.000160273,   149.16
Line.LINHA316,    4.26739,   -26.55,    4.26732,  -146.55,    4.26732,    93.45,          0,     0.00, 0.000160273,   -30.84,    4.26775,   153.44,    4.26768,    33.44,    4.26769,   -86.56,          0,     0.00, 0.000145702,   149.16
Line.LINHA317,    2.66685,   -26.54,     2.6668,  -146.54,     2.6668,    93.46,          0,     0.00, 0.000116561,   -30.84,    2.66721,   153.45,    2.66716,    33.45,    2.66716,   -86.55,          0,     0.00, 0.000101991,   149.16
Line.LINHA318,    2.66721,   -26.55,    2.66716,  -146.55,    2.66716,    93.45,          0,     0.00, 0.00010199,   -30.84,    2.66756,   153.43,    2.66752,    33.43,    2.66753,   -86.57,          0,     0.00, 8.74201E-005,   149.16
Line.LINHA319,    2.66756,   -26.57,    2.66752,  -146.57,    2.66753,    93.43,          0,     0.00, 8.74202E-005,   -30.84,    2.66792,   153.42,    2.66789,    33.42,    2.66789,   -86.59,          0,     0.00, 7.285E-005,   149.16
Line.LINHA320,    2.66792,   -26.58,    2.66789,  -146.58,    2.66789,    93.41,          0,     0.00, 7.28498E-005,   -30.84,    2.66828,   153.40,    2.66825,    33.40,    2.66826,   -86.60,          0,     0.00, 5.82797E-005,   149.16
Line.LINHA321,    2.66828,   -26.60,    2.66825,  -146.60,    2.66826,    93.40,          0,     0.00, 5.82796E-005,   -30.84,    2.66864,   153.38,    2.66862,    33.38,    2.66862,   -86.62,          0,     0.00, 4.37096E-005,   149.16
Line.LINHA322,    2.66864,   -26.62,    2.66862,  -146.62,    2.66862,    93.38,          0,     0.00, 4.37095E-005,   -30.84,      2.669,   153.37,    2.66898,    33.37,    2.66898,   -86.63,          0,     0.00, 2.91395E-005,   149.16
Line.LINHA323,      2.669,   -26.63,    2.66898,  -146.63,    2.66898,    93.37,          0,     0.00, 2.91395E-005,   -30.84,    2.66936,   153.35,    2.66935,    33.35,    2.66935,   -86.65,          0,     0.00, 1.45696E-005,   149.16
Line.LINHA324,    2.66936,   -26.65,    2.66935,  -146.65,    2.66935,    93.35,          0,     0.00, 1.45697E-005,   -30.84,    2.66972,   153.34,    2.66972,    33.34,    2.66972,   -86.66,          0,     0.00, 6.50781E-011,  -153.43
Line.LINHA325,     1.6009,   -26.60,    1.60089,  -146.60,    1.60089,    93.40,          0,     0.00, 2.91412E-005,   -30.84,    1.60126,   153.37,    1.60125,    33.37,    1.60125,   -86.63,          0,     0.00, 1.45706E-005,   149.16
Line.LINHA326,    1.60126,   -26.63,    1.60125,  -146.63,    1.60125,    93.37,          0,     0.00, 1.45706E-005,   -30.84,    1.60162,   153.35,    1.60162,    33.35,    1.60162,   -86.65,          0,     0.00, 4.1159E-011,   135.00
Line.LINHA327,    101.046,   -26.70,    101.046,  -146.70,    101.046,    93.30,          0,     0.00, 0.00349164,   -30.93,    101.046,   153.30,    101.046,    33.30,    101.046,   -86.70,          0,     0.00, 0.00347707,   149.07
Line.LINHA328,    101.046,   -26.70,    101.046,  -146.70,    101.046,    93.30,          0,     0.00, 0.00347707,   -30.93,    101.047,   153.30,    101.047,    33.30,    101.046,   -86.70,          0,     0.00, 0.00346251,   149.06
Line.LINHA329,    101.047,   -26.70,    101.047,  -146.70,    101.046,    93.30,          0,     0.00, 0.00346251,   -30.94,    101.047,   153.30,    101.047,    33.30,    101.047,   -86.70,          0,     0.00, 0.00344795,   149.06
Line.LINHA330,    101.047,   -26.70,    101.047,  -146.70,    101.047,    93.30,          0,     0.00, 0.00344795,   -30.94,    101.047,   153.30,    101.047,    33.30,    101.047,   -86.70,          0,     0.00, 0.00343339,   149.06
Line.LINHA331,    3.20368,   -26.53,    3.20361,  -146.53,    3.20361,    93.47,          0,     0.00, 0.000145524,   -30.85,    3.20403,   153.45,    3.20398,    33.46,    3.20398,   -86.55,          0,     0.00, 0.000130971,   149.15
Line.LINHA332,    3.20403,   -26.55,    3.20398,  -146.54,    3.20398,    93.45,          0,     0.00, 0.000130971,   -30.85,    3.20439,   153.44,    3.20434,    33.44,    3.20434,   -86.56,          0,     0.00, 0.000116418,   149.15
Line.LINHA333,    3.20439,   -26.56,    3.20434,  -146.56,    3.20434,    93.44,          0,     0.00, 0.000116418,   -30.85,    3.20475,   153.43,     3.2047,    33.43,    3.20471,   -86.57,          0,     0.00, 0.000101866,   149.15
Line.LINHA334,    3.20475,   -26.57,     3.2047,  -146.57,    3.20471,    93.43,          0,     0.00, 0.000101866,   -30.85,    3.20511,   153.41,    3.20507,    33.42,    3.20507,   -86.59,          0,     0.00, 8.73132E-005,   149.15
Line.LINHA335,     1.6029,   -26.61,    1.60289,  -146.61,    1.60289,    93.39,          0,     0.00, 2.91045E-005,   -30.85,    1.60326,   153.36,    1.60326,    33.36,    1.60326,   -86.64,          0,     0.00, 1.45522E-005,   149.15
Line.LINHA336,    1.60326,   -26.64,    1.60326,  -146.64,    1.60326,    93.36,          0,     0.00, 1.45522E-005,   -30.85,    1.60362,   153.34,    1.60362,    33.34,    1.60362,   -86.66,          0,     0.00, 4.38071E-011,    85.24
Line.LINHA337,     1.6022,   -26.56,    1.60218,  -146.56,    1.60218,    93.44,          0,     0.00, 5.82086E-005,   -30.85,    1.60256,   153.41,    1.60254,    33.42,    1.60254,   -86.59,          0,     0.00, 4.36563E-005,   149.15
Line.LINHA338,    1.60256,   -26.59,    1.60254,  -146.58,    1.60254,    93.41,          0,     0.00, 4.36564E-005,   -30.85,    1.60292,   153.39,    1.60291,    33.39,    1.60291,   -86.61,          0,     0.00, 2.91042E-005,   149.15
Line.LINHA339,    1.60292,   -26.61,    1.60291,  -146.61,    1.60291,    93.39,          0,     0.00, 2.91042E-005,   -30.85,    1.60328,   153.36,    1.60327,    33.36,    1.60327,   -86.64,          0,     0.00, 1.4552E-005,   149.15
Line.LINHA340,    1.60328,   -26.64,    1.60327,  -146.64,    1.60327,    93.36,          0,     0.00, 1.45521E-005,   -30.85,    1.60364,   153.34,    1.60364,    33.34,    1.60364,   -86.66,          0,     0.00, 4.36557E-011,   180.00
Line.LINHA341,    97.8436,   -26.70,    97.8438,  -146.70,    97.8434,    93.29,          0,     0.00, 0.00328787,   -30.94,     97.844,   153.30,    97.8442,    33.30,    97.8438,   -86.71,          0,     0.00, 0.00327332,   149.06
Line.LINHA342,    96.2399,   -26.71,    96.2401,  -146.70,    96.2398,    93.29,          0,     0.00, 0.00327332,   -30.94,    96.2403,   153.29,    96.2405,    33.30,    96.2401,   -86.71,          0,     0.00, 0.00325877,   149.06
Line.LINHA343,    96.2403,   -26.71,    96.2405,  -146.70,    96.2401,    93.29,          0,     0.00, 0.00325877,   -30.94,    96.2407,   153.29,    96.2409,    33.29,    96.2405,   -86.71,          0,     0.00, 0.00324423,   149.06
Line.LINHA344,    96.2407,   -26.71,    96.2409,  -146.71,    96.2405,    93.29,          0,     0.00, 0.00324423,   -30.94,     96.241,   153.29,    96.2412,    33.29,    96.2409,   -86.71,          0,     0.00, 0.00322969,   149.06
Line.LINHA345,     96.241,   -26.71,    96.2412,  -146.71,    96.2409,    93.29,          0,     0.00, 0.00322969,   -30.94,    96.2414,   153.29,    96.2416,    33.29,    96.2412,   -86.71,          0,     0.00, 0.00321516,   149.06
Line.LINHA346,    1.60526,   -26.62,    1.60525,  -146.62,    1.60525,    93.38,          0,     0.00, 2.90615E-005,   -30.87,    1.60562,   153.35,    1.60561,    33.35,    1.60561,   -86.65,          0,     0.00, 1.45307E-005,   149.13
Line.LINHA347,    1.60562,   -26.65,    1.60561,  -146.65,    1.60561,    93.35,          0,     0.00, 1.45306E-005,   -30.87,    1.60598,   153.33,    1.60598,    33.33,    1.60598,   -86.67,          0,     0.00, 1.62695E-011,  -116.57
Line.LINHA348,    94.6361,   -26.71,    94.6364,  -146.71,     94.636,    93.29,          0,     0.00,  0.0031861,   -30.94,    94.6365,   153.29,    94.6367,    33.29,    94.6363,   -86.71,          0,     0.00, 0.00317157,   149.06
Line.LINHA349,    94.6365,   -26.71,    94.6367,  -146.71,    94.6363,    93.29,          0,     0.00, 0.00317157,   -30.94,    94.6368,   153.29,    94.6371,    33.29,    94.6367,   -86.71,          0,     0.00, 0.00315704,   149.06
Line.LINHA350,    94.6368,   -26.71,    94.6371,  -146.71,    94.6367,    93.29,          0,     0.00, 0.00315704,   -30.94,    94.6372,   153.29,    94.6375,    33.29,    94.6371,   -86.71,          0,     0.00, 0.00314252,   149.06
Line.LINHA351,    94.6372,   -26.71,    94.6375,  -146.71,    94.6371,    93.29,          0,     0.00, 0.00314252,   -30.94,    94.6376,   153.29,    94.6378,    33.29,    94.6374,   -86.71,          0,     0.00, 0.00312801,   149.06
Line.LINHA352,    93.0297,   -26.71,      93.03,  -146.71,    93.0296,    93.29,          0,     0.00, 0.00312801,   -30.94,      93.03,   153.29,    93.0303,    33.29,    93.0299,   -86.71,          0,     0.00,  0.0031135,   149.06
Line.LINHA353,      93.03,   -26.71,    93.0303,  -146.71,    93.0299,    93.29,          0,     0.00,  0.0031135,   -30.94,    93.0304,   153.29,    93.0307,    33.29,    93.0303,   -86.71,          0,     0.00, 0.00309899,   149.06
Line.LINHA354,    2.67986,   -26.62,    2.67983,  -146.62,    2.67983,    93.38,          0,     0.00, 7.25228E-005,   -30.88,    2.68022,   153.37,    2.68019,    33.37,    2.68019,   -86.63,          0,     0.00, 5.8018E-005,   149.12
Line.LINHA355,    2.68022,   -26.63,    2.68019,  -146.63,    2.68019,    93.37,          0,     0.00, 5.8018E-005,   -30.88,    2.68058,   153.35,    2.68056,    33.35,    2.68056,   -86.65,          0,     0.00, 4.35134E-005,   149.12
Line.LINHA356,    2.68058,   -26.65,    2.68056,  -146.65,    2.68056,    93.35,          0,     0.00, 4.35131E-005,   -30.88,    2.68093,   153.34,    2.68092,    33.34,    2.68092,   -86.66,          0,     0.00, 2.90086E-005,   149.12
Line.LINHA357,    2.68093,   -26.66,    2.68092,  -146.66,    2.68092,    93.34,          0,     0.00, 2.90087E-005,   -30.88,    2.68129,   153.32,    2.68128,    33.32,    2.68128,   -86.68,          0,     0.00, 1.45042E-005,   149.12
Line.LINHA358,    2.68129,   -26.68,    2.68128,  -146.68,    2.68128,    93.32,          0,     0.00, 1.45043E-005,   -30.88,    2.68165,   153.31,    2.68165,    33.31,    2.68165,   -86.69,          0,     0.00, 3.25391E-011,  -116.57
Line.LINHA359,    90.3505,   -26.71,    90.3509,  -146.71,    90.3505,    93.28,          0,     0.00, 0.00302647,   -30.95,    90.3509,   153.29,    90.3512,    33.29,    90.3508,   -86.72,          0,     0.00, 0.00301197,   149.05
Line.LINHA360,    90.3509,   -26.71,    90.3512,  -146.71,    90.3508,    93.28,          0,     0.00, 0.00301197,   -30.95,    90.3513,   153.28,    90.3516,    33.29,    90.3512,   -86.72,          0,     0.00, 0.00299747,   149.05
Line.LINHA361,    2.68138,   -26.62,    2.68135,  -146.62,    2.68135,    93.38,          0,     0.00, 7.24814E-005,   -30.89,    2.68174,   153.36,    2.68171,    33.36,    2.68171,   -86.64,          0,     0.00, 5.79848E-005,   149.11
Line.LINHA362,    2.68174,   -26.64,    2.68171,  -146.64,    2.68171,    93.36,          0,     0.00, 5.79848E-005,   -30.89,     2.6821,   153.35,    2.68208,    33.35,    2.68208,   -86.65,          0,     0.00, 4.34885E-005,   149.11
Line.LINHA363,     2.6821,   -26.65,    2.68208,  -146.65,    2.68208,    93.35,          0,     0.00, 4.34884E-005,   -30.89,    2.68245,   153.33,    2.68244,    33.33,    2.68244,   -86.67,          0,     0.00, 2.89922E-005,   149.11
