Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"2078", 13.8, 1,    7930.22,    0.0,   0.99533, 2,    7930.25, -120.0,   0.99533, 3,    7930.24,  120.0,   0.99533
"2079", 13.8, 1,    7929.06,    0.0,   0.99518, 2,     7929.1, -120.0,   0.99519, 3,    7929.08,  120.0,   0.99519
"2080", 13.8, 1,    7929.06,    0.0,   0.99518, 2,    7929.09, -120.0,   0.99519, 3,    7929.08,  120.0,   0.99519
"2081", 13.8, 1,    7929.02,    0.0,   0.99518, 2,    7929.05, -120.0,   0.99518, 3,    7929.04,  120.0,   0.99518
"2082", 13.8, 1,    7928.97,    0.0,   0.99517, 2,    7929.01, -120.0,   0.99518, 3,       7929,  120.0,   0.99518
"2083", 13.8, 1,    7928.93,    0.0,   0.99517, 2,    7928.97, -120.0,   0.99517, 3,    7928.95,  120.0,   0.99517
"2084", 13.8, 1,    7928.89,    0.0,   0.99516, 2,    7928.92, -120.0,   0.99517, 3,    7928.91,  120.0,   0.99517
"2085", 13.8, 1,    7928.85,    0.0,   0.99516, 2,    7928.88, -120.0,   0.99516, 3,    7928.87,  120.0,   0.99516
"2086", 13.8, 1,     7928.8,    0.0,   0.99515, 2,    7928.84, -120.0,   0.99516, 3,    7928.83,  120.0,   0.99515
"2087", 13.8, 1,    7928.79,    0.0,   0.99515, 2,    7928.82, -120.0,   0.99515, 3,    7928.81,  120.0,   0.99515
"2089", 13.8, 1,    7928.78,    0.0,   0.99515, 2,    7928.81, -120.0,   0.99515, 3,     7928.8,  120.0,   0.99515
"2090", 13.8, 1,    7928.75,    0.0,   0.99514, 2,    7928.79, -120.0,   0.99515, 3,    7928.77,  120.0,   0.99515
"2092", 13.8, 1,    7927.95,    0.0,   0.99504, 2,    7927.99, -120.0,   0.99505, 3,    7927.97,  120.0,   0.99505
"2093", 13.8, 1,    7926.84,    0.0,   0.99491, 2,    7926.88, -120.0,   0.99491, 3,    7926.87,  120.0,   0.99491
"2094", 13.8, 1,    7925.73,    0.0,   0.99477, 2,    7925.77, -120.0,   0.99477, 3,    7925.76,  120.0,   0.99477
"2095", 13.8, 1,    7925.71,    0.0,   0.99476, 2,    7925.75, -120.0,   0.99477, 3,    7925.74,  120.0,   0.99477
"2096", 13.8, 1,     7925.7,    0.0,   0.99476, 2,    7925.74, -120.0,   0.99477, 3,    7925.72,  120.0,   0.99476
"2099", 13.8, 1,    7923.56,    0.0,   0.99449, 2,     7923.6, -120.0,    0.9945, 3,    7923.58,  120.0,    0.9945
"2100", 13.8, 1,    7923.54,    0.0,   0.99449, 2,    7923.58, -120.0,    0.9945, 3,    7923.57,  120.0,   0.99449
"2101", 13.8, 1,    7923.52,    0.0,   0.99449, 2,    7923.56, -120.0,   0.99449, 3,    7923.55,  120.0,   0.99449
"2102", 13.8, 1,    7923.51,    0.0,   0.99449, 2,    7923.55, -120.0,   0.99449, 3,    7923.54,  120.0,   0.99449
"2103", 13.8, 1,    7923.49,    0.0,   0.99448, 2,    7923.53, -120.0,   0.99449, 3,    7923.52,  120.0,   0.99449
"2104", 13.8, 1,    7923.48,    0.0,   0.99448, 2,    7923.52, -120.0,   0.99449, 3,     7923.5,  120.0,   0.99449
"2105", 13.8, 1,    7923.46,    0.0,   0.99448, 2,     7923.5, -120.0,   0.99449, 3,    7923.49,  120.0,   0.99448
"2107", 13.8, 1,    7922.49,    0.0,   0.99436, 2,    7922.53, -120.0,   0.99436, 3,    7922.52,  120.0,   0.99436
"2108", 13.8, 1,    7921.43,    0.0,   0.99423, 2,    7921.47, -120.0,   0.99423, 3,    7921.46,  120.0,   0.99423
"2109", 13.8, 1,    7920.37,    0.0,   0.99409, 2,    7920.41, -120.0,    0.9941, 3,     7920.4,  120.0,    0.9941
"2110", 13.8, 1,    7920.35,    0.0,   0.99409, 2,    7920.39, -120.0,    0.9941, 3,    7920.38,  120.0,   0.99409
"2111", 13.8, 1,    7920.34,    0.0,   0.99409, 2,    7920.38, -120.0,   0.99409, 3,    7920.37,  120.0,   0.99409
"2112", 13.8, 1,    7920.32,    0.0,   0.99409, 2,    7920.36, -120.0,   0.99409, 3,    7920.35,  120.0,   0.99409
"2114", 13.8, 1,    7920.32,    0.0,   0.99409, 2,    7920.37, -120.0,   0.99409, 3,    7920.35,  120.0,   0.99409
"2115", 13.8, 1,    7920.28,    0.0,   0.99408, 2,    7920.32, -120.0,   0.99409, 3,    7920.31,  120.0,   0.99409
"2116", 13.8, 1,    7920.24,    0.0,   0.99408, 2,    7920.28, -120.0,   0.99408, 3,    7920.27,  120.0,   0.99408
"2117", 13.8, 1,     7920.2,    0.0,   0.99407, 2,    7920.24, -120.0,   0.99408, 3,    7920.23,  120.0,   0.99408
"2118", 13.8, 1,    7920.17,    0.0,   0.99407, 2,    7920.21, -120.0,   0.99407, 3,     7920.2,  120.0,   0.99407
"2119", 13.8, 1,    7920.14,    0.0,   0.99406, 2,    7920.19, -120.0,   0.99407, 3,    7920.17,  120.0,   0.99407
"2120", 13.8, 1,    7920.12,    0.0,   0.99406, 2,    7920.16, -120.0,   0.99407, 3,    7920.15,  120.0,   0.99407
"2121", 13.8, 1,    7920.09,    0.0,   0.99406, 2,    7920.13, -120.0,   0.99406, 3,    7920.12,  120.0,   0.99406
"2122", 13.8, 1,    7920.06,    0.0,   0.99405, 2,    7920.11, -120.0,   0.99406, 3,    7920.09,  120.0,   0.99406
"2123", 13.8, 1,    7920.04,    0.0,   0.99405, 2,    7920.08, -120.0,   0.99406, 3,    7920.07,  120.0,   0.99406
"2124", 13.8, 1,    7920.01,    0.0,   0.99405, 2,    7920.05, -120.0,   0.99405, 3,    7920.04,  120.0,   0.99405
"2126", 13.8, 1,    7920.18,    0.0,   0.99407, 2,    7920.22, -120.0,   0.99407, 3,    7920.21,  120.0,   0.99407
"2128", 13.8, 1,    7919.36,    0.0,   0.99397, 2,    7919.41, -120.0,   0.99397, 3,    7919.39,  120.0,   0.99397
"2129", 13.8, 1,    7918.36,    0.0,   0.99384, 2,     7918.4, -120.0,   0.99385, 3,    7918.39,  120.0,   0.99384
"2130", 13.8, 1,    7917.35,    0.0,   0.99371, 2,     7917.4, -120.0,   0.99372, 3,    7917.39,  120.0,   0.99372
"2131", 13.8, 1,    7916.35,    0.0,   0.99359, 2,    7916.39, -120.0,   0.99359, 3,    7916.38,  120.0,   0.99359
"2132", 13.8, 1,    7916.32,    0.0,   0.99358, 2,    7916.36, -120.0,   0.99359, 3,    7916.35,  120.0,   0.99359
"2133", 13.8, 1,    7916.29,    0.0,   0.99358, 2,    7916.33, -120.0,   0.99359, 3,    7916.32,  120.0,   0.99358
"2134", 13.8, 1,    7916.25,    0.0,   0.99358, 2,     7916.3, -120.0,   0.99358, 3,    7916.29,  120.0,   0.99358
"2135", 13.8, 1,    7916.22,    0.0,   0.99357, 2,    7916.27, -120.0,   0.99358, 3,    7916.25,  120.0,   0.99358
"2136", 13.8, 1,    7916.21,    0.0,   0.99357, 2,    7916.25, -120.0,   0.99358, 3,    7916.24,  120.0,   0.99357
"2138", 13.8, 1,    7916.21,    0.0,   0.99357, 2,    7916.25, -120.0,   0.99358, 3,    7916.24,  120.0,   0.99357
"2139", 13.8, 1,    7916.19,    0.0,   0.99357, 2,    7916.24, -120.0,   0.99357, 3,    7916.22,  120.0,   0.99357
"2140", 13.8, 1,    7916.17,    0.0,   0.99357, 2,    7916.22, -120.0,   0.99357, 3,    7916.21,  120.0,   0.99357
"2143", 13.8, 1,    7914.42,    0.0,   0.99335, 2,    7914.47, -120.0,   0.99335, 3,    7914.45,  120.0,   0.99335
"2144", 13.8, 1,    7913.46,    0.0,   0.99323, 2,    7913.51, -120.0,   0.99323, 3,     7913.5,  120.0,   0.99323
"2145", 13.8, 1,    7912.51,    0.0,   0.99311, 2,    7912.56, -120.0,   0.99311, 3,    7912.54,  120.0,   0.99311
"2146", 13.8, 1,    7911.55,    0.0,   0.99299, 2,     7911.6, -120.0,   0.99299, 3,    7911.59,  120.0,   0.99299
"2147", 13.8, 1,    7911.53,    0.0,   0.99298, 2,    7911.58, -120.0,   0.99299, 3,    7911.57,  120.0,   0.99299
"2149", 13.8, 1,    7910.61,    0.0,   0.99287, 2,    7910.66, -120.0,   0.99287, 3,    7910.65,  120.0,   0.99287
"2150", 13.8, 1,    7909.67,    0.0,   0.99275, 2,    7909.72, -120.0,   0.99276, 3,    7909.71,  120.0,   0.99275
"2151", 13.8, 1,    7908.73,    0.0,   0.99263, 2,    7908.78, -120.0,   0.99264, 3,    7908.77,  120.0,   0.99264
"2153", 13.8, 1,    7906.86,    0.0,    0.9924, 2,    7906.92, -120.0,    0.9924, 3,     7906.9,  120.0,    0.9924
"2154", 13.8, 1,    7905.94,    0.0,   0.99228, 2,    7905.99, -120.0,   0.99229, 3,    7905.98,  120.0,   0.99229
"2155", 13.8, 1,    7905.91,    0.0,   0.99228, 2,    7905.97, -120.0,   0.99229, 3,    7905.95,  120.0,   0.99228
"2156", 13.8, 1,    7905.88,    0.0,   0.99227, 2,    7905.94, -120.0,   0.99228, 3,    7905.92,  120.0,   0.99228
"2157", 13.8, 1,    7905.86,    0.0,   0.99227, 2,    7905.91, -120.0,   0.99228, 3,     7905.9,  120.0,   0.99228
"2158", 13.8, 1,    7905.83,    0.0,   0.99227, 2,    7905.89, -120.0,   0.99228, 3,    7905.87,  120.0,   0.99227
"2160", 13.8, 1,    7905.04,    0.0,   0.99217, 2,    7905.09, -120.0,   0.99218, 3,    7905.08,  120.0,   0.99217
"2161", 13.8, 1,    7904.14,    0.0,   0.99206, 2,     7904.2, -120.0,   0.99206, 3,    7904.18,  120.0,   0.99206
"2162", 13.8, 1,    7904.11,    0.0,   0.99205, 2,    7904.17, -120.0,   0.99206, 3,    7904.16,  120.0,   0.99206
"2163", 13.8, 1,    7904.09,    0.0,   0.99205, 2,    7904.14, -120.0,   0.99206, 3,    7904.13,  120.0,   0.99205
"2164", 13.8, 1,    7904.06,    0.0,   0.99205, 2,    7904.12, -120.0,   0.99205, 3,     7904.1,  120.0,   0.99205
"2165", 13.8, 1,    7904.03,    0.0,   0.99204, 2,    7904.09, -120.0,   0.99205, 3,    7904.08,  120.0,   0.99205
"2167", 13.8, 1,    7903.27,    0.0,   0.99195, 2,    7903.33, -120.0,   0.99195, 3,    7903.31,  120.0,   0.99195
"2169", 13.8, 1,    7901.55,    0.0,   0.99173, 2,    7901.61, -120.0,   0.99174, 3,     7901.6,  120.0,   0.99174
"2170", 13.8, 1,    7900.71,    0.0,   0.99163, 2,    7900.77, -120.0,   0.99163, 3,    7900.75,  120.0,   0.99163
"2171", 13.8, 1,    7899.86,    0.0,   0.99152, 2,    7899.92, -120.0,   0.99153, 3,    7899.91,  120.0,   0.99152
"2172", 13.8, 1,    7899.02,    0.0,   0.99141, 2,    7899.08, -120.0,   0.99142, 3,    7899.06,  120.0,   0.99142
"2173", 13.8, 1,    7898.88,    0.0,    0.9914, 2,    7898.94, -120.0,    0.9914, 3,    7898.92,  120.0,    0.9914
"2174", 13.8, 1,    7898.03,    0.0,   0.99129, 2,    7898.09, -120.0,    0.9913, 3,    7898.08,  120.0,    0.9913
"2175", 13.8, 1,    7897.19,    0.0,   0.99118, 2,    7897.25, -120.0,   0.99119, 3,    7897.24,  120.0,   0.99119
"2178", 13.8, 1,    7895.52,    0.0,   0.99097, 2,    7895.59, -120.0,   0.99098, 3,    7895.57,  120.0,   0.99098
"2179", 13.8, 1,    7894.71,    0.0,   0.99087, 2,    7894.77, -120.0,   0.99088, 3,    7894.76,  120.0,   0.99088
"2180", 13.8, 1,    7893.89,    0.0,   0.99077, 2,    7893.95, -120.0,   0.99078, 3,    7893.94,  120.0,   0.99078
"2181", 13.8, 1,    7893.88,    0.0,   0.99077, 2,    7893.95, -120.0,   0.99078, 3,    7893.93,  120.0,   0.99077
"2182", 13.8, 1,    7893.86,    0.0,   0.99077, 2,    7893.92, -120.0,   0.99077, 3,    7893.91,  120.0,   0.99077
"2183", 13.8, 1,    7893.83,    0.0,   0.99076, 2,     7893.9, -120.0,   0.99077, 3,    7893.88,  120.0,   0.99077
"2185", 13.8, 1,     7893.1,    0.0,   0.99067, 2,    7893.16, -120.0,   0.99068, 3,    7893.15,  120.0,   0.99068
"2186", 13.8, 1,     7892.3,    0.0,   0.99057, 2,    7892.37, -120.0,   0.99058, 3,    7892.36,  120.0,   0.99058
"2187", 13.8, 1,    7892.28,    0.0,   0.99057, 2,    7892.35, -120.0,   0.99058, 3,    7892.33,  120.0,   0.99057
"2188", 13.8, 1,    7892.25,    0.0,   0.99056, 2,    7892.32, -120.0,   0.99057, 3,     7892.3,  120.0,   0.99057
"2189", 13.8, 1,    7892.22,    0.0,   0.99056, 2,    7892.29, -120.0,   0.99057, 3,    7892.28,  120.0,   0.99057
"2191", 13.8, 1,    7891.54,    0.0,   0.99047, 2,    7891.61, -120.0,   0.99048, 3,    7891.59,  120.0,   0.99048
"2192", 13.8, 1,    7890.77,    0.0,   0.99038, 2,    7890.84, -120.0,   0.99039, 3,    7890.83,  120.0,   0.99039
"2194", 13.8, 1,    7890.04,    0.0,   0.99029, 2,    7890.11, -120.0,   0.99029, 3,    7890.09,  120.0,   0.99029
"2195", 13.8, 1,     7889.3,    0.0,   0.99019, 2,    7889.37, -120.0,    0.9902, 3,    7889.35,  120.0,    0.9902
"2196", 13.8, 1,    7889.29,    0.0,   0.99019, 2,    7889.36, -120.0,    0.9902, 3,    7889.35,  120.0,    0.9902
"2197", 13.8, 1,    7889.27,    0.0,   0.99019, 2,    7889.34, -120.0,    0.9902, 3,    7889.32,  120.0,    0.9902
"2198", 13.8, 1,    7889.24,    0.0,   0.99019, 2,    7889.31, -120.0,   0.99019, 3,    7889.29,  120.0,   0.99019
"2201", 13.8, 1,     7887.9,    0.0,   0.99002, 2,    7887.97, -120.0,   0.99003, 3,    7887.96,  120.0,   0.99002
"2202", 13.8, 1,    7887.22,    0.0,   0.98993, 2,    7887.29, -120.0,   0.98994, 3,    7887.27,  120.0,   0.98994
"2203", 13.8, 1,    7886.53,    0.0,   0.98985, 2,    7886.61, -120.0,   0.98986, 3,    7886.59,  120.0,   0.98985
"2204", 13.8, 1,    7885.85,    0.0,   0.98976, 2,    7885.92, -120.0,   0.98977, 3,     7885.9,  120.0,   0.98977
"2205", 13.8, 1,    7885.16,    0.0,   0.98967, 2,    7885.24, -120.0,   0.98968, 3,    7885.22,  120.0,   0.98968
"2206", 13.8, 1,    7884.48,    0.0,   0.98959, 2,    7884.55, -120.0,    0.9896, 3,    7884.54,  120.0,    0.9896
"2207", 13.8, 1,    7883.79,    0.0,    0.9895, 2,    7883.87, -120.0,   0.98951, 3,    7883.85,  120.0,   0.98951
"2208", 13.8, 1,    7883.25,    0.0,   0.98943, 2,    7883.32, -120.0,   0.98944, 3,    7883.31,  120.0,   0.98944
"2209", 13.8, 1,    7883.65,    0.0,   0.98948, 2,    7883.73, -120.0,   0.98949, 3,    7883.71,  120.0,   0.98949
"2210", 13.8, 1,    7883.52,    0.0,   0.98947, 2,    7883.59, -120.0,   0.98948, 3,    7883.58,  120.0,   0.98948
"2211", 13.8, 1,    7883.38,    0.0,   0.98945, 2,    7883.46, -120.0,   0.98946, 3,    7883.44,  120.0,   0.98946
"2212", 13.8, 1,    7883.24,    0.0,   0.98943, 2,    7883.32, -120.0,   0.98944, 3,     7883.3,  120.0,   0.98944
"2213", 13.8, 1,     7883.1,    0.0,   0.98942, 2,    7883.18, -120.0,   0.98943, 3,    7883.16,  120.0,   0.98942
"2214", 13.8, 1,    7883.07,    0.0,   0.98941, 2,    7883.15, -120.0,   0.98942, 3,    7883.13,  120.0,   0.98942
"2215", 13.8, 1,    7883.04,    0.0,   0.98941, 2,    7883.12, -120.0,   0.98942, 3,     7883.1,  120.0,   0.98942
"2216", 13.8, 1,    7883.01,    0.0,    0.9894, 2,    7883.08, -120.0,   0.98941, 3,    7883.07,  120.0,   0.98941
"2217", 13.8, 1,    7882.98,    0.0,    0.9894, 2,    7883.05, -120.0,   0.98941, 3,    7883.04,  120.0,   0.98941
"2218", 13.8, 1,    7882.94,    0.0,    0.9894, 2,    7883.02, -120.0,   0.98941, 3,       7883,  120.0,    0.9894
"2220", 13.8, 1,     7882.9,    0.0,   0.98939, 2,    7882.97, -120.0,    0.9894, 3,    7882.96,  120.0,    0.9894
"2221", 13.8, 1,    7882.88,    0.0,   0.98939, 2,    7882.96, -120.0,    0.9894, 3,    7882.94,  120.0,    0.9894
"2222", 13.8, 1,    7882.86,    0.0,   0.98939, 2,    7882.94, -120.0,    0.9894, 3,    7882.92,  120.0,   0.98939
"2223", 13.8, 1,    7882.85,    0.0,   0.98938, 2,    7882.93, -120.0,   0.98939, 3,    7882.91,  120.0,   0.98939
"2224", 13.8, 1,    7882.83,    0.0,   0.98938, 2,    7882.91, -120.0,   0.98939, 3,    7882.89,  120.0,   0.98939
"2225", 13.8, 1,    7882.82,    0.0,   0.98938, 2,    7882.89, -120.0,   0.98939, 3,    7882.88,  120.0,   0.98939
"2226", 13.8, 1,     7882.8,    0.0,   0.98938, 2,    7882.88, -120.0,   0.98939, 3,    7882.86,  120.0,   0.98939
"2227", 13.8, 1,    7882.78,    0.0,   0.98938, 2,    7882.86, -120.0,   0.98939, 3,    7882.84,  120.0,   0.98938
"2228", 13.8, 1,    7882.77,    0.0,   0.98937, 2,    7882.85, -120.0,   0.98938, 3,    7882.83,  120.0,   0.98938
"2229", 13.8, 1,    7882.75,    0.0,   0.98937, 2,    7882.83, -120.0,   0.98938, 3,    7882.81,  120.0,   0.98938
"2230", 13.8, 1,    7882.74,    0.0,   0.98937, 2,    7882.81, -120.0,   0.98938, 3,     7882.8,  120.0,   0.98938
"2232", 13.8, 1,    7882.72,    0.0,   0.98937, 2,     7882.8, -120.0,   0.98938, 3,    7882.78,  120.0,   0.98938
"2233", 13.8, 1,    7882.72,    0.0,   0.98937, 2,     7882.8, -120.0,   0.98938, 3,    7882.78,  120.0,   0.98938
"2234", 13.8, 1,    7882.72,    0.0,   0.98937, 2,     7882.8, -120.0,   0.98938, 3,    7882.78,  120.0,   0.98938
"2235", 13.8, 1,       7883,    0.0,    0.9894, 2,    7883.07, -120.0,   0.98941, 3,    7883.06,  120.0,   0.98941
"2236", 13.8, 1,    7882.89,    0.0,   0.98939, 2,    7882.97, -120.0,    0.9894, 3,    7882.95,  120.0,    0.9894
"2238", 13.8, 1,     7882.7,    0.0,   0.98936, 2,    7882.77, -120.0,   0.98937, 3,    7882.76,  120.0,   0.98937
"2239", 13.8, 1,    7882.68,    0.0,   0.98936, 2,    7882.76, -120.0,   0.98937, 3,    7882.74,  120.0,   0.98937
"2240", 13.8, 1,    7882.66,    0.0,   0.98936, 2,    7882.74, -120.0,   0.98937, 3,    7882.72,  120.0,   0.98937
"2242", 13.8, 1,     7882.7,    0.0,   0.98936, 2,    7882.77, -120.0,   0.98937, 3,    7882.76,  120.0,   0.98937
"2243", 13.8, 1,     7882.7,    0.0,   0.98936, 2,    7882.77, -120.0,   0.98937, 3,    7882.76,  120.0,   0.98937
"2244", 13.8, 1,     7882.7,    0.0,   0.98936, 2,    7882.77, -120.0,   0.98937, 3,    7882.76,  120.0,   0.98937
"2245", 13.8, 1,     7882.7,    0.0,   0.98936, 2,    7882.77, -120.0,   0.98937, 3,    7882.76,  120.0,   0.98937
"2246", 13.8, 1,    7882.62,    0.0,   0.98936, 2,     7882.7, -120.0,   0.98936, 3,    7882.68,  120.0,   0.98936
"2247", 13.8, 1,    7882.55,    0.0,   0.98935, 2,    7882.62, -120.0,   0.98936, 3,    7882.61,  120.0,   0.98935
"2248", 13.8, 1,    7882.53,    0.0,   0.98934, 2,    7882.61, -120.0,   0.98935, 3,    7882.59,  120.0,   0.98935
"2249", 13.8, 1,    7882.52,    0.0,   0.98934, 2,    7882.59, -120.0,   0.98935, 3,    7882.58,  120.0,   0.98935
"2251", 13.8, 1,    7882.49,    0.0,   0.98934, 2,    7882.57, -120.0,   0.98935, 3,    7882.55,  120.0,   0.98935
"2252", 13.8, 1,    7882.43,    0.0,   0.98933, 2,    7882.51, -120.0,   0.98934, 3,    7882.49,  120.0,   0.98934
"2254", 13.8, 1,    7882.56,    0.0,   0.98935, 2,    7882.64, -120.0,   0.98936, 3,    7882.62,  120.0,   0.98936
"2255", 13.8, 1,     7882.7,    0.0,   0.98936, 2,    7882.77, -120.0,   0.98937, 3,    7882.76,  120.0,   0.98937
"2256", 13.8, 1,    7882.83,    0.0,   0.98938, 2,    7882.91, -120.0,   0.98939, 3,    7882.89,  120.0,   0.98939
"2257", 13.8, 1,    7882.96,    0.0,    0.9894, 2,    7883.04, -120.0,   0.98941, 3,    7883.02,  120.0,   0.98941
"2258", 13.8, 1,     7883.1,    0.0,   0.98941, 2,    7883.17, -120.0,   0.98942, 3,    7883.16,  120.0,   0.98942
"2260", 13.8, 1,     7883.1,    0.0,   0.98941, 2,    7883.17, -120.0,   0.98942, 3,    7883.16,  120.0,   0.98942
"2262", 13.8, 1,    7882.48,    0.0,   0.98934, 2,    7882.55, -120.0,   0.98935, 3,    7882.54,  120.0,   0.98934
"2263", 13.8, 1,    7882.11,    0.0,   0.98929, 2,    7882.18, -120.0,    0.9893, 3,    7882.17,  120.0,    0.9893
"2264", 13.8, 1,    7881.73,    0.0,   0.98924, 2,    7881.81, -120.0,   0.98925, 3,    7881.79,  120.0,   0.98925
"2265", 13.8, 1,    7881.36,    0.0,    0.9892, 2,    7881.44, -120.0,   0.98921, 3,    7881.42,  120.0,    0.9892
"2266", 13.8, 1,    7880.99,    0.0,   0.98915, 2,    7881.07, -120.0,   0.98916, 3,    7881.05,  120.0,   0.98916
"2267", 13.8, 1,    7882.26,    0.0,   0.98931, 2,    7882.33, -120.0,   0.98932, 3,    7882.32,  120.0,   0.98932
"2268", 13.8, 1,    7882.08,    0.0,   0.98929, 2,    7882.16, -120.0,    0.9893, 3,    7882.14,  120.0,   0.98929
"2270", 13.8, 1,       7882,    0.0,   0.98928, 2,    7882.08, -120.0,   0.98929, 3,    7882.06,  120.0,   0.98928
"2271", 13.8, 1,    7881.97,    0.0,   0.98927, 2,    7882.05, -120.0,   0.98928, 3,    7882.04,  120.0,   0.98928
"2272", 13.8, 1,    7881.95,    0.0,   0.98927, 2,    7882.02, -120.0,   0.98928, 3,    7882.01,  120.0,   0.98928
"2273", 13.8, 1,    7881.92,    0.0,   0.98927, 2,       7882, -120.0,   0.98928, 3,    7881.98,  120.0,   0.98927
"2275", 13.8, 1,    7881.96,    0.0,   0.98927, 2,    7882.04, -120.0,   0.98928, 3,    7882.02,  120.0,   0.98928
"2276", 13.8, 1,    7881.84,    0.0,   0.98926, 2,    7881.92, -120.0,   0.98927, 3,     7881.9,  120.0,   0.98926
"2277", 13.8, 1,    7881.72,    0.0,   0.98924, 2,    7881.79, -120.0,   0.98925, 3,    7881.78,  120.0,   0.98925
"2278", 13.8, 1,    7881.59,    0.0,   0.98923, 2,    7881.67, -120.0,   0.98924, 3,    7881.66,  120.0,   0.98923
"2280", 13.8, 1,    7881.38,    0.0,    0.9892, 2,    7881.46, -120.0,   0.98921, 3,    7881.44,  120.0,   0.98921
"2281", 13.8, 1,    7881.28,    0.0,   0.98919, 2,    7881.36, -120.0,    0.9892, 3,    7881.34,  120.0,   0.98919
"2282", 13.8, 1,    7881.19,    0.0,   0.98918, 2,    7881.27, -120.0,   0.98919, 3,    7881.25,  120.0,   0.98918
"2283", 13.8, 1,    7881.15,    0.0,   0.98917, 2,    7881.22, -120.0,   0.98918, 3,    7881.21,  120.0,   0.98918
"2284", 13.8, 1,     7881.1,    0.0,   0.98916, 2,    7881.18, -120.0,   0.98917, 3,    7881.16,  120.0,   0.98917
"2285", 13.8, 1,    7881.06,    0.0,   0.98916, 2,    7881.14, -120.0,   0.98917, 3,    7881.12,  120.0,   0.98917
"2287", 13.8, 1,    7881.03,    0.0,   0.98916, 2,    7881.11, -120.0,   0.98917, 3,    7881.09,  120.0,   0.98916
"2289", 13.8, 1,    7881.17,    0.0,   0.98917, 2,    7881.25, -120.0,   0.98918, 3,    7881.23,  120.0,   0.98918
"2291", 13.8, 1,    7881.08,    0.0,   0.98916, 2,    7881.16, -120.0,   0.98917, 3,    7881.14,  120.0,   0.98917
"2292", 13.8, 1,    7881.05,    0.0,   0.98916, 2,    7881.12, -120.0,   0.98917, 3,    7881.11,  120.0,   0.98917
"2293", 13.8, 1,    7881.01,    0.0,   0.98915, 2,    7881.09, -120.0,   0.98916, 3,    7881.07,  120.0,   0.98916
"2295", 13.8, 1,       7881,    0.0,   0.98915, 2,    7881.08, -120.0,   0.98916, 3,    7881.06,  120.0,   0.98916
"2297", 13.8, 1,    7880.63,    0.0,    0.9891, 2,    7880.71, -120.0,   0.98911, 3,    7880.69,  120.0,   0.98911
"2298", 13.8, 1,    7880.26,    0.0,   0.98906, 2,    7880.34, -120.0,   0.98907, 3,    7880.32,  120.0,   0.98907
"2299", 13.8, 1,     7879.9,    0.0,   0.98901, 2,    7879.98, -120.0,   0.98902, 3,    7879.96,  120.0,   0.98902
"2300", 13.8, 1,    7879.53,    0.0,   0.98897, 2,    7879.61, -120.0,   0.98898, 3,     7879.6,  120.0,   0.98898
"2301", 13.8, 1,    7879.49,    0.0,   0.98896, 2,    7879.57, -120.0,   0.98897, 3,    7879.55,  120.0,   0.98897
"2302", 13.8, 1,    7879.44,    0.0,   0.98896, 2,    7879.52, -120.0,   0.98897, 3,    7879.51,  120.0,   0.98896
"2303", 13.8, 1,     7879.4,    0.0,   0.98895, 2,    7879.48, -120.0,   0.98896, 3,    7879.46,  120.0,   0.98896
"2305", 13.8, 1,    7879.46,    0.0,   0.98896, 2,    7879.54, -120.0,   0.98897, 3,    7879.52,  120.0,   0.98897
"2307", 13.8, 1,    7879.35,    0.0,   0.98894, 2,    7879.42, -120.0,   0.98895, 3,    7879.41,  120.0,   0.98895
"2308", 13.8, 1,     7879.3,    0.0,   0.98894, 2,    7879.38, -120.0,   0.98895, 3,    7879.36,  120.0,   0.98895
"2309", 13.8, 1,    7879.26,    0.0,   0.98893, 2,    7879.34, -120.0,   0.98894, 3,    7879.32,  120.0,   0.98894
"2310", 13.8, 1,    7879.21,    0.0,   0.98893, 2,    7879.29, -120.0,   0.98894, 3,    7879.27,  120.0,   0.98894
"2311", 13.8, 1,    7879.17,    0.0,   0.98892, 2,    7879.25, -120.0,   0.98893, 3,    7879.23,  120.0,   0.98893
"2312", 13.8, 1,    7879.12,    0.0,   0.98892, 2,     7879.2, -120.0,   0.98893, 3,    7879.19,  120.0,   0.98892
"2313", 13.8, 1,    7879.08,    0.0,   0.98891, 2,    7879.16, -120.0,   0.98892, 3,    7879.14,  120.0,   0.98892
"2315", 13.8, 1,    7879.31,    0.0,   0.98894, 2,    7879.39, -120.0,   0.98895, 3,    7879.37,  120.0,   0.98895
"2316", 13.8, 1,    7879.09,    0.0,   0.98891, 2,    7879.17, -120.0,   0.98892, 3,    7879.15,  120.0,   0.98892
"2317", 13.8, 1,    7878.87,    0.0,   0.98888, 2,    7878.95, -120.0,   0.98889, 3,    7878.93,  120.0,   0.98889
"2319", 13.8, 1,    7878.67,    0.0,   0.98886, 2,    7878.75, -120.0,   0.98887, 3,    7878.73,  120.0,   0.98887
"2320", 13.8, 1,    7878.48,    0.0,   0.98883, 2,    7878.56, -120.0,   0.98884, 3,    7878.54,  120.0,   0.98884
"2321", 13.8, 1,    7878.48,    0.0,   0.98883, 2,    7878.56, -120.0,   0.98884, 3,    7878.54,  120.0,   0.98884
"2322", 13.8, 1,    7878.48,    0.0,   0.98883, 2,    7878.56, -120.0,   0.98884, 3,    7878.54,  120.0,   0.98884
