Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINHA245,    50.4408,   -28.58,    50.4386,  -148.58,    50.4388,    91.42,          0,     0.00, 0.00471851,   -30.62,    50.4409,   151.42,    50.4387,    31.42,    50.4389,   -88.58,          0,     0.00, 0.00471357,   149.38
Line.LINHA246,    50.4409,   -28.58,    50.4387,  -148.58,    50.4389,    91.42,          0,     0.00, 0.00471357,   -30.62,     50.441,   151.42,    50.4389,    31.42,    50.4391,   -88.58,          0,     0.00, 0.00470864,   149.38
Line.LINHA247,     50.441,   -28.58,    50.4389,  -148.58,    50.4391,    91.42,          0,     0.00, 0.00470864,   -30.62,    50.4414,   151.42,    50.4393,    31.42,    50.4395,   -88.58,          0,     0.00, 0.00469384,   149.38
Line.LINHA248,    50.4414,   -28.58,    50.4393,  -148.58,    50.4395,    91.42,          0,     0.00, 0.00469384,   -30.62,    50.4418,   151.42,    50.4397,    31.42,    50.4399,   -88.58,          0,     0.00, 0.00467904,   149.38
Line.LINHA249,    1.28972,   -28.33,    1.28964,  -148.32,    1.28965,    91.67,          0,     0.00, 0.000160296,   -30.58,    1.28991,   151.66,    1.28984,    31.66,    1.28985,   -88.34,          0,     0.00, 0.000152898,   149.42
Line.LINHA250,    1.28991,   -28.34,    1.28984,  -148.34,    1.28985,    91.66,          0,     0.00, 0.000152898,   -30.58,    1.29004,   151.65,    1.28997,    31.65,    1.28998,   -88.35,          0,     0.00, 0.000147965,   149.42
Line.LINHA251,    1.29004,   -28.35,    1.28997,  -148.35,    1.28998,    91.65,          0,     0.00, 0.000147966,   -30.58,    1.29043,   151.61,    1.29037,    31.62,    1.29037,   -88.39,          0,     0.00, 0.000133169,   149.42
Line.LINHA252,    1.29043,   -28.39,    1.29037,  -148.38,    1.29037,    91.61,          0,     0.00, 0.000133169,   -30.58,    1.29082,   151.58,    1.29077,    31.58,    1.29077,   -88.42,          0,     0.00, 0.000118372,   149.42
Line.LINHA253,    0.64541,   -28.42,   0.645383,  -148.42,   0.645386,    91.58,          0,     0.00, 5.91861E-005,   -30.58,   0.645801,   151.52,   0.645781,    31.52,   0.645783,   -88.48,          0,     0.00, 4.43895E-005,   149.42
Line.LINHA254,   0.645801,   -28.48,   0.645781,  -148.48,   0.645783,    91.52,          0,     0.00, 4.43896E-005,   -30.58,   0.646193,   151.45,    0.64618,    31.45,   0.646181,   -88.55,          0,     0.00, 2.95931E-005,   149.42
Line.LINHA255,   0.646193,   -28.55,    0.64618,  -148.55,   0.646181,    91.45,          0,     0.00, 2.95931E-005,   -30.58,   0.646586,   151.39,   0.646579,    31.39,    0.64658,   -88.61,          0,     0.00, 1.47966E-005,   149.42
Line.LINHA256,   0.646586,   -28.61,   0.646579,  -148.61,    0.64658,    91.39,          0,     0.00, 1.47965E-005,   -30.58,   0.646979,   151.32,    0.64698,    31.32,   0.646979,   -88.68,          0,     0.00, 1.20493E-010,  -151.11
Line.LINHA257,    0.64541,   -28.42,   0.645383,  -148.42,   0.645386,    91.58,          0,     0.00, 5.91861E-005,   -30.58,   0.645801,   151.52,   0.645781,    31.52,   0.645783,   -88.48,          0,     0.00, 4.43895E-005,   149.42
Line.LINHA258,   0.645801,   -28.48,   0.645781,  -148.48,   0.645783,    91.52,          0,     0.00, 4.43896E-005,   -30.58,   0.646193,   151.45,    0.64618,    31.45,   0.646181,   -88.55,          0,     0.00, 2.95931E-005,   149.42
Line.LINHA259,   0.646193,   -28.55,    0.64618,  -148.55,   0.646181,    91.45,          0,     0.00, 2.95931E-005,   -30.58,   0.646586,   151.39,   0.646579,    31.39,    0.64658,   -88.61,          0,     0.00, 1.47966E-005,   149.42
Line.LINHA260,   0.646586,   -28.61,   0.646579,  -148.61,    0.64658,    91.39,          0,     0.00, 1.47965E-005,   -30.58,   0.646979,   151.32,    0.64698,    31.32,   0.646979,   -88.68,          0,     0.00, 1.20493E-010,  -151.11
Line.LINHA261,    49.1521,   -28.59,      49.15,  -148.58,    49.1502,    91.41,          0,     0.00, 0.00451874,   -30.62,    49.1525,   151.41,    49.1504,    31.42,    49.1506,   -88.59,          0,     0.00, 0.00450395,   149.38
Line.LINHA262,    49.1525,   -28.59,    49.1504,  -148.58,    49.1506,    91.41,          0,     0.00, 0.00450395,   -30.62,    49.1529,   151.41,    49.1508,    31.41,     49.151,   -88.59,          0,     0.00, 0.00448915,   149.38
Line.LINHA263,    49.1529,   -28.59,    49.1508,  -148.59,     49.151,    91.41,          0,     0.00, 0.00448915,   -30.62,    49.1533,   151.41,    49.1512,    31.41,    49.1514,   -88.59,          0,     0.00, 0.00447436,   149.38
Line.LINHA264,    49.1533,   -28.59,    49.1512,  -148.59,    49.1514,    91.41,          0,     0.00, 0.00447436,   -30.62,    49.1537,   151.41,    49.1516,    31.41,    49.1518,   -88.59,          0,     0.00, 0.00445957,   149.38
Line.LINHA265,    48.0747,   -28.59,    48.0727,  -148.59,    48.0729,    91.41,          0,     0.00, 0.00445957,   -30.62,    48.0751,   151.41,    48.0731,    31.41,    48.0733,   -88.59,          0,     0.00, 0.00444479,   149.38
Line.LINHA266,    48.0751,   -28.59,    48.0731,  -148.59,    48.0733,    91.41,          0,     0.00, 0.00444479,   -30.62,    48.0755,   151.41,    48.0735,    31.41,    48.0737,   -88.59,          0,     0.00,    0.00443,   149.38
Line.LINHA267,    48.0755,   -28.59,    48.0735,  -148.59,    48.0737,    91.41,          0,     0.00,    0.00443,   -30.62,    48.0759,   151.41,    48.0739,    31.41,    48.0741,   -88.59,          0,     0.00, 0.00441522,   149.38
Line.LINHA268,    48.0759,   -28.59,    48.0739,  -148.59,    48.0741,    91.41,          0,     0.00, 0.00441522,   -30.62,    48.0763,   151.41,    48.0743,    31.41,    48.0745,   -88.59,          0,     0.00, 0.00440044,   149.38
Line.LINHA269,    48.0763,   -28.59,    48.0743,  -148.59,    48.0745,    91.41,          0,     0.00, 0.00440044,   -30.62,    48.0767,   151.41,    48.0747,    31.41,    48.0749,   -88.59,          0,     0.00, 0.00438566,   149.38
Line.LINHA270,    1.29316,   -28.48,    1.29312,  -148.48,    1.29312,    91.52,          0,     0.00, 8.86595E-005,   -30.59,    1.29355,   151.49,    1.29351,    31.49,    1.29352,   -88.51,          0,     0.00, 7.38828E-005,   149.41
Line.LINHA271,   0.645801,   -28.35,   0.645767,  -148.35,    0.64577,    91.65,          0,     0.00, 7.38828E-005,   -30.59,    0.64619,   151.59,   0.646163,    31.59,   0.646166,   -88.42,          0,     0.00, 5.91061E-005,   149.41
Line.LINHA272,    0.64619,   -28.41,   0.646163,  -148.41,   0.646166,    91.58,          0,     0.00, 5.91061E-005,   -30.59,   0.646581,   151.52,    0.64656,    31.52,   0.646562,   -88.48,          0,     0.00, 4.43295E-005,   149.41
Line.LINHA273,   0.646581,   -28.48,    0.64656,  -148.48,   0.646562,    91.52,          0,     0.00, 4.43296E-005,   -30.59,   0.646972,   151.46,   0.646958,    31.46,    0.64696,   -88.54,          0,     0.00, 2.95531E-005,   149.41
Line.LINHA274,   0.646972,   -28.54,   0.646958,  -148.54,    0.64696,    91.46,          0,     0.00, 2.95529E-005,   -30.59,   0.647364,   151.39,   0.647357,    31.39,   0.647358,   -88.61,          0,     0.00, 1.47765E-005,   149.41
Line.LINHA275,   0.647364,   -28.61,   0.647357,  -148.61,   0.647358,    91.39,          0,     0.00, 1.47765E-005,   -30.59,   0.647757,   151.33,   0.647757,    31.33,   0.647757,   -88.67,          0,     0.00, 7.57014E-011,    35.22
Line.LINHA276,    46.7835,   -28.59,    46.7816,  -148.59,    46.7817,    91.40,          0,     0.00,   0.004297,   -30.62,    46.7839,   151.40,     46.782,    31.41,    46.7821,   -88.60,          0,     0.00, 0.00428223,   149.38
Line.LINHA277,    46.7839,   -28.60,     46.782,  -148.59,    46.7821,    91.40,          0,     0.00, 0.00428223,   -30.62,    46.7843,   151.40,    46.7824,    31.41,    46.7825,   -88.60,          0,     0.00, 0.00426745,   149.38
Line.LINHA278,    46.7843,   -28.60,    46.7824,  -148.59,    46.7825,    91.40,          0,     0.00, 0.00426745,   -30.62,    46.7847,   151.40,    46.7828,    31.40,    46.7829,   -88.60,          0,     0.00, 0.00425268,   149.38
Line.LINHA279,    1.72381,   -28.41,    1.72374,  -148.41,    1.72374,    91.59,          0,     0.00, 0.000163455,   -30.59,    1.72384,   151.59,    1.72376,    31.59,    1.72377,   -88.41,          0,     0.00, 0.000162471,   149.41
Line.LINHA280,    1.72384,   -28.41,    1.72376,  -148.41,    1.72377,    91.59,          0,     0.00, 0.000162469,   -30.59,    1.72423,   151.56,    1.72416,    31.57,    1.72417,   -88.44,          0,     0.00, 0.000147699,   149.41
Line.LINHA281,    1.72423,   -28.44,    1.72416,  -148.43,    1.72417,    91.56,          0,     0.00, 0.000147699,   -30.59,    1.72462,   151.54,    1.72456,    31.54,    1.72456,   -88.46,          0,     0.00, 0.000132929,   149.41
Line.LINHA282,    1.72462,   -28.46,    1.72456,  -148.46,    1.72456,    91.54,          0,     0.00, 0.000132928,   -30.59,    1.72501,   151.52,    1.72495,    31.52,    1.72496,   -88.48,          0,     0.00, 0.000118158,   149.41
Line.LINHA283,    1.72501,   -28.48,    1.72495,  -148.48,    1.72496,    91.52,          0,     0.00, 0.000118158,   -30.59,     1.7254,   151.49,    1.72535,    31.49,    1.72536,   -88.51,          0,     0.00, 0.000103388,   149.41
Line.LINHA284,     1.7254,   -28.51,    1.72535,  -148.51,    1.72536,    91.49,          0,     0.00, 0.000103388,   -30.59,    1.72579,   151.47,    1.72575,    31.47,    1.72575,   -88.53,          0,     0.00, 8.86185E-005,   149.41
Line.LINHA285,    1.72579,   -28.53,    1.72575,  -148.53,    1.72575,    91.47,          0,     0.00, 8.86185E-005,   -30.59,    1.72618,   151.44,    1.72615,    31.45,    1.72615,   -88.56,          0,     0.00, 7.38486E-005,   149.41
Line.LINHA286,   0.647237,   -28.54,   0.647223,  -148.54,   0.647224,    91.46,          0,     0.00, 2.95395E-005,   -30.59,   0.647628,   151.39,   0.647622,    31.39,   0.647622,   -88.61,          0,     0.00, 1.47698E-005,   149.41
Line.LINHA287,   0.647628,   -28.61,   0.647622,  -148.61,   0.647622,    91.39,          0,     0.00, 1.47698E-005,   -30.59,   0.648021,   151.33,   0.648021,    31.33,   0.648021,   -88.67,          0,     0.00, 7.77711E-011,  -169.22
Line.LINHA288,    1.07895,   -28.56,    1.07893,  -148.56,    1.07893,    91.44,          0,     0.00, 4.43091E-005,   -30.59,    1.07934,   151.40,    1.07932,    31.40,    1.07933,   -88.60,          0,     0.00, 2.95394E-005,   149.41
Line.LINHA289,    1.07934,   -28.60,    1.07932,  -148.60,    1.07933,    91.40,          0,     0.00, 2.95394E-005,   -30.59,    1.07973,   151.36,    1.07972,    31.36,    1.07972,   -88.64,          0,     0.00, 1.47696E-005,   149.41
Line.LINHA290,    1.07973,   -28.64,    1.07972,  -148.64,    1.07972,    91.36,          0,     0.00, 1.47696E-005,   -30.59,    1.08012,   151.32,    1.08012,    31.32,    1.08012,   -88.68,          0,     0.00, 1.27069E-010,   -66.37
Line.LINHA291,    45.0609,   -28.60,     45.059,  -148.60,    45.0592,    91.39,          0,     0.00, 0.00408923,   -30.62,    45.0613,   151.39,    45.0594,    31.40,    45.0596,   -88.61,          0,     0.00, 0.00407446,   149.38
Line.LINHA292,    45.0613,   -28.61,    45.0594,  -148.60,    45.0596,    91.39,          0,     0.00, 0.00407446,   -30.62,    45.0617,   151.39,    45.0598,    31.40,      45.06,   -88.61,          0,     0.00, 0.00405969,   149.38
Line.LINHA293,    45.0617,   -28.61,    45.0598,  -148.60,      45.06,    91.39,          0,     0.00, 0.00405969,   -30.62,    45.0621,   151.39,    45.0602,    31.39,    45.0604,   -88.61,          0,     0.00, 0.00404493,   149.38
Line.LINHA294,   0.647071,   -28.48,    0.64705,  -148.48,   0.647052,    91.52,          0,     0.00, 4.4292E-005,   -30.59,   0.647461,   151.46,   0.647448,    31.46,   0.647449,   -88.54,          0,     0.00, 2.95281E-005,   149.41
Line.LINHA295,   0.647461,   -28.54,   0.647448,  -148.54,   0.647449,    91.46,          0,     0.00, 2.95279E-005,   -30.59,   0.647853,   151.39,   0.647846,    31.39,   0.647847,   -88.61,          0,     0.00, 1.4764E-005,   149.41
Line.LINHA296,   0.647853,   -28.61,   0.647846,  -148.61,   0.647847,    91.39,          0,     0.00, 1.4764E-005,   -30.59,   0.648246,   151.33,   0.648246,    31.33,   0.648245,   -88.67,          0,     0.00, 1.69703E-010,   120.96
Line.LINHA297,     44.415,   -28.61,    44.4132,  -148.61,    44.4134,    91.39,          0,     0.00, 0.00400064,   -30.62,    44.4154,   151.39,    44.4136,    31.39,    44.4138,   -88.61,          0,     0.00, 0.00398587,   149.38
Line.LINHA298,    43.7671,   -28.61,    43.7653,  -148.61,    43.7654,    91.39,          0,     0.00, 0.00398587,   -30.62,    43.7675,   151.39,    43.7657,    31.39,    43.7658,   -88.61,          0,     0.00, 0.00397111,   149.38
Line.LINHA299,   0.645679,   -28.22,   0.645632,  -148.22,   0.645636,    91.78,          0,     0.00, 0.000103319,   -30.60,   0.646067,   151.72,   0.646026,    31.72,    0.64603,   -88.29,          0,     0.00, 8.85592E-005,   149.40
Line.LINHA300,   0.646067,   -28.28,   0.646026,  -148.28,    0.64603,    91.71,          0,     0.00, 8.85594E-005,   -30.60,   0.646455,   151.65,   0.646421,    31.65,   0.646424,   -88.35,          0,     0.00, 7.37994E-005,   149.40
Line.LINHA301,   0.646455,   -28.35,   0.646421,  -148.35,   0.646424,    91.65,          0,     0.00, 7.37992E-005,   -30.60,   0.646844,   151.59,   0.646817,    31.59,   0.646819,   -88.41,          0,     0.00, 5.90393E-005,   149.40
Line.LINHA302,   0.646844,   -28.41,   0.646817,  -148.41,   0.646819,    91.59,          0,     0.00, 5.90394E-005,   -30.60,   0.647234,   151.52,   0.647214,    31.52,   0.647215,   -88.48,          0,     0.00, 4.42795E-005,   149.40
Line.LINHA303,   0.647234,   -28.48,   0.647214,  -148.48,   0.647215,    91.52,          0,     0.00, 4.42794E-005,   -30.60,   0.647624,   151.46,   0.647611,    31.46,   0.647612,   -88.54,          0,     0.00, 2.95197E-005,   149.40
Line.LINHA304,   0.647624,   -28.54,   0.647611,  -148.54,   0.647612,    91.46,          0,     0.00, 2.95196E-005,   -30.60,   0.648016,   151.39,   0.648009,    31.40,    0.64801,   -88.61,          0,     0.00, 1.47598E-005,   149.40
Line.LINHA305,   0.648016,   -28.61,   0.648009,  -148.60,    0.64801,    91.39,          0,     0.00, 1.47599E-005,   -30.60,   0.648408,   151.33,   0.648408,    31.33,   0.648408,   -88.67,          0,     0.00, 9.09495E-011,   180.00
Line.LINHA306,    43.1218,   -28.62,    43.1201,  -148.61,    43.1202,    91.38,          0,     0.00, 0.00386779,   -30.62,    43.1222,   151.38,    43.1205,    31.38,    43.1206,   -88.62,          0,     0.00, 0.00385303,   149.38
Line.LINHA307,    43.1222,   -28.62,    43.1205,  -148.62,    43.1206,    91.38,          0,     0.00, 0.00385303,   -30.62,    43.1226,   151.38,    43.1209,    31.38,     43.121,   -88.62,          0,     0.00, 0.00383828,   149.38
Line.LINHA308,    43.1226,   -28.62,    43.1209,  -148.62,     43.121,    91.38,          0,     0.00, 0.00383828,   -30.62,     43.123,   151.38,    43.1213,    31.38,    43.1214,   -88.62,          0,     0.00, 0.00382352,   149.38
Line.LINHA309,   0.647073,   -28.41,   0.647046,  -148.41,   0.647049,    91.59,          0,     0.00, 5.90159E-005,   -30.60,   0.647463,   151.52,   0.647443,    31.53,   0.647445,   -88.48,          0,     0.00, 4.4262E-005,   149.40
Line.LINHA310,   0.647463,   -28.48,   0.647443,  -148.47,   0.647445,    91.52,          0,     0.00, 4.42619E-005,   -30.60,   0.647853,   151.46,    0.64784,    31.46,   0.647841,   -88.54,          0,     0.00, 2.9508E-005,   149.40
Line.LINHA311,   0.647853,   -28.54,    0.64784,  -148.54,   0.647841,    91.46,          0,     0.00, 2.95079E-005,   -30.60,   0.648245,   151.40,   0.648238,    31.40,   0.648239,   -88.60,          0,     0.00, 1.47541E-005,   149.40
Line.LINHA312,   0.648245,   -28.60,   0.648238,  -148.60,   0.648239,    91.40,          0,     0.00, 1.47539E-005,   -30.60,   0.648637,   151.33,   0.648637,    31.33,   0.648637,   -88.67,          0,     0.00, 9.92975E-011,   118.44
Line.LINHA313,    1.72436,   -28.34,    1.72427,  -148.33,    1.72428,    91.66,          0,     0.00, 0.000206552,   -30.60,    1.72475,   151.64,    1.72466,    31.64,    1.72467,   -88.36,          0,     0.00, 0.000191798,   149.40
Line.LINHA314,    1.72475,   -28.36,    1.72466,  -148.36,    1.72467,    91.64,          0,     0.00, 0.000191798,   -30.60,    1.72514,   151.62,    1.72506,    31.62,    1.72507,   -88.39,          0,     0.00, 0.000177044,   149.40
Line.LINHA315,    1.72514,   -28.38,    1.72506,  -148.38,    1.72507,    91.61,          0,     0.00, 0.000177044,   -30.60,    1.72553,   151.59,    1.72546,    31.59,    1.72546,   -88.41,          0,     0.00, 0.00016229,   149.40
Line.LINHA316,    1.72553,   -28.41,    1.72546,  -148.41,    1.72546,    91.59,          0,     0.00, 0.00016229,   -30.60,    1.72592,   151.57,    1.72585,    31.57,    1.72586,   -88.43,          0,     0.00, 0.000147536,   149.40
Line.LINHA317,    1.07806,   -28.37,      1.078,  -148.37,    1.07801,    91.63,          0,     0.00, 0.000118028,   -30.60,    1.07845,   151.59,     1.0784,    31.60,     1.0784,   -88.41,          0,     0.00, 0.000103275,   149.40
Line.LINHA318,    1.07845,   -28.41,     1.0784,  -148.40,     1.0784,    91.59,          0,     0.00, 0.000103274,   -30.60,    1.07884,   151.55,     1.0788,    31.56,     1.0788,   -88.45,          0,     0.00, 8.85209E-005,   149.40
Line.LINHA319,    1.07884,   -28.45,     1.0788,  -148.44,     1.0788,    91.55,          0,     0.00, 8.8521E-005,   -30.60,    1.07923,   151.52,    1.07919,    31.52,    1.07919,   -88.48,          0,     0.00, 7.37674E-005,   149.40
Line.LINHA320,    1.07923,   -28.48,    1.07919,  -148.48,    1.07919,    91.52,          0,     0.00, 7.37674E-005,   -30.60,    1.07962,   151.48,    1.07959,    31.48,    1.07959,   -88.52,          0,     0.00, 5.90139E-005,   149.40
Line.LINHA321,    1.07962,   -28.52,    1.07959,  -148.52,    1.07959,    91.48,          0,     0.00, 5.90139E-005,   -30.60,    1.08001,   151.44,    1.07999,    31.44,    1.07999,   -88.56,          0,     0.00, 4.42604E-005,   149.40
Line.LINHA322,    1.08001,   -28.56,    1.07999,  -148.56,    1.07999,    91.44,          0,     0.00, 4.42602E-005,   -30.60,     1.0804,   151.40,    1.08038,    31.40,    1.08039,   -88.60,          0,     0.00, 2.95067E-005,   149.40
Line.LINHA323,     1.0804,   -28.60,    1.08038,  -148.60,    1.08039,    91.40,          0,     0.00, 2.95068E-005,   -30.60,    1.08079,   151.36,    1.08078,    31.36,    1.08078,   -88.64,          0,     0.00, 1.47534E-005,   149.40
Line.LINHA324,    1.08079,   -28.64,    1.08078,  -148.64,    1.08078,    91.36,          0,     0.00, 1.47533E-005,   -30.60,    1.08118,   151.32,    1.08118,    31.32,    1.08118,   -88.68,          0,     0.00, 3.43206E-011,  -122.01
Line.LINHA325,   0.647864,   -28.54,    0.64785,  -148.54,   0.647851,    91.46,          0,     0.00, 2.95074E-005,   -30.60,   0.648255,   151.40,   0.648248,    31.40,   0.648249,   -88.60,          0,     0.00, 1.47537E-005,   149.40
Line.LINHA326,   0.648255,   -28.60,   0.648248,  -148.60,   0.648249,    91.40,          0,     0.00, 1.47537E-005,   -30.60,   0.648647,   151.33,   0.648647,    31.33,   0.648647,   -88.67,          0,     0.00, 2.18279E-011,   180.00
Line.LINHA327,    40.7516,   -28.63,      40.75,  -148.63,    40.7501,    91.36,          0,     0.00, 0.00355795,   -30.63,     40.752,   151.36,    40.7504,    31.37,    40.7505,   -88.64,          0,     0.00,  0.0035432,   149.37
Line.LINHA328,     40.752,   -28.64,    40.7504,  -148.63,    40.7505,    91.36,          0,     0.00,  0.0035432,   -30.63,    40.7524,   151.36,    40.7508,    31.37,    40.7509,   -88.64,          0,     0.00, 0.00352845,   149.37
Line.LINHA329,    40.7524,   -28.64,    40.7508,  -148.63,    40.7509,    91.36,          0,     0.00, 0.00352845,   -30.63,    40.7528,   151.36,    40.7512,    31.36,    40.7513,   -88.64,          0,     0.00,  0.0035137,   149.37
Line.LINHA330,    40.7528,   -28.64,    40.7512,  -148.64,    40.7513,    91.36,          0,     0.00,  0.0035137,   -30.63,    40.7531,   151.36,    40.7516,    31.36,    40.7517,   -88.64,          0,     0.00, 0.00349895,   149.37
Line.LINHA331,    1.29397,   -28.35,    1.29391,  -148.34,    1.29391,    91.65,          0,     0.00, 0.000147464,   -30.60,    1.29436,   151.62,     1.2943,    31.62,    1.29431,   -88.38,          0,     0.00, 0.000132717,   149.40
Line.LINHA332,    1.29436,   -28.38,     1.2943,  -148.38,    1.29431,    91.62,          0,     0.00, 0.000132717,   -30.60,    1.29475,   151.59,     1.2947,    31.59,     1.2947,   -88.41,          0,     0.00, 0.00011797,   149.40
Line.LINHA333,    1.29475,   -28.41,     1.2947,  -148.41,     1.2947,    91.59,          0,     0.00, 0.00011797,   -30.60,    1.29514,   151.56,    1.29509,    31.56,     1.2951,   -88.44,          0,     0.00, 0.000103224,   149.40
Line.LINHA334,    1.29514,   -28.44,    1.29509,  -148.44,     1.2951,    91.56,          0,     0.00, 0.000103224,   -30.60,    1.29553,   151.53,    1.29549,    31.53,    1.29549,   -88.48,          0,     0.00, 8.84778E-005,   149.40
Line.LINHA335,   0.648154,   -28.54,    0.64814,  -148.54,   0.648141,    91.46,          0,     0.00, 2.94926E-005,   -30.60,   0.648545,   151.40,   0.648538,    31.40,   0.648539,   -88.60,          0,     0.00, 1.47463E-005,   149.40
Line.LINHA336,   0.648545,   -28.60,   0.648538,  -148.60,   0.648539,    91.40,          0,     0.00, 1.47463E-005,   -30.60,   0.648937,   151.33,   0.648937,    31.33,   0.648936,   -88.67,          0,     0.00, 7.83645E-011,  -158.20
Line.LINHA337,   0.647376,   -28.41,    0.64735,  -148.41,   0.647352,    91.59,          0,     0.00, 5.8985E-005,   -30.60,   0.647766,   151.53,   0.647746,    31.53,   0.647747,   -88.48,          0,     0.00, 4.42387E-005,   149.40
Line.LINHA338,   0.647766,   -28.47,   0.647746,  -148.47,   0.647747,    91.52,          0,     0.00, 4.42387E-005,   -30.60,   0.648156,   151.46,   0.648143,    31.46,   0.648144,   -88.54,          0,     0.00, 2.94924E-005,   149.40
Line.LINHA339,   0.648156,   -28.54,   0.648143,  -148.54,   0.648144,    91.46,          0,     0.00, 2.94925E-005,   -30.60,   0.648547,   151.40,    0.64854,    31.40,   0.648541,   -88.60,          0,     0.00, 1.47463E-005,   149.40
Line.LINHA340,   0.648547,   -28.60,    0.64854,  -148.60,   0.648541,    91.40,          0,     0.00, 1.47462E-005,   -30.60,   0.648939,   151.33,   0.648939,    31.33,   0.648939,   -88.67,          0,     0.00, 1.49998E-010,  -129.09
Line.LINHA341,    39.4592,   -28.65,    39.4577,  -148.65,    39.4578,    91.35,          0,     0.00, 0.00335149,   -30.63,    39.4596,   151.35,    39.4581,    31.35,    39.4582,   -88.65,          0,     0.00, 0.00333674,   149.37
Line.LINHA342,    38.8106,   -28.65,    38.8091,  -148.65,    38.8092,    91.35,          0,     0.00, 0.00333674,   -30.63,     38.811,   151.35,    38.8095,    31.35,    38.8096,   -88.65,          0,     0.00,   0.003322,   149.37
Line.LINHA343,     38.811,   -28.65,    38.8095,  -148.65,    38.8096,    91.35,          0,     0.00,   0.003322,   -30.63,    38.8114,   151.35,    38.8099,    31.35,      38.81,   -88.65,          0,     0.00, 0.00330726,   149.37
Line.LINHA344,    38.8114,   -28.65,    38.8099,  -148.65,      38.81,    91.35,          0,     0.00, 0.00330726,   -30.63,    38.8118,   151.35,    38.8103,    31.35,    38.8104,   -88.65,          0,     0.00, 0.00329252,   149.37
Line.LINHA345,    38.8118,   -28.65,    38.8103,  -148.65,    38.8104,    91.35,          0,     0.00, 0.00329252,   -30.63,    38.8122,   151.35,    38.8107,    31.35,    38.8108,   -88.65,          0,     0.00, 0.00327778,   149.37
Line.LINHA346,   0.648495,   -28.54,   0.648482,  -148.54,   0.648483,    91.46,          0,     0.00, 2.94752E-005,   -30.61,   0.648886,   151.40,   0.648879,    31.40,    0.64888,   -88.60,          0,     0.00, 1.47375E-005,   149.39
Line.LINHA347,   0.648886,   -28.60,   0.648879,  -148.60,    0.64888,    91.40,          0,     0.00, 1.47376E-005,   -30.61,   0.649277,   151.33,   0.649278,    31.33,   0.649277,   -88.67,          0,     0.00, 1.01928E-010,    92.05
Line.LINHA348,    38.1637,   -28.66,    38.1622,  -148.65,    38.1623,    91.34,          0,     0.00,  0.0032483,   -30.63,    38.1641,   151.34,    38.1626,    31.35,    38.1627,   -88.66,          0,     0.00, 0.00323357,   149.37
Line.LINHA349,    38.1641,   -28.66,    38.1626,  -148.65,    38.1627,    91.34,          0,     0.00, 0.00323357,   -30.63,    38.1644,   151.34,     38.163,    31.34,    38.1631,   -88.66,          0,     0.00, 0.00321883,   149.37
Line.LINHA350,    38.1644,   -28.66,     38.163,  -148.66,    38.1631,    91.34,          0,     0.00, 0.00321883,   -30.63,    38.1648,   151.34,    38.1634,    31.34,    38.1635,   -88.66,          0,     0.00,  0.0032041,   149.37
Line.LINHA351,    38.1648,   -28.66,    38.1634,  -148.66,    38.1635,    91.34,          0,     0.00,  0.0032041,   -30.63,    38.1652,   151.34,    38.1638,    31.34,    38.1639,   -88.66,          0,     0.00, 0.00318937,   149.37
Line.LINHA352,    37.5157,   -28.66,    37.5142,  -148.66,    37.5144,    91.34,          0,     0.00, 0.00318937,   -30.63,    37.5161,   151.34,    37.5146,    31.34,    37.5148,   -88.66,          0,     0.00, 0.00317464,   149.37
Line.LINHA353,    37.5161,   -28.66,    37.5146,  -148.66,    37.5148,    91.34,          0,     0.00, 0.00317464,   -30.63,    37.5165,   151.34,     37.515,    31.34,    37.5152,   -88.66,          0,     0.00, 0.00315991,   149.37
Line.LINHA354,    1.08095,   -28.48,    1.08092,  -148.48,    1.08092,    91.52,          0,     0.00, 7.36353E-005,   -30.61,    1.08134,   151.48,    1.08132,    31.48,    1.08132,   -88.52,          0,     0.00, 5.89082E-005,   149.39
Line.LINHA355,    1.08134,   -28.52,    1.08132,  -148.52,    1.08132,    91.48,          0,     0.00, 5.89082E-005,   -30.61,    1.08173,   151.44,    1.08171,    31.44,    1.08172,   -88.56,          0,     0.00, 4.41811E-005,   149.39
Line.LINHA356,    1.08173,   -28.56,    1.08171,  -148.56,    1.08172,    91.44,          0,     0.00, 4.4181E-005,   -30.61,    1.08212,   151.41,    1.08211,    31.41,    1.08211,   -88.60,          0,     0.00, 2.94539E-005,   149.39
Line.LINHA357,    1.08212,   -28.59,    1.08211,  -148.59,    1.08211,    91.40,          0,     0.00, 2.94539E-005,   -30.61,    1.08252,   151.37,    1.08251,    31.37,    1.08251,   -88.63,          0,     0.00, 1.47269E-005,   149.39
Line.LINHA358,    1.08252,   -28.63,    1.08251,  -148.63,    1.08251,    91.37,          0,     0.00, 1.4727E-005,   -30.61,    1.08291,   151.33,    1.08291,    31.33,    1.08291,   -88.67,          0,     0.00, 1.17547E-010,  -158.20
