Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINHA359,    36.4355,   -28.67,    36.4341,  -148.67,    36.4342,    91.33,          0,     0.00, 0.00308627,   -30.63,    36.4359,   151.33,    36.4345,    31.33,    36.4346,   -88.67,          0,     0.00, 0.00307155,   149.37
Line.LINHA360,    36.4359,   -28.67,    36.4345,  -148.67,    36.4346,    91.33,          0,     0.00, 0.00307155,   -30.63,    36.4363,   151.33,    36.4349,    31.33,     36.435,   -88.67,          0,     0.00, 0.00305682,   149.37
Line.LINHA361,    1.08117,   -28.48,    1.08114,  -148.48,    1.08114,    91.52,          0,     0.00, 7.36185E-005,   -30.61,    1.08156,   151.48,    1.08154,    31.48,    1.08154,   -88.52,          0,     0.00, 5.88948E-005,   149.39
Line.LINHA362,    1.08156,   -28.52,    1.08154,  -148.52,    1.08154,    91.48,          0,     0.00, 5.88947E-005,   -30.61,    1.08195,   151.44,    1.08193,    31.44,    1.08193,   -88.56,          0,     0.00, 4.41711E-005,   149.39
Line.LINHA363,    1.08195,   -28.56,    1.08193,  -148.56,    1.08193,    91.44,          0,     0.00, 4.41708E-005,   -30.61,    1.08234,   151.41,    1.08233,    31.41,    1.08233,   -88.59,          0,     0.00, 2.94472E-005,   149.39
Line.LINHA364,    1.08234,   -28.59,    1.08233,  -148.59,    1.08233,    91.41,          0,     0.00, 2.94472E-005,   -30.61,    1.08273,   151.37,    1.08273,    31.37,    1.08273,   -88.63,          0,     0.00, 1.47236E-005,   149.39
Line.LINHA365,    1.08273,   -28.63,    1.08273,  -148.63,    1.08273,    91.37,          0,     0.00, 1.47237E-005,   -30.61,    1.08313,   151.33,    1.08313,    31.33,    1.08313,   -88.67,          0,     0.00, 7.28505E-011,    92.86
Line.LINHA366,    35.3551,   -28.68,    35.3538,  -148.67,    35.3539,    91.32,          0,     0.00,  0.0029832,   -30.63,    35.3555,   151.32,    35.3542,    31.33,    35.3543,   -88.68,          0,     0.00, 0.00296848,   149.37
Line.LINHA367,    35.3555,   -28.68,    35.3542,  -148.67,    35.3543,    91.32,          0,     0.00, 0.00296848,   -30.63,    35.3559,   151.32,    35.3546,    31.32,    35.3547,   -88.68,          0,     0.00, 0.00295376,   149.37
Line.LINHA368,    34.2726,   -28.68,    34.2712,  -148.68,    34.2714,    91.32,          0,     0.00, 0.00295376,   -30.63,     34.273,   151.32,    34.2716,    31.32,    34.2718,   -88.68,          0,     0.00, 0.00293904,   149.37
Line.LINHA369,     34.273,   -28.68,    34.2716,  -148.68,    34.2718,    91.32,          0,     0.00, 0.00293904,   -30.63,    34.2734,   151.32,     34.272,    31.32,    34.2722,   -88.68,          0,     0.00, 0.00292432,   149.37
Line.LINHA370,    34.2734,   -28.68,     34.272,  -148.68,    34.2722,    91.32,          0,     0.00, 0.00292432,   -30.63,    34.2738,   151.32,    34.2724,    31.32,    34.2726,   -88.68,          0,     0.00, 0.00290961,   149.37
Line.LINHA371,    34.2738,   -28.68,    34.2724,  -148.68,    34.2726,    91.32,          0,     0.00, 0.00290961,   -30.63,    34.2742,   151.32,    34.2728,    31.32,     34.273,   -88.68,          0,     0.00, 0.00289489,   149.37
Line.LINHA372,    34.2742,   -28.68,    34.2728,  -148.68,     34.273,    91.32,          0,     0.00, 0.00289489,   -30.63,    34.2742,   151.32,    34.2729,    31.32,     34.273,   -88.68,          0,     0.00, 0.00289244,   149.37
Line.LINHA373,    34.2742,   -28.68,    34.2729,  -148.68,     34.273,    91.32,          0,     0.00, 0.00289244,   -30.63,    34.2746,   151.32,    34.2733,    31.32,    34.2734,   -88.69,          0,     0.00, 0.00287772,   149.37
Line.LINHA374,    34.2746,   -28.68,    34.2733,  -148.68,    34.2734,    91.31,          0,     0.00, 0.00287772,   -30.63,     34.275,   151.31,    34.2737,    31.32,    34.2738,   -88.69,          0,     0.00, 0.00286301,   149.37
Line.LINHA375,     34.275,   -28.69,    34.2737,  -148.68,    34.2738,    91.31,          0,     0.00, 0.00286301,   -30.63,    34.2754,   151.31,    34.2741,    31.32,    34.2742,   -88.69,          0,     0.00,  0.0028483,   149.37
Line.LINHA376,    33.1913,   -28.69,      33.19,  -148.69,    33.1902,    91.31,          0,     0.00,  0.0028483,   -30.63,    33.1917,   151.31,    33.1904,    31.31,    33.1905,   -88.69,          0,     0.00, 0.00283359,   149.37
Line.LINHA377,    33.1917,   -28.69,    33.1904,  -148.69,    33.1905,    91.31,          0,     0.00, 0.00283359,   -30.63,    33.1921,   151.31,    33.1908,    31.31,    33.1909,   -88.69,          0,     0.00, 0.00281889,   149.37
Line.LINHA378,    33.1921,   -28.69,    33.1908,  -148.69,    33.1909,    91.31,          0,     0.00, 0.00281889,   -30.63,    33.1925,   151.31,    33.1912,    31.31,    33.1913,   -88.69,          0,     0.00, 0.00280418,   149.37
Line.LINHA379,    1.08314,   -28.55,    1.08311,  -148.55,    1.08312,    91.45,          0,     0.00, 4.6565E-005,   -30.62,     1.0832,   151.45,    1.08318,    31.45,    1.08318,   -88.55,          0,     0.00, 4.41139E-005,   149.38
Line.LINHA380,     1.0832,   -28.55,    1.08318,  -148.55,    1.08318,    91.45,          0,     0.00, 4.41138E-005,   -30.62,    1.08359,   151.41,    1.08358,    31.41,    1.08358,   -88.59,          0,     0.00, 2.94092E-005,   149.38
Line.LINHA381,    1.08359,   -28.59,    1.08358,  -148.59,    1.08358,    91.41,          0,     0.00, 2.94092E-005,   -30.62,    1.08398,   151.37,    1.08397,    31.37,    1.08397,   -88.63,          0,     0.00, 1.47046E-005,   149.38
Line.LINHA382,    1.08398,   -28.63,    1.08397,  -148.63,    1.08397,    91.37,          0,     0.00, 1.47045E-005,   -30.62,    1.08437,   151.33,    1.08437,    31.33,    1.08437,   -88.67,          0,     0.00, 5.82077E-011,   -90.00
Line.LINHA383,    32.1094,   -28.70,    32.1081,  -148.69,    32.1082,    91.30,          0,     0.00, 0.00275762,   -30.63,    32.1098,   151.30,    32.1085,    31.31,    32.1086,   -88.70,          0,     0.00, 0.00274291,   149.37
Line.LINHA384,    32.1098,   -28.70,    32.1085,  -148.69,    32.1086,    91.30,          0,     0.00, 0.00274291,   -30.63,    32.1102,   151.30,    32.1089,    31.30,     32.109,   -88.70,          0,     0.00, 0.00272821,   149.37
Line.LINHA385,    1.08301,   -28.51,    1.08298,  -148.51,    1.08298,    91.48,          0,     0.00, 5.88067E-005,   -30.62,     1.0834,   151.45,    1.08338,    31.45,    1.08338,   -88.55,          0,     0.00, 4.4105E-005,   149.38
Line.LINHA386,     1.0834,   -28.55,    1.08338,  -148.55,    1.08338,    91.45,          0,     0.00, 4.41048E-005,   -30.62,    1.08379,   151.41,    1.08377,    31.41,    1.08377,   -88.59,          0,     0.00, 2.94032E-005,   149.38
Line.LINHA387,    1.08379,   -28.59,    1.08377,  -148.59,    1.08377,    91.41,          0,     0.00, 2.94032E-005,   -30.62,    1.08418,   151.37,    1.08417,    31.37,    1.08417,   -88.63,          0,     0.00, 1.47016E-005,   149.38
Line.LINHA388,    1.08418,   -28.63,    1.08417,  -148.63,    1.08417,    91.37,          0,     0.00, 1.47015E-005,   -30.62,    1.08457,   151.33,    1.08457,    31.33,    1.08457,   -88.67,          0,     0.00, 9.7888E-011,  -131.99
Line.LINHA389,    31.0272,   -28.70,    31.0259,  -148.70,     31.026,    91.29,          0,     0.00,  0.0026694,   -30.63,    31.0275,   151.29,    31.0263,    31.30,    31.0264,   -88.71,          0,     0.00,  0.0026547,   149.37
Line.LINHA390,    31.0275,   -28.71,    31.0263,  -148.70,    31.0264,    91.29,          0,     0.00,  0.0026547,   -30.63,    31.0279,   151.29,    31.0267,    31.29,    31.0268,   -88.71,          0,     0.00,    0.00264,   149.37
Line.LINHA391,    1.08435,   -28.63,    1.08435,  -148.63,    1.08435,    91.37,          0,     0.00, 1.46988E-005,   -30.62,    1.08474,   151.33,    1.08475,    31.33,    1.08474,   -88.67,          0,     0.00, 8.76141E-011,  -138.37
Line.LINHA392,    29.9436,   -28.71,    29.9424,  -148.71,    29.9425,    91.29,          0,     0.00,  0.0026253,   -30.63,     29.944,   151.29,    29.9428,    31.29,    29.9429,   -88.71,          0,     0.00, 0.00261061,   149.37
Line.LINHA393,     29.944,   -28.71,    29.9428,  -148.71,    29.9429,    91.29,          0,     0.00, 0.00261061,   -30.63,    29.9444,   151.29,    29.9432,    31.29,    29.9433,   -88.71,          0,     0.00, 0.00259591,   149.37
Line.LINHA394,     1.0837,   -28.55,    1.08368,  -148.54,    1.08368,    91.45,          0,     0.00, 4.65375E-005,   -30.63,    1.08376,   151.45,    1.08374,    31.45,    1.08374,   -88.55,          0,     0.00, 4.40882E-005,   149.37
Line.LINHA395,    1.08376,   -28.55,    1.08374,  -148.55,    1.08374,    91.45,          0,     0.00, 4.40881E-005,   -30.62,    1.08415,   151.41,    1.08414,    31.41,    1.08414,   -88.59,          0,     0.00, 2.93921E-005,   149.38
Line.LINHA396,    1.08415,   -28.59,    1.08414,  -148.59,    1.08414,    91.41,          0,     0.00, 2.9392E-005,   -30.62,    1.08454,   151.37,    1.08454,    31.37,    1.08454,   -88.63,          0,     0.00, 1.46961E-005,   149.38
Line.LINHA397,    1.08454,   -28.63,    1.08454,  -148.63,    1.08454,    91.37,          0,     0.00, 1.4696E-005,   -30.62,    1.08493,   151.33,    1.08493,    31.33,    1.08493,   -88.67,          0,     0.00, 3.63798E-011,   -53.13
Line.LINHA398,    28.8607,   -28.72,    28.8595,  -148.72,    28.8596,    91.28,          0,     0.00, 0.00254937,   -30.63,    28.8611,   151.28,    28.8599,    31.28,      28.86,   -88.72,          0,     0.00, 0.00253468,   149.37
Line.LINHA399,    27.7761,   -28.72,    27.7749,  -148.72,     27.775,    91.28,          0,     0.00, 0.00253468,   -30.63,    27.7764,   151.28,    27.7753,    31.28,    27.7754,   -88.73,          0,     0.00, 0.00251998,   149.37
Line.LINHA400,    27.7764,   -28.72,    27.7753,  -148.72,    27.7754,    91.27,          0,     0.00, 0.00251998,   -30.63,    27.7768,   151.27,    27.7757,    31.28,    27.7758,   -88.73,          0,     0.00, 0.00250529,   149.37
Line.LINHA401,    27.7768,   -28.73,    27.7757,  -148.72,    27.7758,    91.27,          0,     0.00, 0.00250529,   -30.63,    27.7772,   151.27,    27.7761,    31.27,    27.7762,   -88.73,          0,     0.00,  0.0024906,   149.37
Line.LINHA402,    27.7772,   -28.73,    27.7761,  -148.73,    27.7762,    91.27,          0,     0.00,  0.0024906,   -30.63,    27.7776,   151.27,    27.7765,    31.27,    27.7766,   -88.73,          0,     0.00, 0.00247591,   149.37
Line.LINHA403,    27.7776,   -28.73,    27.7765,  -148.73,    27.7766,    91.27,          0,     0.00, 0.00247591,   -30.63,     27.778,   151.27,    27.7769,    31.27,     27.777,   -88.73,          0,     0.00, 0.00246122,   149.37
Line.LINHA404,     27.778,   -28.73,    27.7769,  -148.73,     27.777,    91.27,          0,     0.00, 0.00246122,   -30.63,    27.7784,   151.27,    27.7773,    31.27,    27.7774,   -88.73,          0,     0.00, 0.00244653,   149.37
Line.LINHA405,    27.7784,   -28.73,    27.7773,  -148.73,    27.7774,    91.27,          0,     0.00, 0.00244653,   -30.63,    27.7788,   151.27,    27.7777,    31.27,    27.7778,   -88.73,          0,     0.00, 0.00243184,   149.37
Line.LINHA406,    22.1865,   -28.79,    22.1857,  -148.79,    22.1858,    91.21,          0,     0.00, 0.00174889,   -30.63,    22.1869,   151.21,    22.1861,    31.21,    22.1862,   -88.79,          0,     0.00,  0.0017342,   149.37
Line.LINHA407,    5.59233,   -28.51,    5.59202,  -148.51,    5.59205,    91.49,          0,     0.00, 0.000682954,   -30.63,    5.59272,   151.48,    5.59241,    31.49,    5.59244,   -88.52,          0,     0.00, 0.000668268,   149.37
Line.LINHA408,    5.59272,   -28.52,    5.59241,  -148.51,    5.59244,    91.48,          0,     0.00, 0.000668268,   -30.63,    5.59311,   151.48,    5.59281,    31.48,    5.59283,   -88.52,          0,     0.00, 0.000653583,   149.37
Line.LINHA409,    5.59311,   -28.52,    5.59281,  -148.52,    5.59283,    91.48,          0,     0.00, 0.000653583,   -30.63,    5.59349,   151.47,     5.5932,    31.47,    5.59323,   -88.53,          0,     0.00, 0.000638898,   149.37
Line.LINHA410,    5.59349,   -28.53,     5.5932,  -148.53,    5.59323,    91.47,          0,     0.00, 0.000638898,   -30.63,    5.59388,   151.46,     5.5936,    31.47,    5.59362,   -88.54,          0,     0.00, 0.000624213,   149.37
Line.LINHA411,    5.59388,   -28.54,     5.5936,  -148.53,    5.59362,    91.46,          0,     0.00, 0.000624213,   -30.63,    5.59427,   151.46,    5.59399,    31.46,    5.59402,   -88.55,          0,     0.00, 0.000609528,   149.37
Line.LINHA412,    1.29466,   -27.99,    1.29452,  -147.98,    1.29453,    92.01,          0,     0.00, 0.000308367,   -30.63,    1.29504,   151.98,    1.29491,    31.99,    1.29492,   -88.02,          0,     0.00, 0.000293683,   149.37
Line.LINHA413,    1.29504,   -28.02,    1.29491,  -148.01,    1.29492,    91.98,          0,     0.00, 0.000293683,   -30.63,    1.29542,   151.95,    1.29529,    31.95,     1.2953,   -88.05,          0,     0.00, 0.000278998,   149.37
Line.LINHA414,    1.29542,   -28.05,    1.29529,  -148.05,     1.2953,    91.95,          0,     0.00, 0.000278998,   -30.63,     1.2958,   151.92,    1.29568,    31.92,    1.29569,   -88.09,          0,     0.00, 0.000264314,   149.37
Line.LINHA415,     1.2958,   -28.08,    1.29568,  -148.08,    1.29569,    91.91,          0,     0.00, 0.000264314,   -30.63,    1.29619,   151.89,    1.29607,    31.89,    1.29608,   -88.12,          0,     0.00, 0.000249629,   149.37
Line.LINHA416,    1.29619,   -28.11,    1.29607,  -148.11,    1.29608,    91.88,          0,     0.00, 0.000249629,   -30.63,    1.29657,   151.85,    1.29646,    31.86,    1.29647,   -88.15,          0,     0.00, 0.000234945,   149.37
Line.LINHA417,    1.29657,   -28.15,    1.29646,  -148.14,    1.29647,    91.85,          0,     0.00, 0.000234945,   -30.63,    1.29695,   151.82,    1.29685,    31.83,    1.29686,   -88.18,          0,     0.00, 0.000220261,   149.37
Line.LINHA418,   0.645626,   -27.70,   0.645526,  -147.69,   0.645534,    92.30,          0,     0.00, 0.000220261,   -30.63,   0.646005,   152.24,   0.645911,    32.25,   0.645919,   -87.77,          0,     0.00, 0.000205577,   149.37
Line.LINHA419,   0.646005,   -27.76,   0.645911,  -147.75,   0.645919,    92.23,          0,     0.00, 0.000205577,   -30.63,   0.646384,   152.17,   0.646297,    32.18,   0.646304,   -87.83,          0,     0.00, 0.000190892,   149.37
Line.LINHA420,   0.646384,   -27.83,   0.646297,  -147.82,   0.646304,    92.17,          0,     0.00, 0.000190892,   -30.63,   0.646764,   152.11,   0.646684,    32.12,   0.646691,   -87.89,          0,     0.00, 0.000176208,   149.37
Line.LINHA421,   0.646764,   -27.89,   0.646684,  -147.88,   0.646691,    92.11,          0,     0.00, 0.000176208,   -30.63,   0.647145,   152.05,   0.647071,    32.05,   0.647078,   -87.96,          0,     0.00, 0.000161524,   149.37
Line.LINHA422,   0.647145,   -27.95,   0.647071,  -147.95,   0.647078,    92.04,          0,     0.00, 0.000161524,   -30.63,   0.647526,   151.98,    0.64746,    31.99,   0.647465,   -88.02,          0,     0.00, 0.00014684,   149.37
Line.LINHA423,   0.647526,   -28.02,    0.64746,  -148.01,   0.647465,    91.98,          0,     0.00, 0.00014684,   -30.63,   0.647909,   151.92,   0.647849,    31.92,   0.647854,   -88.08,          0,     0.00, 0.000132156,   149.37
Line.LINHA424,   0.647909,   -28.08,   0.647849,  -148.08,   0.647854,    91.92,          0,     0.00, 0.000132156,   -30.63,   0.648292,   151.85,   0.648239,    31.86,   0.648243,   -88.15,          0,     0.00, 0.000117472,   149.37
Line.LINHA425,   0.648292,   -28.15,   0.648239,  -148.14,   0.648243,    91.85,          0,     0.00, 0.000117472,   -30.63,   0.648676,   151.79,    0.64863,    31.79,   0.648634,   -88.21,          0,     0.00, 0.000102788,   149.37
Line.LINHA426,   0.648676,   -28.21,    0.64863,  -148.21,   0.648634,    91.79,          0,     0.00, 0.000102788,   -30.63,   0.649061,   151.73,   0.649021,    31.73,   0.649025,   -88.28,          0,     0.00, 8.81036E-005,   149.37
Line.LINHA427,   0.649061,   -28.27,   0.649021,  -148.27,   0.649025,    91.72,          0,     0.00, 8.81036E-005,   -30.63,   0.649447,   151.66,   0.649414,    31.66,   0.649416,   -88.34,          0,     0.00, 7.34197E-005,   149.37
Line.LINHA428,   0.649447,   -28.34,   0.649414,  -148.34,   0.649416,    91.66,          0,     0.00, 7.34196E-005,   -30.63,   0.649833,   151.60,   0.649807,    31.60,   0.649809,   -88.40,          0,     0.00, 5.87356E-005,   149.37
Line.LINHA429,   0.649833,   -28.40,   0.649807,  -148.40,   0.649809,    91.60,          0,     0.00, 5.87356E-005,   -30.63,   0.650221,   151.53,   0.650201,    31.54,   0.650202,   -88.47,          0,     0.00, 4.40517E-005,   149.37
Line.LINHA430, 0.00245953,    89.76, 0.00248479,   -30.02, 0.00245864,  -149.75,          0,     0.00, 4.40515E-005,   -30.63, 0.00163969,   -90.24, 0.00165653,   149.98, 0.00163909,    30.25,          0,     0.00, 2.93676E-005,   149.37
Line.LINHA431, 0.00163969,    89.76, 0.00165653,   -30.02, 0.00163909,  -149.75,          0,     0.00, 2.93676E-005,   -30.63, 0.000819843,   -90.24, 0.000828263,   149.98, 0.000819546,    30.25,          0,     0.00, 1.46838E-005,   149.37
Line.LINHA432, 0.000819843,    89.76, 0.000828263,   -30.02, 0.000819546,  -149.75,          0,     0.00, 1.46837E-005,   -30.63, 3.63798E-011,     0.00, 4.94819E-011,  -162.90, 5.82077E-011,     0.00,          0,     0.00, 4.94819E-011,   -17.10
Line.LINHA433,    4.29969,   -28.71,    4.29956,  -148.71,    4.29957,    91.29,          0,     0.00, 0.000301161,   -30.63,    4.30009,   151.28,    4.29996,    31.28,    4.29997,   -88.72,          0,     0.00, 0.000286476,   149.37
Line.LINHA434,    4.30009,   -28.72,    4.29996,  -148.72,    4.29997,    91.28,          0,     0.00, 0.000286476,   -30.63,    4.30048,   151.27,    4.30035,    31.27,    4.30036,   -88.73,          0,     0.00, 0.000271792,   149.37
Line.LINHA435,    4.30048,   -28.73,    4.30035,  -148.73,    4.30036,    91.27,          0,     0.00, 0.000271792,   -30.63,    4.30087,   151.26,    4.30075,    31.26,    4.30076,   -88.74,          0,     0.00, 0.000257108,   149.37
Line.LINHA436,    3.64949,   -28.76,    3.64937,  -148.76,    3.64938,    91.24,          0,     0.00, 0.000257107,   -30.63,    3.64988,   151.23,    3.64977,    31.23,    3.64978,   -88.77,          0,     0.00, 0.000242423,   149.37
Line.LINHA437,   0.650226,   -28.47,   0.650206,  -148.46,   0.650208,    91.53,          0,     0.00, 4.40514E-005,   -30.63,   0.650614,   151.47,   0.650601,    31.47,   0.650602,   -88.53,          0,     0.00, 2.93675E-005,   149.37
Line.LINHA438,   0.650614,   -28.53,   0.650601,  -148.53,   0.650602,    91.47,          0,     0.00, 2.93675E-005,   -30.63,   0.651003,   151.41,   0.650997,    31.41,   0.650997,   -88.59,          0,     0.00, 1.46838E-005,   149.37
Line.LINHA439,   0.651003,   -28.59,   0.650997,  -148.59,   0.650997,    91.41,          0,     0.00, 1.46839E-005,   -30.63,   0.651393,   151.34,   0.651393,    31.34,   0.651393,   -88.66,          0,     0.00, 1.53357E-010,   157.69
Line.LINHA440, 0.00327936,    89.76, 0.00331304,   -30.02, 0.00327817,  -149.75,          0,     0.00, 5.87353E-005,   -30.63, 0.00245952,   -90.24, 0.00248478,   149.98, 0.00245863,    30.25,          0,     0.00, 4.40514E-005,   149.37
Line.LINHA441, 0.00245952,    89.76, 0.00248478,   -30.02, 0.00245863,  -149.75,          0,     0.00, 4.40515E-005,   -30.63, 0.00163968,   -90.24, 0.00165652,   149.98, 0.00163909,    30.25,          0,     0.00, 2.93675E-005,   149.37
Line.LINHA442, 0.00163968,    89.76, 0.00165652,   -30.02, 0.00163909,  -149.75,          0,     0.00, 2.93676E-005,   -30.63, 0.00081984,   -90.24, 0.00082826,   149.98, 0.000819544,    30.25,          0,     0.00, 1.46838E-005,   149.37
Line.LINHA443, 0.00081984,    89.76, 0.00082826,   -30.02, 0.000819544,  -149.75,          0,     0.00, 1.46837E-005,   -30.63, 1.49998E-011,    75.96, 3.25391E-011,    26.57, 1.45519E-011,     0.00,          0,     0.00, 5.55313E-011,    31.61
Line.LINHA444,    3.00123,   -28.89,    3.00117,  -148.89,    3.00118,    91.11,          0,     0.00, 0.000139637,   -30.64,    3.00163,   151.10,    3.00157,    31.10,    3.00157,   -88.90,          0,     0.00, 0.000124953,   149.36
Line.LINHA445,    3.00163,   -28.90,    3.00157,  -148.90,    3.00157,    91.10,          0,     0.00, 0.000124953,   -30.64,    3.00202,   151.08,    3.00197,    31.08,    3.00197,   -88.92,          0,     0.00, 0.00011027,   149.36
Line.LINHA446,   0.650237,   -28.47,   0.650217,  -148.46,   0.650219,    91.53,          0,     0.00, 4.40506E-005,   -30.63,   0.650625,   151.47,   0.650612,    31.47,   0.650613,   -88.53,          0,     0.00, 2.9367E-005,   149.37
Line.LINHA447,   0.650625,   -28.53,   0.650612,  -148.53,   0.650613,    91.47,          0,     0.00, 2.9367E-005,   -30.63,   0.651014,   151.41,   0.651008,    31.41,   0.651008,   -88.59,          0,     0.00, 1.46835E-005,   149.37
Line.LINHA448,   0.651014,   -28.59,   0.651008,  -148.59,   0.651008,    91.41,          0,     0.00, 1.46835E-005,   -30.63,   0.651404,   151.34,   0.651404,    31.34,   0.651404,   -88.66,          0,     0.00, 9.09495E-011,  -106.26
Line.LINHA449,    2.35181,   -29.04,    2.35178,  -149.04,    2.35178,    90.96,          0,     0.00, 6.62189E-005,   -30.64,     2.3522,   150.94,    2.35218,    30.94,    2.35218,   -89.06,          0,     0.00, 5.15355E-005,   149.36
Line.LINHA450,     2.3522,   -29.06,    2.35218,  -149.06,    2.35218,    90.94,          0,     0.00, 5.15354E-005,   -30.64,     2.3526,   150.92,    2.35258,    30.92,    2.35258,   -89.08,          0,     0.00, 3.68521E-005,   149.35
Line.LINHA451,    0.65102,   -28.59,   0.651014,  -148.59,   0.651014,    91.41,          0,     0.00, 1.46833E-005,   -30.63,    0.65141,   151.34,    0.65141,    31.34,    0.65141,   -88.66,          0,     0.00, 5.83212E-011,   -93.58
Line.LINHA452,    5.39904,   151.38,    5.39884,    31.38,    5.39885,   -88.62,          0,     0.00, 0.000439354,   149.37,    5.39865,   -28.61,    5.39844,  -148.61,    5.39846,    91.38,          0,     0.00, 0.000454037,   -30.63
Line.LINHA453,    5.39865,   151.39,    5.39844,    31.39,    5.39846,   -88.62,          0,     0.00, 0.000454037,   149.37,    5.39826,   -28.61,    5.39804,  -148.60,    5.39806,    91.39,          0,     0.00, 0.000468721,   -30.63
Line.LINHA454,    5.39826,   151.39,    5.39804,    31.40,    5.39806,   -88.61,          0,     0.00, 0.000468721,   149.37,    5.39787,   -28.60,    5.39765,  -148.60,    5.39767,    91.40,          0,     0.00, 0.000483405,   -30.63
Line.LINHA455,    5.39787,   151.40,    5.39765,    31.40,    5.39767,   -88.60,          0,     0.00, 0.000483405,   149.37,    5.39748,   -28.59,    5.39725,  -148.59,    5.39727,    91.41,          0,     0.00, 0.000498089,   -30.63
Line.LINHA456,    5.39748,   151.41,    5.39725,    31.41,    5.39727,   -88.59,          0,     0.00, 0.000498089,   149.37,    5.39709,   -28.58,    5.39686,  -148.58,    5.39688,    91.41,          0,     0.00, 0.000512774,   -30.63
Line.LINHA457,   0.650971,   -28.59,   0.650965,  -148.59,   0.650965,    91.41,          0,     0.00, 1.46846E-005,   -30.63,   0.651361,   151.34,   0.651361,    31.34,   0.651361,   -88.66,          0,     0.00, 4.49993E-011,   104.04
Line.LINHA458, 0.000819882,    89.76, 0.000828302,   -30.02, 0.000819585,  -149.75,          0,     0.00, 1.46845E-005,   -30.63, 8.17534E-011,   -32.28, 9.54926E-011,    49.64, 2.91038E-011,   180.00,          0,     0.00, 1.0594E-010,    15.95
Line.LINHA459,    6.04767,   151.42,    6.04743,    31.42,    6.04745,   -88.58,          0,     0.00, 0.000542143,   149.37,    6.04728,   -28.57,    6.04703,  -148.57,    6.04705,    91.43,          0,     0.00, 0.000556827,   -30.63
Line.LINHA460,    16.1397,   -28.87,    16.1392,  -148.87,    16.1392,    91.12,          0,     0.00, 0.00117738,   -30.63,    16.1401,   151.12,    16.1396,    31.12,    16.1396,   -88.88,          0,     0.00, 0.00116269,   149.37
Line.LINHA461,    15.0544,   -28.89,    15.0539,  -148.89,    15.0539,    91.11,          0,     0.00, 0.00116269,   -30.63,    15.0548,   151.10,    15.0543,    31.11,    15.0543,   -88.90,          0,     0.00, 0.00114801,   149.37
Line.LINHA462,    15.0548,   -28.90,    15.0543,  -148.89,    15.0543,    91.10,          0,     0.00, 0.00114801,   -30.63,    15.0552,   151.10,    15.0547,    31.10,    15.0547,   -88.90,          0,     0.00, 0.00113332,   149.37
Line.LINHA463,    15.0552,   -28.90,    15.0547,  -148.90,    15.0547,    91.10,          0,     0.00, 0.00113332,   -30.63,    15.0556,   151.10,    15.0551,    31.10,    15.0551,   -88.90,          0,     0.00, 0.00111864,   149.37
Line.LINHA464,    15.0556,   -28.90,    15.0551,  -148.90,    15.0551,    91.10,          0,     0.00, 0.00111864,   -30.63,     15.056,   151.10,    15.0555,    31.10,    15.0555,   -88.90,          0,     0.00, 0.00110396,   149.37
Line.LINHA465,     15.056,   -28.90,    15.0555,  -148.90,    15.0555,    91.10,          0,     0.00, 0.00110396,   -30.63,    15.0563,   151.09,    15.0559,    31.10,    15.0559,   -88.91,          0,     0.00, 0.00108928,   149.37
Line.LINHA466,    7.10057,   -28.78,    7.10036,  -148.77,    7.10038,    91.22,          0,     0.00, 0.000461522,   -30.63,    7.10096,   151.22,    7.10076,    31.22,    7.10077,   -88.78,          0,     0.00, 0.000446839,   149.37
Line.LINHA467,    7.10096,   -28.78,    7.10076,  -148.78,    7.10077,    91.22,          0,     0.00, 0.000446839,   -30.63,    7.10135,   151.21,    7.10115,    31.21,    7.10117,   -88.79,          0,     0.00, 0.000432156,   149.37
Line.LINHA468,    2.16956,   -28.56,    2.16953,  -148.56,    2.16953,    91.44,          0,     0.00, 7.83066E-005,   -30.63,    2.16995,   151.42,    2.16992,    31.42,    2.16993,   -88.58,          0,     0.00, 6.36239E-005,   149.37
Line.LINHA469,    1.08414,   -28.50,    1.08411,  -148.50,    1.08411,    91.50,          0,     0.00, 6.36239E-005,   -30.63,    1.08453,   151.46,    1.08451,    31.46,    1.08451,   -88.54,          0,     0.00, 4.89414E-005,   149.37
Line.LINHA470,    1.08453,   -28.54,    1.08451,  -148.54,    1.08451,    91.46,          0,     0.00, 4.89412E-005,   -30.63,    1.08492,   151.43,     1.0849,    31.43,     1.0849,   -88.58,          0,     0.00, 3.42588E-005,   149.37
Line.LINHA471,    1.08492,   -28.57,     1.0849,  -148.57,     1.0849,    91.42,          0,     0.00, 3.42589E-005,   -30.63,    1.08531,   151.39,     1.0853,    31.39,     1.0853,   -88.61,          0,     0.00, 1.95764E-005,   149.37
Line.LINHA472,    1.08531,   -28.61,     1.0853,  -148.61,     1.0853,    91.39,          0,     0.00, 1.95764E-005,   -30.63,     1.0857,   151.35,     1.0857,    31.35,     1.0857,   -88.65,          0,     0.00, 4.89398E-006,   149.37
